Problem_ID, |Operations|, |Resources|, Avg(Mi), Avg(Rim), Avg(pref), Avg(Tim), Avg(Him), Avg(Dim), Rim_mean, Rim_stdev, Rim_median, Rim_CV, Rim_range, Cross_resources, Total_run_time, Nodes, Queue_size, MIP_infeasible, longest_preceding, mean_preceding, LB, UB, greedy_1, time, feasibles, cross_resources, improved_generation, cross_best_solution, origin, greedy_2, time, feasibles, cross_resources, improved_generation, cross_best_solution, origin, greedy_3, time, feasibles, cross_resources, improved_generation, cross_best_solution, origin, greedy_4, time, feasibles, cross_resources, improved_generation, cross_best_solution, origin, greedy_5, time, feasibles, cross_resources, improved_generation, cross_best_solution, origin, greedy_6, time, feasibles, cross_resources, improved_generation, cross_best_solution, origin, greedy_7, time, feasibles, cross_resources, improved_generation, cross_best_solution, origin, GA_1, time, feasibles, cross_resources, improved_generation, cross_best_solution, origin, GA_2, time, feasibles, cross_resources, improved_generation, cross_best_solution, origin, GA_3, time, feasibles, cross_resources, improved_generation, cross_best_solution, origin, GA_4, time, feasibles, cross_resources, improved_generation, cross_best_solution, origin, GA_5, time, feasibles, cross_resources, improved_generation, cross_best_solution, origin, GA_6, time, feasibles, cross_resources, improved_generation, cross_best_solution, origin, GA_7, time, feasibles, cross_resources, improved_generation, cross_best_solution, origin, GA_8, time, feasibles, cross_resources, improved_generation, cross_best_solution, origin, GA_9, time, feasibles, cross_resources, improved_generation, cross_best_solution, origin, GA_10, time, feasibles, cross_resources, improved_generation, cross_best_solution, origin, solution
16410, 100, 4, 7.510, 1.489, 0.900, 298.515, 0.124, 224.192, 0.950, 0.219, 1.000, 0.231, 1.000, 19754, 0.000, 0, 0, False, 7, 1.66, 1862.0, 6831.0, 6903.0, 3.886, 100.000, 0.0, -1, False, greedy=100, 7483.0, 0.346, 100.000, 0.0, -1, False, greedy=100, 7285.0, 0.375, 100.000, 0.0, -1, False, greedy=100, 7905.0, 0.455, 100.000, 0.0, -1, False, greedy=100, 7623.0, 0.401, 100.000, 0.0, -1, False, greedy=100, 7838.0, 0.433, 100.000, 0.0, -1, False, greedy=100, 7406.0, 0.358, 100.000, 0.0, -1, False, greedy=100, 6903.0, 42.756, 100.000, 0.0, 0, False, greedy=100, 6831.0, 42.293, 100.000, 0.0, 34, False, greedy=100.0, 6903.0, 41.145, 100.000, 0.0, 0, False, greedy=100, 6903.0, 41.169, 100.000, 0.0, 0, False, greedy=100, 6831.0, 40.192, 100.000, 0.0, 33, False, greedy=100.0, 6831.0, 40.837, 100.000, 0.0, 36, False, greedy=99.51171875,ga=0.48828125, 6903.0, 41.194, 100.000, 0.0, 0, False, greedy=100, 6903.0, 41.672, 100.000, 0.0, 0, False, greedy=100, 6903.0, 42.034, 100.000, 0.0, 0, False, greedy=100, 6903.0, 40.366, 100.000, 0.0, 0, False, greedy=100, 6831.0
16383, 83, 13, 7.602, 10.024, 0.916, 301.055, 0.949, 16.653, 5.217, 1.048, 10.000, 0.201, 4.000, 5339652, 0.000, 0, 0, False, 11, 2.2289156626506026, 2624.0, 2715.0, 3525.0, 17.644, 100.000, 280.0, -1, True, greedy=100, 3956.0, 2.035, 100.000, 257.0, -1, True, greedy=100, 2715.0, 2.134, 100.000, 308.0, -1, True, greedy=100, 3603.0, 2.372, 100.000, 291.0, -1, True, greedy=100, 2951.0, 2.119, 100.000, 305.0, -1, True, greedy=100, 3686.0, 2.306, 100.000, 252.0, -1, True, greedy=100, 3041.0, 2.511, 100.000, 304.0, -1, True, greedy=100, 2715.0, 223.232, 100.000, 308.0, 0, True, greedy=100, 2715.0, 224.765, 100.000, 308.0, 0, True, greedy=100, 2715.0, 225.705, 100.000, 308.0, 0, True, greedy=100, 2715.0, 221.523, 100.000, 308.0, 0, True, greedy=100, 2715.0, 222.019, 100.000, 308.0, 0, True, greedy=100, 2715.0, 221.953, 100.000, 308.0, 0, True, greedy=100, 2715.0, 223.531, 100.000, 308.0, 0, True, greedy=100, 2715.0, 221.311, 100.000, 308.0, 0, True, greedy=100, 2715.0, 224.943, 100.000, 308.0, 0, True, greedy=100, 2715.0, 224.509, 100.000, 308.0, 0, True, greedy=100, 2715.0
16419, 31, 11, 2.742, 3.600, 0.806, 303.388, 0.721, 58.392, 2.000, 1.751, 4.000, 0.876, 5.000, 2230, 0.000, 0, 0, False, 5, 1.2580645161290323, 1750.0, 1750.0, 2135.0, 0.242, 100.000, 6.0, -1, True, greedy=100, 2103.0, 0.053, 100.000, 14.0, -1, True, greedy=100, 1750.0, 0.079, 100.000, 19.0, -1, True, greedy=100, 2029.0, 0.050, 100.000, 21.0, -1, True, greedy=100, 1988.0, 0.055, 100.000, 10.0, -1, True, greedy=100, 1908.0, 0.060, 100.000, 21.0, -1, True, greedy=100, 1868.0, 0.053, 100.000, 16.0, -1, True, greedy=100, 1750.0, 14.931, 100.000, 19.0, 0, True, greedy=100, 1750.0, 14.287, 100.000, 19.0, 0, True, greedy=100, 1750.0, 13.898, 100.000, 19.0, 0, True, greedy=100, 1750.0, 14.691, 100.000, 19.0, 0, True, greedy=100, 1750.0, 14.522, 100.000, 19.0, 0, True, greedy=100, 1750.0, 14.256, 100.000, 19.0, 0, True, greedy=100, 1750.0, 14.051, 100.000, 19.0, 0, True, greedy=100, 1750.0, 13.775, 100.000, 19.0, 0, True, greedy=100, 1750.0, 14.205, 100.000, 19.0, 0, True, greedy=100, 1750.0, 14.263, 100.000, 19.0, 0, True, greedy=100, 1750.0
16416, 49, 12, 2.408, 3.542, 4.449, 305.703, 0.481, 110.254, 1.776, 1.759, 3.500, 0.991, 5.000, 3528, 0.000, 0, 0, False, 32, 15.938775510204081, 8644.0, 8702.0, 9136.0, 0.119, 100.000, 0.0, -1, False, greedy=100, 8940.0, 0.112, 100.000, 2.0, -1, True, greedy=100, 8825.0, 0.094, 100.000, 0.0, -1, False, greedy=100, 9088.0, 0.087, 100.000, 3.0, -1, True, greedy=100, 9119.0, 0.078, 100.000, 2.0, -1, True, greedy=100, 8977.0, 0.093, 100.000, 2.0, -1, True, greedy=100, 9073.0, 0.093, 100.000, 3.0, -1, True, greedy=100, 8703.0, 28.662, 100.000, 1.0, 10, True, greedy=100.0, 8702.0, 28.705, 100.000, 1.0, 13, True, greedy=100.0, 8703.0, 27.992, 100.000, 2.0, 4, True, greedy=100.0, 8702.0, 28.031, 100.000, 1.0, 12, True, greedy=94.921875,ga=5.078125, 8702.0, 27.924, 100.000, 1.0, 11, True, greedy=100.0, 8702.0, 28.342, 100.000, 1.0, 11, True, greedy=100.0, 8704.0, 29.015, 100.000, 1.0, 9, True, greedy=93.75,ga=6.25, 8704.0, 27.661, 100.000, 2.0, 6, True, greedy=100.0, 8707.0, 27.973, 100.000, 2.0, 13, True, greedy=94.53125,ga=5.46875, 8702.0, 28.456, 100.000, 1.0, 30, True, greedy=96.2890625,ga=3.7109375, 8702.0
16421, 16, 10, 2.938, 7.872, 2.375, 297.830, 0.929, 21.500, 2.375, 1.821, 8.000, 0.767, 5.000, 8976, 0.000, 0, 0, False, 7, 3.8125, 1969.0, 2056.0, 2148.0, 0.060, 100.000, 16.0, -1, True, greedy=100, 2148.0, 0.026, 100.000, 16.0, -1, True, greedy=100, 2068.0, 0.035, 100.000, 14.0, -1, True, greedy=100, 2187.0, 0.027, 100.000, 17.0, -1, True, greedy=100, 2271.0, 0.019, 100.000, 14.0, -1, True, greedy=100, 2260.0, 0.023, 100.000, 11.0, -1, True, greedy=100, 2244.0, 0.034, 100.000, 18.0, -1, True, greedy=100, 2056.0, 7.904, 100.000, 15.0, 15, True, greedy=87.3046875,ga=12.6953125, 2068.0, 7.632, 100.000, 14.0, 0, True, greedy=100, 2068.0, 7.740, 100.000, 14.0, 0, True, greedy=100, 2060.0, 7.711, 100.000, 14.0, 4, True, greedy=81.25,ga=18.75, 2068.0, 7.539, 100.000, 14.0, 0, True, greedy=100, 2068.0, 7.911, 100.000, 14.0, 0, True, greedy=100, 2068.0, 7.419, 100.000, 14.0, 0, True, greedy=100, 2057.0, 7.671, 100.000, 12.0, 12, True, greedy=85.15625,ga=14.84375, 2068.0, 7.494, 100.000, 14.0, 0, True, greedy=100, 2068.0, 8.083, 100.000, 14.0, 0, True, greedy=100, 2056.0
16418, 42, 18, 2.405, 5.267, 0.857, 300.644, 0.608, 77.665, 2.881, 2.787, 5.000, 0.967, 8.000, 5704, 0.000, 0, 0, False, 9, 2.0238095238095237, 2609.0, 2609.0, 3637.0, 0.419, 100.000, 11.0, -1, True, greedy=100, 3577.0, 0.076, 100.000, 9.0, -1, True, greedy=100, 2636.0, 0.071, 100.000, 13.0, -1, True, greedy=100, 3610.0, 0.117, 100.000, 12.0, -1, True, greedy=100, 2609.0, 0.110, 100.000, 21.0, -1, True, greedy=100, 3544.0, 0.096, 100.000, 18.0, -1, True, greedy=100, 2734.0, 0.096, 100.000, 18.0, -1, True, greedy=100, 2609.0, 37.465, 100.000, 21.0, 0, True, greedy=100, 2609.0, 37.121, 100.000, 21.0, 0, True, greedy=100, 2609.0, 37.290, 100.000, 21.0, 0, True, greedy=100, 2609.0, 35.265, 100.000, 21.0, 0, True, greedy=100, 2609.0, 36.032, 100.000, 21.0, 0, True, greedy=100, 2609.0, 36.566, 100.000, 21.0, 0, True, greedy=100, 2609.0, 35.977, 100.000, 21.0, 0, True, greedy=100, 2609.0, 34.746, 100.000, 21.0, 0, True, greedy=100, 2609.0, 38.355, 100.000, 21.0, 0, True, greedy=100, 2609.0, 36.903, 100.000, 21.0, 0, True, greedy=100, 2609.0
16420, 46, 10, 2.435, 7.277, 3.696, 308.964, 0.776, 60.518, 2.326, 1.863, 7.000, 0.801, 5.000, 65748, 0.000, 0, 0, False, 25, 13.804347826086957, 7184.0, 7539.0, 8613.0, 0.214, 100.000, 14.0, -1, True, greedy=100, 8185.0, 0.149, 100.000, 16.0, -1, True, greedy=100, 7682.0, 0.143, 100.000, 20.0, -1, True, greedy=100, 8004.0, 0.182, 100.000, 20.0, -1, True, greedy=100, 8262.0, 0.126, 100.000, 15.0, -1, True, greedy=100, 8419.0, 0.119, 100.000, 15.0, -1, True, greedy=100, 7897.0, 0.136, 100.000, 21.0, -1, True, greedy=100, 7556.0, 47.945, 100.000, 18.0, 7, True, greedy=96.875,ga=3.125, 7539.0, 47.337, 100.000, 20.0, 34, True, greedy=95.556640625,ga=4.443359375, 7556.0, 47.513, 100.000, 18.0, 9, True, greedy=92.96875,ga=7.03125, 7680.0, 47.997, 100.000, 20.0, 39, True, greedy=95.3125,ga=4.6875, 7565.0, 46.852, 100.000, 20.0, 37, True, greedy=89.84375,ga=10.15625, 7556.0, 48.887, 100.000, 19.0, 7, True, greedy=93.75,ga=6.25, 7556.0, 49.604, 100.000, 18.0, 8, True, greedy=93.75,ga=6.25, 7556.0, 47.129, 100.000, 20.0, 7, True, greedy=100.0, 7539.0, 47.398, 100.000, 19.0, 14, True, greedy=100.0, 7682.0, 47.826, 100.000, 20.0, 0, True, greedy=100, 7539.0
16425, 11, 12, 6.818, 3.587, 2.727, 306.573, 0.721, 58.885, 4.364, 0.809, 4.000, 0.185, 2.000, 238, 0.000, 0, 0, False, 8, 4.181818181818182, 2062.0, 2062.0, 2062.0, 0.031, 100.000, 0.0, -1, False, greedy=100, 2062.0, 0.019, 100.000, 0.0, -1, False, greedy=100, 2062.0, 0.014, 100.000, 0.0, -1, False, greedy=100, 2062.0, 0.022, 100.000, 0.0, -1, False, greedy=100, 2062.0, 0.019, 100.000, 0.0, -1, False, greedy=100, 2062.0, 0.020, 100.000, 0.0, -1, False, greedy=100, 2062.0, 0.027, 100.000, 0.0, -1, False, greedy=100, 2062.0, 2.885, 100.000, 0.0, 0, False, greedy=100, 2062.0, 2.705, 100.000, 0.0, 0, False, greedy=100, 2062.0, 2.665, 100.000, 0.0, 0, True, greedy=100, 2062.0, 2.605, 100.000, 0.0, 0, False, greedy=100, 2062.0, 2.700, 100.000, 0.0, 0, False, greedy=100, 2062.0, 2.727, 100.000, 0.0, 0, False, greedy=100, 2062.0, 2.622, 100.000, 0.0, 0, False, greedy=100, 2062.0, 2.688, 100.000, 0.0, 0, False, greedy=100, 2062.0, 2.552, 100.000, 0.0, 0, False, greedy=100, 2062.0, 2.621, 100.000, 0.0, 0, False, greedy=100, 2062.0
16414, 78, 6, 7.628, 4.482, 1.013, 297.600, 0.638, 91.992, 2.718, 0.556, 4.000, 0.205, 2.000, 906076, 0.000, 0, 0, False, 5, 1.5512820512820513, 1368.0, 6269.0, 6269.0, 8.507, 100.000, 33.0, -1, True, greedy=100, 7463.0, 0.724, 100.000, 27.0, -1, True, greedy=100, 7284.0, 0.885, 100.000, 25.0, -1, True, greedy=100, 8082.0, 0.796, 100.000, 30.0, -1, True, greedy=100, 7662.0, 0.827, 100.000, 27.0, -1, True, greedy=100, 7762.0, 0.941, 100.000, 32.0, -1, True, greedy=100, 7314.0, 0.806, 100.000, 20.0, -1, True, greedy=100, 6269.0, 84.272, 100.000, 33.0, 0, True, greedy=100, 6269.0, 83.850, 100.000, 33.0, 0, True, greedy=100, 6269.0, 82.705, 100.000, 33.0, 0, True, greedy=100, 6269.0, 83.962, 100.000, 33.0, 0, True, greedy=100, 6269.0, 82.382, 100.000, 33.0, 0, True, greedy=100, 6269.0, 84.256, 100.000, 33.0, 0, True, greedy=100, 6269.0, 85.196, 100.000, 33.0, 0, True, greedy=100, 6269.0, 86.051, 100.000, 33.0, 0, True, greedy=100, 6269.0, 84.668, 100.000, 33.0, 0, True, greedy=100, 6269.0, 82.927, 100.000, 33.0, 0, True, greedy=100, 6269.0
16422, 41, 10, 2.268, 7.344, 0.902, 299.183, 0.778, 57.726, 1.854, 1.726, 7.000, 0.931, 5.000, 51094, 0.000, 0, 0, False, 7, 1.8780487804878048, 2126.0, 4118.0, 4629.0, 0.408, 100.000, 29.0, -1, True, greedy=100, 4855.0, 0.092, 100.000, 24.0, -1, True, greedy=100, 4447.0, 0.130, 100.000, 28.0, -1, True, greedy=100, 4753.0, 0.131, 100.000, 24.0, -1, True, greedy=100, 4463.0, 0.113, 100.000, 30.0, -1, True, greedy=100, 4958.0, 0.129, 100.000, 26.0, -1, True, greedy=100, 4441.0, 0.100, 100.000, 33.0, -1, True, greedy=100, 4118.0, 40.033, 100.000, 32.0, 27, True, greedy=100.0, 4316.0, 40.095, 100.000, 31.0, 10, True, greedy=83.59375,ga=16.40625, 4156.0, 42.788, 100.000, 35.0, 21, True, greedy=100.0, 4182.0, 42.376, 100.000, 28.0, 23, True, greedy=98.046875,ga=1.953125, 4219.0, 44.217, 100.000, 33.0, 22, True, greedy=96.2890625,ga=3.7109375, 4283.0, 39.834, 100.000, 29.0, 10, True, greedy=98.4375,ga=1.5625, 4441.0, 43.581, 100.000, 33.0, 0, True, greedy=100, 4328.0, 44.204, 100.000, 34.0, 28, True, greedy=100.0, 4153.0, 41.449, 100.000, 32.0, 15, True, greedy=100.0, 4299.0, 42.411, 100.000, 29.0, 5, True, greedy=87.5,ga=12.5, 4118.0
16424, 43, 11, 7.558, 3.394, 3.814, 297.923, 0.449, 112.645, 4.140, 1.014, 3.000, 0.245, 3.000, 23484, 0.000, 0, 0, False, 25, 12.604651162790697, 6024.0, 6054.0, 6482.0, 0.319, 100.000, 3.0, -1, True, greedy=100, 6229.0, 0.185, 100.000, 2.0, -1, True, greedy=100, 6054.0, 0.185, 100.000, 2.0, -1, True, greedy=100, 6341.0, 0.170, 100.000, 5.0, -1, True, greedy=100, 6278.0, 0.215, 100.000, 4.0, -1, True, greedy=100, 6382.0, 0.206, 100.000, 3.0, -1, True, greedy=100, 6180.0, 0.180, 100.000, 2.0, -1, True, greedy=100, 6054.0, 22.992, 100.000, 2.0, 0, True, greedy=100, 6054.0, 22.122, 100.000, 2.0, 0, True, greedy=100, 6054.0, 23.260, 100.000, 2.0, 0, True, greedy=100, 6054.0, 23.093, 100.000, 2.0, 0, True, greedy=100, 6054.0, 22.576, 100.000, 2.0, 0, True, greedy=100, 6054.0, 23.272, 100.000, 2.0, 0, True, greedy=100, 6054.0, 24.005, 100.000, 2.0, 0, True, greedy=100, 6054.0, 22.674, 100.000, 2.0, 0, True, greedy=100, 6054.0, 23.084, 100.000, 2.0, 0, True, greedy=100, 6054.0, 23.433, 100.000, 2.0, 0, True, greedy=100, 6054.0
16427, 17, 12, 6.824, 3.164, 0.765, 296.526, 0.702, 68.044, 3.647, 0.931, 3.000, 0.255, 3.000, 1908, 0.001, 0, 0, False, 4, 1.1176470588235294, 1070.0, 1070.0, 1153.0, 0.146, 100.000, 3.0, -1, True, greedy=100, 1111.0, 0.039, 100.000, 3.0, -1, True, greedy=100, 1070.0, 0.038, 100.000, 5.0, -1, True, greedy=100, 1191.0, 0.041, 100.000, 1.0, -1, True, greedy=100, 1070.0, 0.038, 100.000, 3.0, -1, True, greedy=100, 1074.0, 0.052, 100.000, 7.0, -1, True, greedy=100, 1083.0, 0.040, 100.000, 6.0, -1, True, greedy=100, 1070.0, 4.847, 100.000, 5.0, 0, True, greedy=100, 1070.0, 4.861, 100.000, 5.0, 0, True, greedy=100, 1070.0, 4.913, 100.000, 5.0, 0, True, greedy=100, 1070.0, 4.717, 100.000, 5.0, 0, True, greedy=100, 1070.0, 5.176, 100.000, 5.0, 0, True, greedy=100, 1070.0, 5.079, 100.000, 5.0, 0, True, greedy=100, 1070.0, 4.676, 100.000, 5.0, 0, True, greedy=100, 1070.0, 4.722, 100.000, 5.0, 0, True, greedy=100, 1070.0, 4.941, 100.000, 5.0, 0, True, greedy=100, 1070.0, 4.954, 100.000, 5.0, 0, True, greedy=100, 1070.0
16413, 76, 8, 7.684, 5.945, 4.776, 298.527, 0.909, 29.822, 3.487, 0.702, 6.000, 0.201, 2.000, 1318338, 0.001, 0, 0, False, 50, 23.55263157894737, 11295.0, 11318.0, 11727.0, 1.429, 100.000, 29.0, -1, True, greedy=100, 11459.0, 0.861, 100.000, 27.0, -1, True, greedy=100, 11374.0, 0.885, 100.000, 31.0, -1, True, greedy=100, 11507.0, 0.984, 100.000, 31.0, -1, True, greedy=100, 11370.0, 0.811, 100.000, 30.0, -1, True, greedy=100, 11457.0, 0.813, 100.000, 31.0, -1, True, greedy=100, 11459.0, 0.875, 100.000, 27.0, -1, True, greedy=100, 11318.0, 95.007, 100.000, 31.0, 4, True, greedy=100.0, 11318.0, 96.727, 100.000, 31.0, 1, True, greedy=100.0, 11318.0, 97.845, 100.000, 31.0, 3, True, greedy=100.0, 11318.0, 98.308, 100.000, 31.0, 5, True, greedy=100.0, 11318.0, 96.248, 100.000, 31.0, 3, True, greedy=100.0, 11318.0, 97.923, 100.000, 31.0, 3, True, greedy=100.0, 11318.0, 98.407, 100.000, 31.0, 3, True, greedy=100.0, 11318.0, 96.314, 100.000, 31.0, 2, True, greedy=100.0, 11318.0, 96.899, 100.000, 31.0, 4, True, greedy=100.0, 11318.0, 98.224, 100.000, 31.0, 3, True, greedy=100.0, 11318.0
16415, 71, 7, 7.465, 5.506, 1.042, 299.934, 0.903, 32.438, 2.648, 0.588, 6.000, 0.222, 2.000, 1098012, 0.000, 0, 0, False, 12, 2.76056338028169, 2858.0, 3340.0, 3551.0, 4.436, 100.000, 142.0, -1, True, greedy=100, 4123.0, 0.888, 100.000, 110.0, -1, True, greedy=100, 3391.0, 0.852, 100.000, 152.0, -1, True, greedy=100, 4085.0, 0.725, 100.000, 123.0, -1, True, greedy=100, 3521.0, 0.740, 100.000, 150.0, -1, True, greedy=100, 3968.0, 0.714, 100.000, 115.0, -1, True, greedy=100, 3426.0, 0.928, 100.000, 139.0, -1, True, greedy=100, 3391.0, 85.599, 100.000, 152.0, 0, True, greedy=100, 3391.0, 87.217, 100.000, 152.0, 0, True, greedy=100, 3391.0, 86.070, 100.000, 152.0, 0, True, greedy=100, 3391.0, 84.679, 100.000, 152.0, 0, True, greedy=100, 3391.0, 87.890, 100.000, 152.0, 0, True, greedy=100, 3390.0, 85.415, 100.000, 150.0, 26, True, greedy=100.0, 3391.0, 87.881, 100.000, 152.0, 0, True, greedy=100, 3391.0, 85.009, 100.000, 152.0, 0, True, greedy=100, 3390.0, 86.688, 100.000, 150.0, 36, True, greedy=100.0, 3340.0, 86.889, 100.000, 152.0, 50, True, greedy=99.70703125,ga=0.29296875, 3340.0
16412, 87, 7, 7.310, 5.503, 4.655, 301.374, 0.714, 77.086, 2.724, 0.499, 5.000, 0.183, 2.000, 1540908, 0.000, 0, 0, False, 56, 32.28735632183908, 12922.0, 14382.0, 14675.0, 1.357, 100.000, 18.0, -1, True, greedy=100, 14700.0, 0.960, 100.000, 26.0, -1, True, greedy=100, 14398.0, 1.005, 100.000, 17.0, -1, True, greedy=100, 15073.0, 1.130, 100.000, 19.0, -1, True, greedy=100, 14998.0, 0.911, 100.000, 18.0, -1, True, greedy=100, 14964.0, 1.027, 100.000, 20.0, -1, True, greedy=100, 14572.0, 1.071, 100.000, 22.0, -1, True, greedy=100, 14394.0, 112.931, 100.000, 17.0, 14, True, greedy=100.0, 14398.0, 114.618, 100.000, 17.0, 0, True, greedy=100, 14398.0, 112.522, 100.000, 17.0, 0, True, greedy=100, 14398.0, 112.334, 100.000, 17.0, 0, True, greedy=100, 14382.0, 112.382, 100.000, 16.0, 47, True, greedy=94.3359375,ga=5.6640625, 14398.0, 115.030, 100.000, 17.0, 0, True, greedy=100, 14398.0, 114.534, 100.000, 17.0, 0, True, greedy=100, 14398.0, 113.323, 100.000, 17.0, 0, True, greedy=100, 14391.0, 113.144, 100.000, 17.0, 35, True, greedy=100.0, 14398.0, 115.002, 100.000, 17.0, 0, True, greedy=100, 14382.0
16426, 48, 15, 7.771, 4.370, 0.896, 301.295, 0.547, 90.690, 5.812, 1.085, 4.000, 0.187, 4.000, 64068, 0.000, 0, 0, False, 5, 1.1875, 1383.0, 1898.0, 2190.0, 1.696, 100.000, 6.0, -1, True, greedy=100, 2334.0, 0.298, 100.000, 9.0, -1, True, greedy=100, 1987.0, 0.333, 100.000, 13.0, -1, True, greedy=100, 2528.0, 0.284, 100.000, 4.0, -1, True, greedy=100, 2026.0, 0.246, 100.000, 9.0, -1, True, greedy=100, 2112.0, 0.277, 100.000, 7.0, -1, True, greedy=100, 1898.0, 0.289, 100.000, 5.0, -1, True, greedy=100, 1898.0, 32.691, 100.000, 5.0, 0, True, greedy=100, 1898.0, 30.037, 100.000, 5.0, 0, True, greedy=100, 1898.0, 33.923, 100.000, 5.0, 0, True, greedy=100, 1898.0, 30.364, 100.000, 5.0, 0, True, greedy=100, 1898.0, 29.808, 100.000, 5.0, 0, True, greedy=100, 1898.0, 29.354, 100.000, 5.0, 0, True, greedy=100, 1898.0, 29.913, 100.000, 5.0, 0, True, greedy=100, 1898.0, 30.130, 100.000, 5.0, 0, True, greedy=100, 1898.0, 31.859, 100.000, 5.0, 0, True, greedy=100, 1898.0, 30.546, 100.000, 5.0, 0, True, greedy=100, 1898.0
16429, 27, 14, 8.037, 10.350, 3.222, 295.433, 0.945, 15.735, 5.667, 1.330, 10.000, 0.235, 4.000, 349496, 0.000, 0, 0, False, 18, 9.148148148148149, 4142.0, 4144.0, 4170.0, 0.315, 100.000, 14.0, -1, True, greedy=100, 4144.0, 0.229, 100.000, 14.0, -1, True, greedy=100, 4144.0, 0.198, 100.000, 14.0, -1, True, greedy=100, 4170.0, 0.231, 100.000, 14.0, -1, True, greedy=100, 4144.0, 0.264, 100.000, 14.0, -1, True, greedy=100, 4144.0, 0.209, 100.000, 14.0, -1, True, greedy=100, 4144.0, 0.234, 100.000, 14.0, -1, True, greedy=100, 4144.0, 25.134, 100.000, 14.0, 0, True, greedy=100, 4144.0, 25.031, 100.000, 14.0, 0, True, greedy=100, 4144.0, 25.190, 100.000, 14.0, 0, True, greedy=100, 4144.0, 25.005, 100.000, 14.0, 0, True, greedy=100, 4144.0, 24.872, 100.000, 14.0, 0, True, greedy=100, 4144.0, 24.070, 100.000, 14.0, 0, True, greedy=100, 4144.0, 24.486, 100.000, 14.0, 0, True, greedy=100, 4144.0, 25.023, 100.000, 14.0, 0, True, greedy=100, 4144.0, 24.835, 100.000, 14.0, 0, True, greedy=100, 4144.0, 25.458, 100.000, 14.0, 0, True, greedy=100, 4144.0
16423, 45, 12, 2.844, 9.109, 0.889, 300.594, 0.941, 18.504, 2.689, 2.009, 9.000, 0.747, 6.000, 156178, 0.000, 0, 0, False, 5, 1.3555555555555556, 1624.0, 2034.0, 2559.0, 1.286, 100.000, 113.0, -1, True, greedy=100, 2552.0, 0.191, 100.000, 109.0, -1, True, greedy=100, 2073.0, 0.187, 100.000, 122.0, -1, True, greedy=100, 2532.0, 0.208, 100.000, 106.0, -1, True, greedy=100, 2120.0, 0.242, 100.000, 125.0, -1, True, greedy=100, 2344.0, 0.232, 100.000, 120.0, -1, True, greedy=100, 2072.0, 0.229, 100.000, 121.0, -1, True, greedy=100, 2072.0, 63.407, 100.000, 121.0, 0, True, greedy=100, 2034.0, 65.999, 100.000, 130.0, 12, True, greedy=85.9375,ga=14.0625, 2072.0, 64.077, 100.000, 121.0, 0, True, greedy=100, 2072.0, 65.651, 100.000, 121.0, 0, True, greedy=100, 2072.0, 64.929, 100.000, 121.0, 0, True, greedy=100, 2072.0, 64.786, 100.000, 121.0, 0, True, greedy=100, 2072.0, 63.907, 100.000, 121.0, 0, True, greedy=100, 2072.0, 62.420, 100.000, 121.0, 0, True, greedy=100, 2072.0, 64.869, 100.000, 121.0, 0, True, greedy=100, 2072.0, 66.096, 100.000, 121.0, 0, True, greedy=100, 2034.0
16428, 34, 10, 7.029, 7.389, 3.794, 303.029, 0.782, 59.180, 4.441, 0.705, 7.000, 0.159, 2.000, 256786, 0.000, 0, 0, False, 19, 9.029411764705882, 4599.0, 4786.0, 5332.0, 0.358, 100.000, 12.0, -1, True, greedy=100, 5186.0, 0.192, 100.000, 13.0, -1, True, greedy=100, 4786.0, 0.224, 100.000, 18.0, -1, True, greedy=100, 5320.0, 0.224, 100.000, 15.0, -1, True, greedy=100, 5018.0, 0.204, 100.000, 13.0, -1, True, greedy=100, 5300.0, 0.247, 100.000, 14.0, -1, True, greedy=100, 5196.0, 0.223, 100.000, 12.0, -1, True, greedy=100, 4786.0, 28.668, 100.000, 18.0, 0, True, greedy=100, 4786.0, 28.482, 100.000, 18.0, 0, True, greedy=100, 4786.0, 29.022, 100.000, 18.0, 0, True, greedy=100, 4786.0, 28.261, 100.000, 18.0, 0, True, greedy=100, 4786.0, 28.356, 100.000, 18.0, 0, True, greedy=100, 4786.0, 28.195, 100.000, 18.0, 0, True, greedy=100, 4786.0, 28.449, 100.000, 18.0, 0, True, greedy=100, 4786.0, 28.570, 100.000, 18.0, 0, True, greedy=100, 4786.0, 29.591, 100.000, 18.0, 0, True, greedy=100, 4786.0, 28.414, 100.000, 18.0, 0, True, greedy=100, 4786.0
