Problem_ID, |Operations|, |Resources|, Avg(Mi), Avg(Rim), Avg(pref), Avg(Tim), Avg(Him), Avg(Dim), Rim_mean, Rim_stdev, Rim_median, Rim_CV, Rim_range, Cross_resources, Total_run_time, Nodes, Queue_size, MIP_infeasible, longest_preceding, mean_preceding, LB, UB, greedy_1, time, feasibles, cross_resources, improved_generation, cross_best_solution, origin, greedy_2, time, feasibles, cross_resources, improved_generation, cross_best_solution, origin, greedy_3, time, feasibles, cross_resources, improved_generation, cross_best_solution, origin, greedy_4, time, feasibles, cross_resources, improved_generation, cross_best_solution, origin, greedy_5, time, feasibles, cross_resources, improved_generation, cross_best_solution, origin, greedy_6, time, feasibles, cross_resources, improved_generation, cross_best_solution, origin, greedy_7, time, feasibles, cross_resources, improved_generation, cross_best_solution, origin, GA_1, time, feasibles, cross_resources, improved_generation, cross_best_solution, origin, GA_2, time, feasibles, cross_resources, improved_generation, cross_best_solution, origin, GA_3, time, feasibles, cross_resources, improved_generation, cross_best_solution, origin, GA_4, time, feasibles, cross_resources, improved_generation, cross_best_solution, origin, GA_5, time, feasibles, cross_resources, improved_generation, cross_best_solution, origin, GA_6, time, feasibles, cross_resources, improved_generation, cross_best_solution, origin, GA_7, time, feasibles, cross_resources, improved_generation, cross_best_solution, origin, GA_8, time, feasibles, cross_resources, improved_generation, cross_best_solution, origin, GA_9, time, feasibles, cross_resources, improved_generation, cross_best_solution, origin, GA_10, time, feasibles, cross_resources, improved_generation, cross_best_solution, origin, solution
16640, 10, 7, 3.300, 2.273, 2.100, 296.242, 0.297, 160.240, 2.100, 0.994, 2.000, 0.474, 3.000, 20, 0.000, 0, 0, False, 6, 3.6, 1822.0, 1822.0, 1884.0, 0.009, 100.000, 0.0, -1, False, greedy=100, 1822.0, 0.005, 100.000, 1.0, -1, True, greedy=100, 1822.0, 0.008, 100.000, 1.0, -1, True, greedy=100, 1849.0, 0.004, 100.000, 1.0, -1, True, greedy=100, 1848.0, 0.006, 100.000, 0.0, -1, False, greedy=100, 1848.0, 0.006, 100.000, 0.0, -1, False, greedy=100, 1849.0, 0.006, 100.000, 1.0, -1, True, greedy=100, 1822.0, 1.836, 100.000, 1.0, 0, True, greedy=100, 1822.0, 1.648, 100.000, 1.0, 0, True, greedy=100, 1822.0, 1.581, 100.000, 1.0, 0, True, greedy=100, 1822.0, 1.772, 100.000, 1.0, 0, True, greedy=100, 1822.0, 1.651, 100.000, 1.0, 0, True, greedy=100, 1822.0, 1.782, 100.000, 1.0, 0, True, greedy=100, 1822.0, 1.678, 100.000, 1.0, 0, True, greedy=100, 1822.0, 1.577, 100.000, 1.0, 0, True, greedy=100, 1822.0, 1.640, 100.000, 1.0, 0, True, greedy=100, 1822.0, 1.697, 100.000, 1.0, 0, True, greedy=100, 1822.0
16641, 41, 6, 2.415, 2.061, 4.024, 301.556, 0.554, 113.892, 0.976, 0.908, 2.000, 0.931, 2.000, 638, 0.000, 0, 0, False, 26, 13.951219512195122, 7222.0, 7222.0, 7853.0, 0.050, 100.000, 0.0, -1, False, greedy=100, 7420.0, 0.041, 100.000, 1.0, -1, True, greedy=100, 7222.0, 0.047, 100.000, 2.0, -1, True, greedy=100, 7325.0, 0.030, 100.000, 2.0, -1, True, greedy=100, 7451.0, 0.034, 100.000, 2.0, -1, True, greedy=100, 7325.0, 0.026, 100.000, 1.0, -1, True, greedy=100, 7325.0, 0.046, 100.000, 1.0, -1, True, greedy=100, 7222.0, 13.256, 100.000, 2.0, 0, True, greedy=100, 7222.0, 13.261, 100.000, 2.0, 0, True, greedy=100, 7222.0, 12.908, 100.000, 2.0, 0, True, greedy=100, 7222.0, 13.286, 100.000, 2.0, 0, True, greedy=100, 7222.0, 12.627, 100.000, 2.0, 0, True, greedy=100, 7222.0, 12.476, 100.000, 2.0, 0, True, greedy=100, 7222.0, 12.298, 100.000, 2.0, 0, True, greedy=100, 7222.0, 12.936, 100.000, 2.0, 0, True, greedy=100, 7222.0, 12.840, 100.000, 2.0, 0, True, greedy=100, 7222.0, 12.875, 100.000, 2.0, 0, True, greedy=100, 7222.0
16642, 17, 7, 2.412, 2.537, 0.824, 296.463, 0.355, 144.192, 1.176, 1.015, 3.000, 0.862, 3.000, 256, 0.000, 0, 0, False, 6, 1.588235294117647, 1684.0, 1684.0, 2050.0, 0.033, 100.000, 0.0, -1, False, greedy=100, 2180.0, 0.020, 100.000, 0.0, -1, False, greedy=100, 1694.0, 0.012, 100.000, 0.0, -1, False, greedy=100, 1963.0, 0.012, 100.000, 1.0, -1, True, greedy=100, 1892.0, 0.013, 100.000, 1.0, -1, True, greedy=100, 2032.0, 0.008, 100.000, 1.0, -1, True, greedy=100, 1892.0, 0.009, 100.000, 0.0, -1, False, greedy=100, 1684.0, 3.570, 100.000, 1.0, 5, True, greedy=93.75,ga=6.25, 1684.0, 3.626, 100.000, 0.0, 8, False, greedy=93.75,ga=6.25, 1684.0, 3.750, 100.000, 0.0, 5, False, greedy=100.0, 1684.0, 3.838, 100.000, 1.0, 5, True, greedy=87.5,ga=12.5, 1684.0, 3.729, 100.000, 0.0, 4, False, greedy=100.0, 1684.0, 3.489, 100.000, 0.0, 5, False, greedy=100.0, 1684.0, 3.944, 100.000, 0.0, 5, True, greedy=100.0, 1684.0, 3.666, 100.000, 0.0, 6, True, greedy=87.5,ga=12.5, 1694.0, 3.613, 100.000, 0.0, 0, False, greedy=100, 1684.0, 3.601, 100.000, 0.0, 6, False, greedy=100.0, 1684.0
16628, 91, 11, 2.604, 8.422, 4.374, 297.021, 0.815, 50.758, 2.341, 1.839, 8.000, 0.786, 5.000, 465678, 0.000, 0, 0, False, 52, 26.967032967032967, 14074.0, 15236.0, 17220.0, 1.006, 100.000, 27.0, -1, True, greedy=100, 16687.0, 0.618, 100.000, 29.0, -1, True, greedy=100, 15642.0, 0.605, 100.000, 35.0, -1, True, greedy=100, 16380.0, 0.561, 100.000, 24.0, -1, True, greedy=100, 16493.0, 0.605, 100.000, 36.0, -1, True, greedy=100, 17130.0, 0.622, 100.000, 23.0, -1, True, greedy=100, 15751.0, 0.597, 100.000, 39.0, -1, True, greedy=100, 15236.0, 201.067, 100.000, 37.0, 50, True, greedy=99.267578125,ga=0.732421875, 15400.0, 214.732, 100.000, 36.0, 6, True, greedy=87.5,ga=12.5, 15308.0, 211.288, 100.000, 35.0, 16, True, greedy=100.0, 15353.0, 210.347, 100.000, 38.0, 34, True, greedy=81.25,ga=18.75, 15400.0, 207.514, 100.000, 36.0, 15, True, greedy=97.94921875,ga=2.05078125, 15259.0, 210.771, 100.000, 36.0, 17, True, greedy=95.8740234375,ga=4.1259765625, 15353.0, 211.116, 100.000, 37.0, 23, True, greedy=100.0, 15261.0, 208.393, 100.000, 35.0, 40, True, greedy=84.5703125,ga=15.4296875, 15305.0, 208.365, 100.000, 38.0, 49, True, greedy=95.9869384765625,ga=4.0130615234375, 15260.0, 207.792, 100.000, 35.0, 26, True, greedy=100.0, 15236.0
16643, 36, 5, 2.556, 1.522, 0.861, 302.739, 0.393, 173.450, 0.500, 0.507, 2.000, 1.014, 1.000, 196, 0.001, 0, 0, False, 5, 1.3333333333333333, 1529.0, 2215.0, 2954.0, 0.118, 100.000, 0.0, -1, False, greedy=100, 2447.0, 0.018, 100.000, 2.0, -1, True, greedy=100, 2313.0, 0.026, 100.000, 2.0, -1, True, greedy=100, 2747.0, 0.016, 100.000, 2.0, -1, True, greedy=100, 2319.0, 0.016, 100.000, 1.0, -1, True, greedy=100, 2468.0, 0.020, 100.000, 1.0, -1, True, greedy=100, 2215.0, 0.028, 100.000, 1.0, -1, True, greedy=100, 2215.0, 7.457, 100.000, 1.0, 0, True, greedy=100, 2215.0, 7.866, 100.000, 1.0, 0, True, greedy=100, 2215.0, 7.634, 100.000, 1.0, 0, True, greedy=100, 2215.0, 7.583, 100.000, 1.0, 0, True, greedy=100, 2215.0, 8.311, 100.000, 1.0, 0, True, greedy=100, 2215.0, 7.464, 100.000, 1.0, 0, True, greedy=100, 2215.0, 7.617, 100.000, 1.0, 0, True, greedy=100, 2215.0, 7.901, 100.000, 1.0, 0, True, greedy=100, 2215.0, 7.907, 100.000, 1.0, 0, True, greedy=100, 2215.0, 7.860, 100.000, 1.0, 0, True, greedy=100, 2215.0
16634, 100, 17, 7.430, 4.580, 0.890, 300.810, 0.559, 88.420, 5.940, 1.262, 5.000, 0.212, 5.000, 244412, 0.000, 0, 0, False, 9, 1.74, 2264.0, 3232.0, 4205.0, 10.917, 100.000, 13.0, -1, True, greedy=100, 3824.0, 1.065, 100.000, 12.0, -1, True, greedy=100, 3232.0, 1.209, 100.000, 21.0, -1, True, greedy=100, 4501.0, 1.346, 100.000, 17.0, -1, True, greedy=100, 3404.0, 1.014, 100.000, 10.0, -1, True, greedy=100, 4134.0, 1.153, 100.000, 20.0, -1, True, greedy=100, 3384.0, 1.045, 100.000, 11.0, -1, True, greedy=100, 3232.0, 121.227, 100.000, 21.0, 0, True, greedy=100, 3232.0, 122.395, 100.000, 21.0, 0, True, greedy=100, 3232.0, 119.972, 100.000, 21.0, 0, True, greedy=100, 3232.0, 126.515, 100.000, 21.0, 0, True, greedy=100, 3232.0, 122.046, 100.000, 21.0, 0, True, greedy=100, 3232.0, 119.792, 100.000, 21.0, 0, True, greedy=100, 3232.0, 119.824, 100.000, 21.0, 0, True, greedy=100, 3232.0, 122.131, 100.000, 21.0, 0, True, greedy=100, 3232.0, 116.514, 100.000, 21.0, 0, True, greedy=100, 3232.0, 120.482, 100.000, 21.0, 0, True, greedy=100, 3232.0
16644, 49, 4, 2.449, 3.000, 3.755, 302.058, 0.452, 131.683, 0.837, 0.850, 3.000, 1.016, 2.000, 13828, 0.000, 0, 0, False, 30, 16.653061224489797, 8256.0, 9069.0, 10389.0, 0.103, 100.000, 2.0, -1, True, greedy=100, 10137.0, 0.082, 100.000, 5.0, -1, True, greedy=100, 9148.0, 0.056, 100.000, 3.0, -1, True, greedy=100, 9800.0, 0.073, 100.000, 5.0, -1, True, greedy=100, 9829.0, 0.061, 100.000, 2.0, -1, True, greedy=100, 9999.0, 0.059, 100.000, 6.0, -1, True, greedy=100, 10012.0, 0.070, 100.000, 2.0, -1, True, greedy=100, 9148.0, 22.638, 100.000, 3.0, 0, True, greedy=100, 9069.0, 21.740, 100.000, 4.0, 32, True, greedy=100.0, 9112.0, 22.391, 100.000, 3.0, 13, True, greedy=98.046875,ga=1.953125, 9103.0, 22.389, 100.000, 4.0, 49, True, greedy=86.865234375,ga=13.134765625, 9124.0, 22.601, 100.000, 4.0, 21, True, greedy=100.0, 9112.0, 22.903, 100.000, 3.0, 42, True, greedy=94.970703125,ga=5.029296875, 9146.0, 22.865, 100.000, 3.0, 28, True, greedy=100.0, 9124.0, 23.892, 100.000, 4.0, 23, True, greedy=100.0, 9148.0, 22.850, 100.000, 3.0, 0, True, greedy=100, 9112.0, 22.373, 100.000, 3.0, 36, True, greedy=100.0, 9069.0
16645, 42, 6, 2.833, 4.513, 3.286, 300.975, 0.892, 41.406, 1.524, 1.110, 5.000, 0.728, 3.000, 26590, 0.000, 0, 0, False, 26, 12.857142857142858, 7095.0, 7133.0, 7314.0, 0.135, 100.000, 18.0, -1, True, greedy=100, 7426.0, 0.103, 100.000, 18.0, -1, True, greedy=100, 7133.0, 0.066, 100.000, 14.0, -1, True, greedy=100, 7495.0, 0.112, 100.000, 16.0, -1, True, greedy=100, 7349.0, 0.092, 100.000, 19.0, -1, True, greedy=100, 7292.0, 0.078, 100.000, 14.0, -1, True, greedy=100, 7485.0, 0.111, 100.000, 19.0, -1, True, greedy=100, 7133.0, 25.109, 100.000, 14.0, 0, True, greedy=100, 7133.0, 25.900, 100.000, 14.0, 0, True, greedy=100, 7133.0, 26.114, 100.000, 14.0, 0, True, greedy=100, 7133.0, 25.789, 100.000, 14.0, 0, True, greedy=100, 7133.0, 25.200, 100.000, 14.0, 0, True, greedy=100, 7133.0, 25.869, 100.000, 14.0, 0, True, greedy=100, 7133.0, 25.805, 100.000, 14.0, 0, True, greedy=100, 7133.0, 25.871, 100.000, 14.0, 0, True, greedy=100, 7133.0, 26.558, 100.000, 14.0, 0, True, greedy=100, 7133.0, 25.412, 100.000, 14.0, 0, True, greedy=100, 7133.0
16648, 19, 9, 7.211, 2.591, 3.684, 291.526, 0.357, 141.882, 2.789, 0.419, 3.000, 0.150, 1.000, 928, 0.000, 0, 0, False, 12, 6.631578947368421, 2977.0, 2994.0, 3101.0, 0.059, 100.000, 0.0, -1, False, greedy=100, 3003.0, 0.039, 100.000, 0.0, -1, False, greedy=100, 3003.0, 0.026, 100.000, 0.0, -1, False, greedy=100, 2994.0, 0.049, 100.000, 0.0, -1, False, greedy=100, 3003.0, 0.029, 100.000, 0.0, -1, False, greedy=100, 2994.0, 0.024, 100.000, 0.0, -1, False, greedy=100, 2994.0, 0.045, 100.000, 0.0, -1, False, greedy=100, 2994.0, 4.615, 100.000, 0.0, 0, False, greedy=100, 2994.0, 4.504, 100.000, 0.0, 0, False, greedy=100, 2994.0, 4.515, 100.000, 0.0, 0, False, greedy=100, 2994.0, 4.610, 100.000, 0.0, 0, False, greedy=100, 2994.0, 4.365, 100.000, 0.0, 0, False, greedy=100, 2994.0, 4.420, 100.000, 0.0, 0, False, greedy=100, 2994.0, 4.405, 100.000, 0.0, 0, False, greedy=100, 2994.0, 4.907, 100.000, 0.0, 0, False, greedy=100, 2994.0, 4.736, 100.000, 0.0, 0, False, greedy=100, 2994.0, 4.998, 100.000, 0.0, 0, False, greedy=100, 2994.0
16649, 28, 8, 7.821, 2.539, 3.750, 298.626, 0.640, 89.101, 2.786, 0.499, 3.000, 0.179, 2.000, 4264, 0.000, 0, 0, False, 18, 9.678571428571429, 4238.0, 4242.0, 4387.0, 0.102, 100.000, 2.0, -1, True, greedy=100, 4284.0, 0.052, 100.000, 2.0, -1, True, greedy=100, 4242.0, 0.071, 100.000, 1.0, -1, True, greedy=100, 4271.0, 0.109, 100.000, 2.0, -1, True, greedy=100, 4280.0, 0.082, 100.000, 1.0, -1, True, greedy=100, 4280.0, 0.085, 100.000, 1.0, -1, True, greedy=100, 4282.0, 0.068, 100.000, 3.0, -1, True, greedy=100, 4242.0, 8.527, 100.000, 1.0, 0, True, greedy=100, 4242.0, 8.250, 100.000, 1.0, 0, True, greedy=100, 4242.0, 8.173, 100.000, 1.0, 0, True, greedy=100, 4242.0, 8.592, 100.000, 1.0, 0, True, greedy=100, 4242.0, 8.067, 100.000, 1.0, 0, True, greedy=100, 4242.0, 8.186, 100.000, 1.0, 0, True, greedy=100, 4242.0, 9.007, 100.000, 1.0, 0, True, greedy=100, 4242.0, 8.503, 100.000, 1.0, 0, True, greedy=100, 4242.0, 8.260, 100.000, 1.0, 0, True, greedy=100, 4242.0, 8.434, 100.000, 1.0, 0, True, greedy=100, 4242.0
16636, 65, 12, 7.831, 8.961, 4.138, 303.228, 0.822, 48.922, 5.108, 0.937, 9.000, 0.184, 4.000, 2287008, 0.000, 0, 0, False, 31, 15.492307692307692, 7194.0, 7763.0, 8452.0, 2.020, 100.000, 31.0, -1, True, greedy=100, 8574.0, 1.120, 100.000, 29.0, -1, True, greedy=100, 7802.0, 1.077, 100.000, 36.0, -1, True, greedy=100, 8799.0, 1.021, 100.000, 28.0, -1, True, greedy=100, 8723.0, 1.043, 100.000, 31.0, -1, True, greedy=100, 8718.0, 1.144, 100.000, 32.0, -1, True, greedy=100, 8231.0, 1.079, 100.000, 37.0, -1, True, greedy=100, 7763.0, 121.215, 100.000, 37.0, 27, True, greedy=92.041015625,ga=7.958984375, 7802.0, 116.679, 100.000, 36.0, 0, True, greedy=100, 7802.0, 117.798, 100.000, 36.0, 0, True, greedy=100, 7802.0, 117.047, 100.000, 36.0, 0, True, greedy=100, 7802.0, 114.826, 100.000, 36.0, 0, True, greedy=100, 7802.0, 116.368, 100.000, 36.0, 0, True, greedy=100, 7802.0, 116.847, 100.000, 36.0, 0, True, greedy=100, 7802.0, 117.831, 100.000, 36.0, 0, True, greedy=100, 7802.0, 116.384, 100.000, 36.0, 0, True, greedy=100, 7802.0, 116.419, 100.000, 36.0, 0, True, greedy=100, 7763.0
16650, 31, 6, 7.097, 1.936, 0.806, 301.232, 0.238, 182.784, 1.806, 0.402, 2.000, 0.222, 1.000, 2922, 0.000, 0, 0, False, 5, 1.032258064516129, 1402.0, 1845.0, 2047.0, 0.325, 100.000, 0.0, -1, False, greedy=100, 2101.0, 0.050, 100.000, 0.0, -1, False, greedy=100, 1860.0, 0.054, 100.000, 0.0, -1, False, greedy=100, 2474.0, 0.064, 100.000, 0.0, -1, False, greedy=100, 1864.0, 0.076, 100.000, 0.0, -1, False, greedy=100, 1953.0, 0.058, 100.000, 0.0, -1, False, greedy=100, 1845.0, 0.076, 100.000, 0.0, -1, False, greedy=100, 1845.0, 6.954, 100.000, 0.0, 0, False, greedy=100, 1845.0, 7.117, 100.000, 0.0, 0, False, greedy=100, 1845.0, 6.866, 100.000, 0.0, 0, False, greedy=100, 1845.0, 7.178, 100.000, 0.0, 0, False, greedy=100, 1845.0, 7.141, 100.000, 0.0, 0, False, greedy=100, 1845.0, 7.003, 100.000, 0.0, 0, False, greedy=100, 1845.0, 7.013, 100.000, 0.0, 0, False, greedy=100, 1845.0, 7.138, 100.000, 0.0, 0, False, greedy=100, 1845.0, 6.695, 100.000, 0.0, 0, False, greedy=100, 1845.0, 6.880, 100.000, 0.0, 0, False, greedy=100, 1845.0
16651, 19, 6, 7.579, 2.007, 0.947, 313.653, 0.519, 128.630, 1.737, 0.452, 2.000, 0.260, 1.000, 1102, 0.000, 0, 0, False, 6, 1.9473684210526316, 1581.0, 1581.0, 1642.0, 0.079, 100.000, 2.0, -1, True, greedy=100, 1658.0, 0.039, 100.000, 1.0, -1, True, greedy=100, 1581.0, 0.023, 100.000, 2.0, -1, True, greedy=100, 1816.0, 0.027, 100.000, 3.0, -1, True, greedy=100, 1581.0, 0.030, 100.000, 0.0, -1, False, greedy=100, 1624.0, 0.030, 100.000, 1.0, -1, True, greedy=100, 1634.0, 0.035, 100.000, 2.0, -1, True, greedy=100, 1581.0, 3.446, 100.000, 2.0, 0, True, greedy=100, 1581.0, 3.424, 100.000, 2.0, 0, True, greedy=100, 1581.0, 3.273, 100.000, 2.0, 0, True, greedy=100, 1581.0, 3.275, 100.000, 2.0, 0, True, greedy=100, 1581.0, 3.407, 100.000, 2.0, 0, True, greedy=100, 1581.0, 3.371, 100.000, 2.0, 0, True, greedy=100, 1581.0, 3.485, 100.000, 2.0, 0, True, greedy=100, 1581.0, 3.249, 100.000, 2.0, 0, True, greedy=100, 1581.0, 3.288, 100.000, 2.0, 0, True, greedy=100, 1581.0, 3.348, 100.000, 2.0, 0, True, greedy=100, 1581.0
16647, 48, 6, 2.625, 4.532, 1.042, 301.508, 0.877, 41.032, 1.458, 1.148, 4.000, 0.787, 3.000, 38536, 0.000, 0, 0, False, 11, 2.9583333333333335, 3509.0, 3509.0, 4699.0, 0.268, 100.000, 35.0, -1, True, greedy=100, 4575.0, 0.114, 100.000, 43.0, -1, True, greedy=100, 3509.0, 0.152, 100.000, 62.0, -1, True, greedy=100, 4290.0, 0.139, 100.000, 46.0, -1, True, greedy=100, 3958.0, 0.088, 100.000, 53.0, -1, True, greedy=100, 3977.0, 0.122, 100.000, 52.0, -1, True, greedy=100, 3799.0, 0.119, 100.000, 48.0, -1, True, greedy=100, 3509.0, 35.495, 100.000, 62.0, 0, True, greedy=100, 3509.0, 35.761, 100.000, 62.0, 0, True, greedy=100, 3509.0, 36.023, 100.000, 62.0, 0, True, greedy=100, 3509.0, 35.974, 100.000, 62.0, 0, True, greedy=100, 3509.0, 35.631, 100.000, 62.0, 0, True, greedy=100, 3509.0, 35.607, 100.000, 62.0, 0, True, greedy=100, 3509.0, 36.159, 100.000, 62.0, 0, True, greedy=100, 3509.0, 36.143, 100.000, 62.0, 0, True, greedy=100, 3509.0, 35.583, 100.000, 62.0, 0, True, greedy=100, 3509.0, 35.189, 100.000, 62.0, 0, True, greedy=100, 3509.0
16652, 26, 8, 7.308, 5.826, 3.077, 296.137, 0.723, 71.717, 3.654, 0.562, 6.000, 0.154, 2.000, 92750, 0.000, 0, 0, False, 13, 7.576923076923077, 3188.0, 3486.0, 3668.0, 0.250, 100.000, 8.0, -1, True, greedy=100, 3842.0, 0.100, 100.000, 8.0, -1, True, greedy=100, 3540.0, 0.113, 100.000, 11.0, -1, True, greedy=100, 3758.0, 0.119, 100.000, 7.0, -1, True, greedy=100, 3486.0, 0.144, 100.000, 13.0, -1, True, greedy=100, 3687.0, 0.123, 100.000, 11.0, -1, True, greedy=100, 3899.0, 0.104, 100.000, 8.0, -1, True, greedy=100, 3486.0, 14.148, 100.000, 13.0, 0, True, greedy=100, 3486.0, 13.960, 100.000, 13.0, 0, True, greedy=100, 3486.0, 14.055, 100.000, 13.0, 0, True, greedy=100, 3486.0, 14.443, 100.000, 13.0, 0, True, greedy=100, 3486.0, 15.077, 100.000, 13.0, 0, True, greedy=100, 3486.0, 14.528, 100.000, 13.0, 0, True, greedy=100, 3486.0, 14.098, 100.000, 13.0, 0, True, greedy=100, 3486.0, 14.098, 100.000, 13.0, 0, True, greedy=100, 3486.0, 13.844, 100.000, 13.0, 0, True, greedy=100, 3486.0, 14.356, 100.000, 13.0, 0, True, greedy=100, 3486.0
16654, 20, 5, 7.800, 3.968, 0.800, 299.603, 0.608, 103.115, 1.950, 0.224, 4.000, 0.115, 1.000, 41904, 0.000, 0, 0, False, 4, 0.95, 1042.0, 2016.0, 2412.0, 0.196, 100.000, 2.0, -1, True, greedy=100, 2159.0, 0.050, 100.000, 6.0, -1, True, greedy=100, 2126.0, 0.061, 100.000, 8.0, -1, True, greedy=100, 2361.0, 0.065, 100.000, 3.0, -1, True, greedy=100, 2098.0, 0.044, 100.000, 11.0, -1, True, greedy=100, 2219.0, 0.040, 100.000, 5.0, -1, True, greedy=100, 2306.0, 0.057, 100.000, 6.0, -1, True, greedy=100, 2098.0, 6.826, 100.000, 11.0, 0, True, greedy=100, 2098.0, 6.689, 100.000, 11.0, 0, True, greedy=100, 2047.0, 6.843, 100.000, 9.0, 32, True, greedy=100.0, 2016.0, 6.614, 100.000, 9.0, 29, True, greedy=100.0, 2098.0, 6.920, 100.000, 11.0, 0, True, greedy=100, 2098.0, 6.771, 100.000, 11.0, 0, True, greedy=100, 2076.0, 6.750, 100.000, 11.0, 19, True, greedy=100.0, 2030.0, 6.540, 100.000, 9.0, 37, True, greedy=100.0, 2098.0, 6.816, 100.000, 11.0, 0, True, greedy=100, 2098.0, 6.866, 100.000, 11.0, 0, True, greedy=100, 2016.0
16655, 21, 4, 7.143, 3.013, 0.667, 302.267, 0.818, 67.544, 1.762, 0.436, 3.000, 0.248, 1.000, 22528, 0.000, 0, 0, False, 3, 0.7619047619047619, 916.0, 1342.0, 1728.0, 0.235, 100.000, 17.0, -1, True, greedy=100, 1433.0, 0.045, 100.000, 8.0, -1, True, greedy=100, 1356.0, 0.030, 100.000, 17.0, -1, True, greedy=100, 1454.0, 0.055, 100.000, 16.0, -1, True, greedy=100, 1439.0, 0.034, 100.000, 20.0, -1, True, greedy=100, 1412.0, 0.058, 100.000, 22.0, -1, True, greedy=100, 1342.0, 0.050, 100.000, 16.0, -1, True, greedy=100, 1342.0, 5.772, 100.000, 16.0, 0, True, greedy=100, 1342.0, 5.919, 100.000, 16.0, 0, True, greedy=100, 1342.0, 5.791, 100.000, 16.0, 0, True, greedy=100, 1342.0, 5.756, 100.000, 16.0, 0, True, greedy=100, 1342.0, 5.420, 100.000, 16.0, 0, True, greedy=100, 1342.0, 5.644, 100.000, 16.0, 0, True, greedy=100, 1342.0, 5.768, 100.000, 16.0, 0, True, greedy=100, 1342.0, 5.580, 100.000, 16.0, 0, True, greedy=100, 1342.0, 5.520, 100.000, 16.0, 0, True, greedy=100, 1342.0, 5.765, 100.000, 16.0, 0, True, greedy=100, 1342.0
16653, 42, 4, 7.381, 3.061, 4.095, 300.703, 0.821, 67.292, 1.881, 0.328, 3.000, 0.174, 1.000, 79194, 0.000, 0, 0, False, 26, 14.214285714285714, 6008.0, 6139.0, 6436.0, 0.238, 100.000, 12.0, -1, True, greedy=100, 6359.0, 0.186, 100.000, 13.0, -1, True, greedy=100, 6181.0, 0.214, 100.000, 16.0, -1, True, greedy=100, 6514.0, 0.195, 100.000, 13.0, -1, True, greedy=100, 6364.0, 0.207, 100.000, 14.0, -1, True, greedy=100, 6486.0, 0.137, 100.000, 13.0, -1, True, greedy=100, 6205.0, 0.165, 100.000, 15.0, -1, True, greedy=100, 6148.0, 19.797, 100.000, 16.0, 37, True, greedy=98.681640625,ga=1.318359375, 6139.0, 18.921, 100.000, 16.0, 21, True, greedy=100.0, 6139.0, 19.269, 100.000, 17.0, 37, True, greedy=89.56298828125,ga=10.43701171875, 6181.0, 19.888, 100.000, 16.0, 0, True, greedy=100, 6139.0, 19.455, 100.000, 16.0, 24, True, greedy=100.0, 6139.0, 19.211, 100.000, 16.0, 34, True, greedy=100.0, 6140.0, 19.740, 100.000, 14.0, 7, True, greedy=97.65625,ga=2.34375, 6148.0, 18.694, 100.000, 15.0, 35, True, greedy=100.0, 6139.0, 19.747, 100.000, 16.0, 48, True, greedy=100.0, 6140.0, 19.659, 100.000, 15.0, 6, True, greedy=100.0, 6139.0
16646, 49, 9, 2.592, 7.031, 1.000, 296.528, 0.781, 60.121, 1.714, 1.354, 7.000, 0.790, 4.000, 105278, 0.000, 0, 0, False, 9, 2.2244897959183674, 2704.0, 5301.0, 5984.0, 0.584, 100.000, 24.0, -1, True, greedy=100, 6107.0, 0.146, 100.000, 34.0, -1, True, greedy=100, 5602.0, 0.190, 100.000, 31.0, -1, True, greedy=100, 6156.0, 0.244, 100.000, 28.0, -1, True, greedy=100, 5366.0, 0.208, 100.000, 37.0, -1, True, greedy=100, 5662.0, 0.137, 100.000, 37.0, -1, True, greedy=100, 5351.0, 0.205, 100.000, 32.0, -1, True, greedy=100, 5351.0, 60.600, 100.000, 32.0, 0, True, greedy=100, 5351.0, 62.620, 100.000, 32.0, 0, True, greedy=100, 5301.0, 63.808, 100.000, 37.0, 5, True, greedy=100.0, 5351.0, 60.080, 100.000, 32.0, 0, True, greedy=100, 5351.0, 62.486, 100.000, 32.0, 0, True, greedy=100, 5351.0, 61.039, 100.000, 32.0, 0, True, greedy=100, 5351.0, 60.921, 100.000, 32.0, 0, True, greedy=100, 5351.0, 61.515, 100.000, 32.0, 0, True, greedy=100, 5351.0, 62.111, 100.000, 32.0, 0, True, greedy=100, 5351.0, 60.933, 100.000, 32.0, 0, True, greedy=100, 5301.0
