Problem_ID, |Operations|, |Resources|, Avg(Mi), Avg(Rim), Avg(pref), Avg(Tim), Avg(Him), Avg(Dim), Rim_mean, Rim_stdev, Rim_median, Rim_CV, Rim_range, Cross_resources, Total_run_time, Nodes, Queue_size, MIP_infeasible, longest_preceding, mean_preceding, LB, LB_res, UB, operations, time, feasibles, cross_resources, improved_generation, cross_best_solution, origin, loaded_shortest_modes, time, feasibles, cross_resources, improved_generation, cross_best_solution, origin, modes, time, feasibles, cross_resources, improved_generation, cross_best_solution, origin, precedence_forward, time, feasibles, cross_resources, improved_generation, cross_best_solution, origin, precedence_backwards, time, feasibles, cross_resources, improved_generation, cross_best_solution, origin, precedence_sons, time, feasibles, cross_resources, improved_generation, cross_best_solution, origin, precedence_all, time, feasibles, cross_resources, improved_generation, cross_best_solution, origin, precedence_time_forward, time, feasibles, cross_resources, improved_generation, cross_best_solution, origin, greedy_all_preferences, time, feasibles, cross_resources, improved_generation, cross_best_solution, origin, GA_1, time, feasibles, cross_resources, improved_generation, cross_best_solution, origin, GA_2, time, feasibles, cross_resources, improved_generation, cross_best_solution, origin, GA_3, time, feasibles, cross_resources, improved_generation, cross_best_solution, origin, GA_4, time, feasibles, cross_resources, improved_generation, cross_best_solution, origin, GA_5, time, feasibles, cross_resources, improved_generation, cross_best_solution, origin, GA_6, time, feasibles, cross_resources, improved_generation, cross_best_solution, origin, GA_7, time, feasibles, cross_resources, improved_generation, cross_best_solution, origin, GA_8, time, feasibles, cross_resources, improved_generation, cross_best_solution, origin, GA_9, time, feasibles, cross_resources, improved_generation, cross_best_solution, origin, GA_10, time, feasibles, cross_resources, improved_generation, cross_best_solution, origin, solution
16070, 38, 5, 2.447, 3.903, 0.842, 307.065, 0.592, 106.435, 0.895, 0.831, 4.000, 0.929, 2.000, 15166, 0.000, 0, 0, False, 10, 2, 2894.0, 2894.0, 4729.0, 5414.0, 0.220, 100.000, 8.0, -1, greedy=100, True, 5543.0, 0.140, 100.000, 9.0, -1, greedy=100, True, 5843.0, 5.702, 100.000, 8.0, -1, greedy=100, True, 4800.0, 6.469, 100.000, 10.0, -1, greedy=100, True, 5675.0, 6.673, 100.000, 10.0, -1, greedy=100, True, 4881.0, 6.361, 100.000, 10.0, -1, greedy=100, True, 5163.0, 6.185, 100.000, 10.0, -1, greedy=100, True, 5255.0, 6.269, 100.000, 10.0, -1, greedy=100, True, 4902.0, 6.391, 100.000, 10.0, -1, greedy=100, True, 4800.0, 20.640, 100.000, 10.0, 0, greedy=100, True, 4800.0, 20.696, 100.000, 10.0, 0, greedy=100, True, 4800.0, 20.673, 100.000, 10.0, 0, greedy=100, True, 4800.0, 20.962, 100.000, 10.0, 0, greedy=100, True, 4800.0, 20.399, 100.000, 10.0, 0, greedy=100, True, 4729.0, 20.210, 100.000, 10.0, 13, greedy=100.0, True, 4800.0, 20.620, 100.000, 10.0, 0, greedy=100, True, 4800.0, 20.830, 100.000, 10.0, 0, greedy=100, True, 4800.0, 20.673, 100.000, 10.0, 0, greedy=100, True, 4729.0, 20.893, 100.000, 10.0, 8, greedy=100.0, True, 4729.0
16069, 37, 8, 2.378, 6.114, 3.514, 286.795, 0.907, 27.732, 1.595, 1.343, 6.000, 0.842, 4.000, 24756, 0.000, 0, 0, False, 17, 8.513513513513514, 4799.0, 4799.0, 4803.0, 5406.0, 0.154, 100.000, 22.0, -1, greedy=100, True, 5753.0, 0.073, 100.000, 19.0, -1, greedy=100, True, 4932.0, 8.113, 100.000, 31.0, -1, greedy=100, True, 4839.0, 8.160, 100.000, 24.0, -1, greedy=100, True, 4958.0, 8.643, 100.000, 31.0, -1, greedy=100, True, 5066.0, 8.354, 100.000, 30.0, -1, greedy=100, True, 4881.0, 8.733, 100.000, 33.0, -1, greedy=100, True, 4973.0, 8.317, 100.000, 26.0, -1, greedy=100, True, 4874.0, 8.281, 100.000, 27.0, -1, greedy=100, True, 4803.0, 28.410, 100.000, 34.0, 7, greedy=92.96875;ga=7.03125, True, 4839.0, 28.358, 100.000, 24.0, 0, greedy=100, True, 4803.0, 28.396, 100.000, 31.0, 5, greedy=100.0, True, 4839.0, 29.640, 100.000, 24.0, 0, greedy=100, True, 4803.0, 28.600, 100.000, 34.0, 3, greedy=100.0, True, 4839.0, 28.822, 100.000, 24.0, 0, greedy=100, True, 4803.0, 28.017, 100.000, 32.0, 11, greedy=99.609375;ga=0.390625, True, 4803.0, 28.561, 100.000, 31.0, 5, greedy=100.0, True, 4803.0, 27.751, 100.000, 32.0, 7, greedy=100.0, True, 4803.0, 27.853, 100.000, 31.0, 10, greedy=96.875;ga=3.125, True, 4803.0
16071, 16, 6, 2.938, 4.553, 0.625, 312.766, 0.871, 44.654, 1.812, 1.047, 4.000, 0.578, 3.000, 4798, 0.000, 0, 0, False, 4, 1.25, 1323.0, 1323.0, 1323.0, 1623.0, 0.068, 100.000, 14.0, -1, greedy=100, True, 1865.0, 0.015, 100.000, 12.0, -1, greedy=100, True, 1500.0, 1.586, 100.000, 18.0, -1, greedy=100, True, 1323.0, 1.895, 100.000, 19.0, -1, greedy=100, True, 1462.0, 1.980, 100.000, 18.0, -1, greedy=100, True, 1323.0, 1.858, 100.000, 19.0, -1, greedy=100, True, 1323.0, 1.792, 100.000, 18.0, -1, greedy=100, True, 1481.0, 1.949, 100.000, 18.0, -1, greedy=100, True, 1323.0, 1.889, 100.000, 17.0, -1, greedy=100, True, 1323.0, 5.312, 100.000, 19.0, 0, greedy=100, True, 1323.0, 5.279, 100.000, 19.0, 0, greedy=100, True, 1323.0, 5.580, 100.000, 19.0, 0, greedy=100, True, 1323.0, 5.300, 100.000, 19.0, 0, greedy=100, True, 1323.0, 5.230, 100.000, 19.0, 0, greedy=100, True, 1323.0, 5.150, 100.000, 19.0, 0, greedy=100, True, 1323.0, 5.452, 100.000, 19.0, 0, greedy=100, True, 1323.0, 5.213, 100.000, 19.0, 0, greedy=100, True, 1323.0, 5.400, 100.000, 19.0, 0, greedy=100, True, 1323.0, 5.593, 100.000, 19.0, 0, greedy=100, True, 1323.0
16055, 76, 16, 2.355, 11.961, 0.934, 296.771, 0.954, 13.756, 2.737, 2.635, 12.000, 0.963, 8.000, 551572, 0.000, 0, 0, False, 12, 2.1578947368421053, 3336.0, 3336.0, 3368.0, 3858.0, 4.748, 100.000, 250.0, -1, greedy=100, True, 4294.0, 1.427, 100.000, 207.0, -1, greedy=100, True, 4486.0, 68.976, 100.000, 216.0, -1, greedy=100, True, 3372.0, 76.176, 100.000, 251.0, -1, greedy=100, True, 4273.0, 75.455, 100.000, 221.0, -1, greedy=100, True, 3470.0, 74.419, 100.000, 250.0, -1, greedy=100, True, 3824.0, 70.359, 100.000, 229.0, -1, greedy=100, True, 3497.0, 72.977, 100.000, 259.0, -1, greedy=100, True, 3385.0, 74.767, 100.000, 271.0, -1, greedy=100, True, 3371.0, 251.731, 100.000, 264.0, 1, greedy=100.0, True, 3371.0, 254.078, 100.000, 268.0, 40, greedy=98.92578125;ga=1.07421875, True, 3372.0, 259.682, 100.000, 251.0, 0, greedy=100, True, 3371.0, 247.445, 100.000, 270.0, 22, greedy=100.0, True, 3372.0, 257.129, 100.000, 251.0, 0, greedy=100, True, 3372.0, 252.913, 100.000, 251.0, 0, greedy=100, True, 3371.0, 249.508, 100.000, 270.0, 16, greedy=100.0, True, 3371.0, 251.097, 100.000, 270.0, 3, greedy=100.0, True, 3371.0, 248.460, 100.000, 265.0, 36, greedy=100.0, True, 3368.0, 260.329, 100.000, 250.0, 21, greedy=100.0, True, 3368.0
16074, 12, 5, 7.250, 1.506, 0.583, 307.471, 0.121, 231.008, 1.000, 0.000, 2.000, 0.000, 0.000, 118, 0.000, 0, 0, False, 2, 0.5833333333333334, 715.0, 715.0, 762.0, 1013.0, 0.051, 100.000, 0.0, -1, greedy=100, False, 1076.0, 0.030, 100.000, 0.0, -1, greedy=100, False, 829.0, 1.229, 100.000, 0.0, -1, greedy=100, False, 762.0, 1.180, 100.000, 0.0, -1, greedy=100, False, 893.0, 1.360, 100.000, 0.0, -1, greedy=100, False, 762.0, 1.215, 100.000, 0.0, -1, greedy=100, False, 762.0, 1.225, 100.000, 0.0, -1, greedy=100, False, 762.0, 1.260, 100.000, 0.0, -1, greedy=100, False, 762.0, 1.309, 100.000, 0.0, -1, greedy=100, False, 762.0, 1.416, 100.000, 0.0, 0, greedy=100, False, 762.0, 1.455, 100.000, 0.0, 0, greedy=100, False, 762.0, 1.495, 100.000, 0.0, 0, greedy=100, False, 762.0, 1.507, 100.000, 0.0, 0, greedy=100, False, 762.0, 1.430, 100.000, 0.0, 0, greedy=100, False, 762.0, 1.530, 100.000, 0.0, 0, greedy=100, False, 762.0, 1.415, 100.000, 0.0, 0, greedy=100, False, 762.0, 1.539, 100.000, 0.0, 0, greedy=100, False, 762.0, 1.454, 100.000, 0.0, 0, greedy=100, False, 762.0, 1.457, 100.000, 0.0, 0, greedy=100, False, 762.0
16075, 17, 3, 7.941, 1.467, 0.588, 299.244, 0.333, 181.283, 0.941, 0.243, 1.000, 0.258, 1.000, 948, 0.000, 0, 0, False, 3, 0.6470588235294118, 845.0, 845.0, 1275.0, 1372.0, 0.115, 100.000, 3.0, -1, greedy=100, True, 1619.0, 0.025, 100.000, 1.0, -1, greedy=100, True, 1353.0, 2.085, 100.000, 3.0, -1, greedy=100, True, 1386.0, 2.205, 100.000, 5.0, -1, greedy=100, True, 1412.0, 2.097, 100.000, 2.0, -1, greedy=100, True, 1354.0, 2.234, 100.000, 3.0, -1, greedy=100, True, 1357.0, 2.235, 100.000, 0.0, -1, greedy=100, False, 1364.0, 2.253, 100.000, 4.0, -1, greedy=100, True, 1342.0, 2.160, 100.000, 2.0, -1, greedy=100, True, 1275.0, 2.516, 100.000, 1.0, 33, greedy=100.0, True, 1294.0, 2.690, 100.000, 3.0, 46, greedy=100.0, True, 1309.0, 2.493, 100.000, 3.0, 18, greedy=99.4140625;ga=0.5859375, True, 1342.0, 2.538, 100.000, 2.0, 0, greedy=100, True, 1342.0, 2.588, 100.000, 2.0, 0, greedy=100, True, 1342.0, 2.290, 100.000, 2.0, 0, greedy=100, True, 1342.0, 2.674, 100.000, 2.0, 0, greedy=100, True, 1287.0, 2.491, 100.000, 2.0, 7, greedy=100.0, True, 1294.0, 2.504, 100.000, 3.0, 22, greedy=100.0, True, 1342.0, 2.456, 100.000, 2.0, 0, greedy=100, True, 1275.0
16072, 31, 9, 7.581, 2.409, 4.226, 304.932, 0.321, 157.217, 2.806, 0.477, 2.000, 0.170, 2.000, 3130, 0.000, 0, 0, False, 22, 11.741935483870968, 5309.0, 5309.0, 5317.0, 5480.0, 0.160, 100.000, 1.0, -1, greedy=100, True, 5707.0, 0.075, 100.000, 0.0, -1, greedy=100, False, 5331.0, 9.055, 100.000, 0.0, -1, greedy=100, False, 5317.0, 8.950, 100.000, 0.0, -1, greedy=100, False, 5422.0, 8.642, 100.000, 0.0, -1, greedy=100, False, 5422.0, 9.093, 100.000, 0.0, -1, greedy=100, False, 5422.0, 9.356, 100.000, 0.0, -1, greedy=100, False, 5574.0, 9.064, 100.000, 0.0, -1, greedy=100, False, 5329.0, 8.891, 100.000, 0.0, -1, greedy=100, False, 5317.0, 9.540, 100.000, 0.0, 0, greedy=100, False, 5317.0, 9.440, 100.000, 0.0, 0, greedy=100, False, 5317.0, 9.552, 100.000, 0.0, 0, greedy=100, False, 5317.0, 9.783, 100.000, 0.0, 0, greedy=100, False, 5317.0, 9.540, 100.000, 0.0, 0, greedy=100, False, 5317.0, 9.635, 100.000, 0.0, 0, greedy=100, False, 5317.0, 9.500, 100.000, 0.0, 0, greedy=100, True, 5317.0, 9.330, 100.000, 0.0, 0, greedy=100, True, 5317.0, 9.795, 100.000, 0.0, 0, greedy=100, False, 5317.0, 9.530, 100.000, 0.0, 0, greedy=100, False, 5317.0
16077, 17, 3, 7.529, 2.500, 3.059, 303.906, 0.792, 87.550, 1.000, 0.000, 2.500, 0.000, 0.000, 6256, 0.000, 0, 0, False, 9, 5.235294117647059, 2319.0, 2319.0, 2352.0, 2703.0, 0.030, 100.000, 4.0, -1, greedy=100, True, 2756.0, 0.010, 100.000, 2.0, -1, greedy=100, True, 2387.0, 2.719, 100.000, 7.0, -1, greedy=100, True, 2353.0, 2.772, 100.000, 4.0, -1, greedy=100, True, 2565.0, 2.867, 100.000, 4.0, -1, greedy=100, True, 2538.0, 2.770, 100.000, 5.0, -1, greedy=100, True, 2538.0, 2.777, 100.000, 5.0, -1, greedy=100, True, 2387.0, 2.840, 100.000, 6.0, -1, greedy=100, True, 2390.0, 2.869, 100.000, 5.0, -1, greedy=100, True, 2353.0, 3.221, 100.000, 4.0, 0, greedy=100, True, 2353.0, 2.893, 100.000, 4.0, 0, greedy=100, True, 2353.0, 3.130, 100.000, 4.0, 0, greedy=100, True, 2353.0, 3.240, 100.000, 4.0, 0, greedy=100, True, 2353.0, 3.035, 100.000, 4.0, 0, greedy=100, True, 2353.0, 3.110, 100.000, 4.0, 0, greedy=100, True, 2352.0, 3.339, 100.000, 6.0, 26, greedy=100.0, True, 2353.0, 2.897, 100.000, 4.0, 0, greedy=100, True, 2353.0, 3.080, 100.000, 4.0, 0, greedy=100, True, 2353.0, 3.135, 100.000, 4.0, 0, greedy=100, True, 2352.0
16073, 46, 5, 7.435, 1.456, 3.761, 301.020, 0.342, 183.410, 0.957, 0.206, 1.000, 0.216, 1.000, 1652, 0.000, 0, 0, False, 29, 14.978260869565217, 6968.0, 6968.0, 6968.0, 7082.0, 0.140, 100.000, 0.0, -1, greedy=100, False, 7424.0, 0.081, 100.000, 0.0, -1, greedy=100, False, 7013.0, 10.916, 100.000, 2.0, -1, greedy=100, True, 6968.0, 11.159, 100.000, 1.0, -1, greedy=100, True, 7305.0, 11.247, 100.000, 1.0, -1, greedy=100, True, 6968.0, 11.399, 100.000, 1.0, -1, greedy=100, True, 7065.0, 11.721, 100.000, 1.0, -1, greedy=100, True, 7222.0, 11.716, 100.000, 1.0, -1, greedy=100, True, 6986.0, 11.297, 100.000, 1.0, -1, greedy=100, True, 6968.0, 12.605, 100.000, 1.0, 0, greedy=100, True, 6968.0, 12.530, 100.000, 1.0, 0, greedy=100, True, 6968.0, 13.056, 100.000, 1.0, 0, greedy=100, True, 6968.0, 12.724, 100.000, 1.0, 0, greedy=100, True, 6968.0, 12.698, 100.000, 1.0, 0, greedy=100, True, 6968.0, 13.120, 100.000, 1.0, 0, greedy=100, True, 6968.0, 12.329, 100.000, 1.0, 0, greedy=100, True, 6968.0, 13.232, 100.000, 1.0, 0, greedy=100, True, 6968.0, 12.550, 100.000, 1.0, 0, greedy=100, True, 6968.0, 12.862, 100.000, 1.0, 0, greedy=100, True, 6968.0
16078, 36, 4, 7.806, 3.028, 1.000, 300.345, 0.456, 131.212, 1.889, 0.319, 3.000, 0.169, 1.000, 77812, 0.000, 0, 0, False, 8, 1.9444444444444444, 2094.0, 2094.0, 3967.0, 4011.0, 0.425, 100.000, 5.0, -1, greedy=100, True, 4946.0, 0.066, 100.000, 2.0, -1, greedy=100, True, 4150.0, 12.812, 100.000, 3.0, -1, greedy=100, True, 4076.0, 13.932, 100.000, 4.0, -1, greedy=100, True, 4223.0, 13.965, 100.000, 5.0, -1, greedy=100, True, 4201.0, 13.292, 100.000, 2.0, -1, greedy=100, True, 4367.0, 12.962, 100.000, 5.0, -1, greedy=100, True, 4258.0, 13.255, 100.000, 5.0, -1, greedy=100, True, 3967.0, 13.100, 100.000, 2.0, -1, greedy=100, True, 3967.0, 13.903, 100.000, 2.0, 0, greedy=100, True, 3967.0, 13.710, 100.000, 2.0, 0, greedy=100, True, 3967.0, 14.597, 100.000, 2.0, 0, greedy=100, True, 3967.0, 13.616, 100.000, 2.0, 0, greedy=100, True, 3967.0, 13.587, 100.000, 2.0, 0, greedy=100, True, 3967.0, 14.648, 100.000, 2.0, 0, greedy=100, True, 3967.0, 13.780, 100.000, 2.0, 0, greedy=100, True, 3967.0, 13.820, 100.000, 2.0, 0, greedy=100, True, 3967.0, 13.791, 100.000, 2.0, 0, greedy=100, True, 3967.0, 13.739, 100.000, 2.0, 0, greedy=100, True, 3967.0
16079, 41, 5, 7.317, 4.000, 1.000, 298.373, 0.865, 47.646, 1.902, 0.300, 4.000, 0.158, 1.000, 179532, 0.000, 0, 0, False, 6, 1.6829268292682926, 1613.0, 1613.0, 2189.0, 2541.0, 1.013, 100.000, 51.0, -1, greedy=100, True, 3132.0, 0.140, 100.000, 37.0, -1, greedy=100, True, 2366.0, 20.171, 100.000, 52.0, -1, greedy=100, True, 2189.0, 19.777, 100.000, 54.0, -1, greedy=100, True, 2734.0, 21.337, 100.000, 38.0, -1, greedy=100, True, 2352.0, 20.970, 100.000, 56.0, -1, greedy=100, True, 2415.0, 21.031, 100.000, 53.0, -1, greedy=100, True, 2325.0, 20.933, 100.000, 60.0, -1, greedy=100, True, 2205.0, 21.112, 100.000, 64.0, -1, greedy=100, True, 2189.0, 23.855, 100.000, 54.0, 0, greedy=100, True, 2189.0, 23.780, 100.000, 54.0, 0, greedy=100, True, 2189.0, 24.335, 100.000, 54.0, 0, greedy=100, True, 2189.0, 25.120, 100.000, 54.0, 0, greedy=100, True, 2189.0, 24.460, 100.000, 54.0, 0, greedy=100, True, 2189.0, 24.151, 100.000, 54.0, 0, greedy=100, True, 2189.0, 24.116, 100.000, 54.0, 0, greedy=100, True, 2189.0, 24.265, 100.000, 54.0, 0, greedy=100, True, 2189.0, 24.470, 100.000, 54.0, 0, greedy=100, True, 2189.0, 24.275, 100.000, 54.0, 0, greedy=100, True, 2189.0
16061, 57, 14, 7.614, 10.465, 4.263, 298.373, 0.949, 15.808, 5.737, 1.218, 10.000, 0.212, 5.000, 2113722, 0.000, 0, 0, False, 33, 15.771929824561404, 7607.0, 7607.0, 7607.0, 7920.0, 1.504, 100.000, 35.0, -1, greedy=100, True, 7824.0, 0.630, 100.000, 43.0, -1, greedy=100, True, 7635.0, 99.628, 100.000, 41.0, -1, greedy=100, True, 7607.0, 102.179, 100.000, 44.0, -1, greedy=100, True, 7916.0, 100.928, 100.000, 47.0, -1, greedy=100, True, 7710.0, 100.124, 100.000, 42.0, -1, greedy=100, True, 7648.0, 97.310, 100.000, 42.0, -1, greedy=100, True, 7607.0, 101.775, 100.000, 40.0, -1, greedy=100, True, 7607.0, 100.563, 100.000, 45.0, -1, greedy=100, True, 7607.0, 107.809, 100.000, 44.0, 0, greedy=100, True, 7607.0, 109.600, 100.000, 44.0, 0, greedy=100, True, 7607.0, 109.347, 100.000, 44.0, 0, greedy=100, True, 7607.0, 108.357, 100.000, 44.0, 0, greedy=100, True, 7607.0, 109.251, 100.000, 44.0, 0, greedy=100, True, 7607.0, 107.184, 100.000, 44.0, 0, greedy=100, True, 7607.0, 108.070, 100.000, 44.0, 0, greedy=100, True, 7607.0, 109.223, 100.000, 44.0, 0, greedy=100, True, 7607.0, 108.530, 100.000, 44.0, 0, greedy=100, True, 7607.0, 108.700, 100.000, 44.0, 0, greedy=100, True, 7607.0
16062, 55, 12, 7.345, 9.161, 1.018, 299.725, 0.829, 47.283, 5.109, 0.875, 9.000, 0.171, 3.000, 1708336, 0.000, 0, 0, False, 6, 1.3818181818181818, 1600.0, 1600.0, 4245.0, 4291.0, 5.079, 100.000, 61.0, -1, greedy=100, True, 4523.0, 1.070, 100.000, 52.0, -1, greedy=100, True, 4455.0, 87.120, 100.000, 58.0, -1, greedy=100, True, 4245.0, 102.778, 100.000, 62.0, -1, greedy=100, True, 4550.0, 104.506, 100.000, 59.0, -1, greedy=100, True, 4430.0, 103.459, 100.000, 60.0, -1, greedy=100, True, 4789.0, 93.043, 100.000, 48.0, -1, greedy=100, True, 4250.0, 100.279, 100.000, 69.0, -1, greedy=100, True, 4302.0, 99.449, 100.000, 60.0, -1, greedy=100, True, 4245.0, 106.450, 100.000, 62.0, 0, greedy=100, True, 4245.0, 108.100, 100.000, 62.0, 0, greedy=100, True, 4245.0, 106.851, 100.000, 62.0, 0, greedy=100, True, 4245.0, 108.348, 100.000, 62.0, 0, greedy=100, True, 4245.0, 106.727, 100.000, 62.0, 0, greedy=100, True, 4245.0, 107.039, 100.000, 62.0, 0, greedy=100, True, 4245.0, 108.830, 100.000, 62.0, 0, greedy=100, True, 4245.0, 106.600, 100.000, 62.0, 0, greedy=100, True, 4245.0, 109.160, 100.000, 62.0, 0, greedy=100, True, 4245.0, 107.750, 100.000, 62.0, 0, greedy=100, True, 4245.0
16076, 44, 8, 7.432, 6.138, 3.523, 296.988, 0.740, 68.596, 3.432, 0.759, 6.000, 0.221, 3.000, 425636, 0.000, 0, 0, False, 26, 13.931818181818182, 5916.0, 5916.0, 6020.0, 6628.0, 0.611, 100.000, 9.0, -1, greedy=100, True, 6960.0, 0.126, 100.000, 9.0, -1, greedy=100, True, 6581.0, 34.253, 100.000, 13.0, -1, greedy=100, True, 6050.0, 35.274, 100.000, 22.0, -1, greedy=100, True, 6640.0, 36.411, 100.000, 12.0, -1, greedy=100, True, 6203.0, 35.889, 100.000, 20.0, -1, greedy=100, True, 6614.0, 33.565, 100.000, 16.0, -1, greedy=100, True, 6614.0, 35.447, 100.000, 12.0, -1, greedy=100, True, 6196.0, 36.067, 100.000, 13.0, -1, greedy=100, True, 6050.0, 39.065, 100.000, 22.0, 0, greedy=100, True, 6050.0, 38.700, 100.000, 22.0, 0, greedy=100, True, 6037.0, 39.388, 100.000, 23.0, 17, greedy=100.0, True, 6020.0, 38.960, 100.000, 20.0, 41, greedy=75.0;ga=25.0, True, 6050.0, 38.990, 100.000, 22.0, 0, greedy=100, True, 6050.0, 39.211, 100.000, 22.0, 0, greedy=100, True, 6050.0, 39.552, 100.000, 22.0, 0, greedy=100, True, 6050.0, 39.245, 100.000, 22.0, 0, greedy=100, True, 6037.0, 38.916, 100.000, 23.0, 30, greedy=97.65625;ga=2.34375, True, 6037.0, 38.629, 100.000, 22.0, 45, greedy=100.0, True, 6020.0
16080, 82, 5, 2.561, 1.443, 4.890, 299.367, 0.122, 229.828, 0.561, 0.499, 1.000, 0.890, 1.000, 586, 0.000, 0, 0, False, 46, 22.182926829268293, 12895.0, 12895.0, 13115.0, 14012.0, 0.180, 100.000, 0.0, -1, greedy=100, False, 14690.0, 0.120, 100.000, 0.0, -1, greedy=100, False, 13429.0, 11.175, 100.000, 0.0, -1, greedy=100, False, 13266.0, 11.568, 100.000, 0.0, -1, greedy=100, False, 13805.0, 10.202, 100.000, 0.0, -1, greedy=100, False, 13793.0, 11.291, 100.000, 0.0, -1, greedy=100, False, 13615.0, 13.117, 100.000, 0.0, -1, greedy=100, False, 13906.0, 11.305, 100.000, 0.0, -1, greedy=100, False, 13418.0, 11.351, 100.000, 0.0, -1, greedy=100, False, 13146.0, 33.217, 100.000, 0.0, 10, greedy=100.0, False, 13178.0, 31.755, 100.000, 0.0, 28, greedy=100.0, False, 13146.0, 32.840, 100.000, 0.0, 6, greedy=100.0, False, 13161.0, 32.221, 100.000, 0.0, 10, greedy=100.0, False, 13146.0, 33.139, 100.000, 0.0, 3, greedy=100.0, False, 13146.0, 32.620, 100.000, 0.0, 7, greedy=100.0, False, 13115.0, 32.590, 100.000, 0.0, 13, greedy=100.0, False, 13115.0, 32.885, 100.000, 0.0, 5, greedy=93.75;ga=6.25, False, 13115.0, 32.280, 100.000, 0.0, 8, greedy=100.0, False, 13132.0, 32.640, 100.000, 0.0, 22, greedy=86.71875;ga=13.28125, False, 13115.0
16063, 63, 11, 7.540, 8.421, 1.032, 302.331, 0.939, 20.225, 4.190, 1.060, 8.000, 0.253, 4.000, 1935966, 0.000, 0, 0, False, 13, 2.888888888888889, 3276.0, 3276.0, 3276.0, 3831.0, 3.679, 100.000, 121.0, -1, greedy=100, True, 4381.0, 0.636, 100.000, 92.0, -1, greedy=100, True, 3709.0, 96.599, 100.000, 133.0, -1, greedy=100, True, 3276.0, 109.653, 100.000, 163.0, -1, greedy=100, True, 3445.0, 104.041, 100.000, 138.0, -1, greedy=100, True, 3310.0, 108.494, 100.000, 139.0, -1, greedy=100, True, 3536.0, 101.341, 100.000, 146.0, -1, greedy=100, True, 3341.0, 109.540, 100.000, 147.0, -1, greedy=100, True, 3288.0, 104.476, 100.000, 150.0, -1, greedy=100, True, 3276.0, 110.701, 100.000, 163.0, 0, greedy=100, True, 3276.0, 111.592, 100.000, 163.0, 0, greedy=100, True, 3276.0, 113.053, 100.000, 163.0, 0, greedy=100, True, 3276.0, 112.513, 100.000, 163.0, 0, greedy=100, True, 3276.0, 113.700, 100.000, 163.0, 0, greedy=100, True, 3276.0, 113.650, 100.000, 163.0, 0, greedy=100, True, 3276.0, 110.520, 100.000, 163.0, 0, greedy=100, True, 3276.0, 113.545, 100.000, 163.0, 0, greedy=100, True, 3276.0, 112.114, 100.000, 163.0, 0, greedy=100, True, 3276.0, 113.795, 100.000, 163.0, 0, greedy=100, True, 3276.0
16083, 68, 3, 2.500, 1.424, 0.912, 296.659, 0.315, 186.459, 0.515, 0.503, 1.000, 0.978, 1.000, 1484, 0.005, 0, 0, False, 9, 1.9558823529411764, 3016.0, 3016.0, 6091.0, 7052.0, 0.330, 100.000, 2.0, -1, greedy=100, True, 7966.0, 0.140, 100.000, 2.0, -1, greedy=100, True, 6919.0, 7.090, 100.000, 4.0, -1, greedy=100, True, 6442.0, 7.279, 100.000, 0.0, -1, greedy=100, False, 7001.0, 7.364, 100.000, 3.0, -1, greedy=100, True, 6565.0, 7.596, 100.000, 2.0, -1, greedy=100, True, 6690.0, 7.056, 100.000, 5.0, -1, greedy=100, True, 6565.0, 7.618, 100.000, 3.0, -1, greedy=100, True, 6155.0, 7.191, 100.000, 0.0, -1, greedy=100, False, 6155.0, 22.035, 100.000, 0.0, 0, greedy=100, False, 6149.0, 21.600, 100.000, 0.0, 14, greedy=97.94921875;ga=2.05078125, False, 6155.0, 22.476, 100.000, 0.0, 0, greedy=100, False, 6155.0, 21.730, 100.000, 0.0, 0, greedy=100, False, 6155.0, 21.549, 100.000, 0.0, 0, greedy=100, False, 6155.0, 21.820, 100.000, 0.0, 0, greedy=100, False, 6155.0, 22.160, 100.000, 0.0, 0, greedy=100, False, 6155.0, 22.235, 100.000, 0.0, 0, greedy=100, False, 6091.0, 22.016, 100.000, 0.0, 14, greedy=100.0, False, 6155.0, 21.860, 100.000, 0.0, 0, greedy=100, False, 6091.0
