Problem_ID, |Operations|, |Resources|, Avg(Mi), Avg(Rim), Avg(pref), Avg(Tim), Avg(Him), Avg(Dim), Rim_mean, Rim_stdev, Rim_median, Rim_CV, Rim_range, Cross_resources, Total_run_time, Nodes, Queue_size, MIP_infeasible, LB, UB, greedy_1, time, feasibles, cross_resources, improved_generation, cross_best_solution, greedy_2, time, feasibles, cross_resources, improved_generation, cross_best_solution, greedy_3, time, feasibles, cross_resources, improved_generation, cross_best_solution, greedy_4, time, feasibles, cross_resources, improved_generation, cross_best_solution, greedy_5, time, feasibles, cross_resources, improved_generation, cross_best_solution, greedy_6, time, feasibles, cross_resources, improved_generation, cross_best_solution, solution
16840, 50, 8, 7.320, 2.484, 3.980, 296.844, 0.342, 148.328, 2.760, 0.431, 2.000, 0.156, 1.000, -1, 0.000, 0, 0, False, 6767.0, 6977.0, 6992.0, 0.106, 100.000, 0.0, -1, False, 7240.0, 0.179, 100.000, 0.0, -1, False, 6977.0, 0.116, 100.000, 0.0, -1, False, 7248.0, 0.137, 100.000, 0.0, -1, False, 7271.0, 0.114, 100.000, 0.0, -1, False, 7137.0, 0.144, 100.000, 1.0, -1, True, 6977.0
16841, 18, 7, 7.778, 2.536, 3.056, 297.350, 0.604, 89.944, 2.889, 0.323, 2.000, 0.112, 1.000, -1, 0.000, 0, 0, False, 2263.0, 2365.0, 2369.0, 0.020, 100.000, 6.0, -1, True, 2443.0, 0.036, 100.000, 4.0, -1, True, 2369.0, 0.020, 100.000, 6.0, -1, True, 2365.0, 0.020, 100.000, 1.0, -1, True, 2369.0, 0.020, 100.000, 5.0, -1, True, 2369.0, 0.020, 100.000, 6.0, -1, True, 2365.0
16842, 24, 7, 7.792, 2.535, 0.833, 296.171, 0.348, 146.671, 2.708, 0.464, 3.000, 0.171, 1.000, -1, 0.000, 0, 0, False, 1597.0, 1833.0, 1980.0, 0.032, 100.000, 0.0, -1, False, 2184.0, 0.108, 100.000, 0.0, -1, False, 1833.0, 0.036, 100.000, 0.0, -1, False, 2457.0, 0.032, 100.000, 3.0, -1, True, 1919.0, 0.032, 100.000, 2.0, -1, True, 2308.0, 0.036, 100.000, 2.0, -1, True, 1833.0
16843, 31, 7, 7.581, 2.455, 0.645, 300.438, 0.623, 93.050, 2.613, 0.558, 3.000, 0.214, 2.000, -1, 0.000, 0, 0, False, 1060.0, 1286.0, 1389.0, 0.053, 100.000, 12.0, -1, True, 1693.0, 0.264, 100.000, 12.0, -1, True, 1286.0, 0.048, 100.000, 7.0, -1, True, 1838.0, 0.057, 100.000, 7.0, -1, True, 1470.0, 0.047, 100.000, 8.0, -1, True, 1522.0, 0.055, 100.000, 7.0, -1, True, 1286.0
16844, 42, 7, 7.333, 5.445, 3.929, 298.182, 0.711, 76.923, 2.667, 0.526, 5.000, 0.197, 2.000, -1, 0.000, 0, 0, False, 5556.0, 6030.0, 6605.0, 0.155, 100.000, 11.0, -1, True, 6452.0, 0.274, 100.000, 15.0, -1, True, 6030.0, 0.154, 100.000, 15.0, -1, True, 6825.0, 0.152, 100.000, 10.0, -1, True, 7007.0, 0.153, 100.000, 10.0, -1, True, 6351.0, 0.151, 100.000, 12.0, -1, True, 6030.0
16845, 49, 9, 7.388, 7.094, 4.510, 301.674, 0.927, 24.484, 3.592, 0.674, 7.000, 0.188, 3.000, -1, 0.000, 0, 0, False, 6931.0, 6976.0, 7046.0, 0.297, 100.000, 26.0, -1, True, 7059.0, 0.426, 100.000, 27.0, -1, True, 6976.0, 0.280, 100.000, 29.0, -1, True, 7129.0, 0.279, 100.000, 30.0, -1, True, 7038.0, 0.278, 100.000, 25.0, -1, True, 7009.0, 0.284, 100.000, 30.0, -1, True, 6976.0
16846, 49, 6, 7.449, 4.438, 0.816, 301.019, 0.644, 93.570, 2.694, 0.548, 4.000, 0.203, 2.000, -1, 0.000, 0, 0, False, 1755.0, 4184.0, 5264.0, 0.187, 100.000, 23.0, -1, True, 4184.0, 1.642, 100.000, 17.0, -1, True, 5077.0, 0.197, 100.000, 17.0, -1, True, 5390.0, 0.190, 100.000, 17.0, -1, True, 5050.0, 0.181, 100.000, 11.0, -1, True, 5382.0, 0.185, 100.000, 15.0, -1, True, 4184.0
16847, 31, 9, 7.581, 7.060, 0.806, 296.719, 0.928, 24.174, 3.548, 0.624, 7.000, 0.176, 2.000, -1, 0.000, 0, 0, False, 1991.0, 1991.0, 2375.0, 0.125, 100.000, 53.0, -1, True, 2278.0, 0.475, 100.000, 58.0, -1, True, 1991.0, 0.142, 100.000, 51.0, -1, True, 2244.0, 0.148, 100.000, 52.0, -1, True, 2068.0, 0.136, 100.000, 63.0, -1, True, 2049.0, 0.135, 100.000, 54.0, -1, True, 1991.0
16848, 72, 6, 2.514, 2.072, 4.528, 298.541, 0.278, 173.941, 0.931, 0.828, 2.000, 0.890, 2.000, -1, 0.000, 0, 0, False, 10981.0, 11360.0, 12460.0, 0.060, 100.000, 0.0, -1, False, 12533.0, 0.101, 100.000, 0.0, -1, False, 11360.0, 0.063, 100.000, 0.0, -1, False, 11870.0, 0.059, 100.000, 0.0, -1, False, 12494.0, 0.063, 100.000, 0.0, -1, False, 12242.0, 0.065, 100.000, 0.0, -1, False, 11360.0
16849, 84, 4, 2.583, 1.470, 4.512, 298.083, 0.344, 181.022, 0.607, 0.491, 1.000, 0.809, 1.000, -1, 0.000, 0, 0, False, 11732.0, 12445.0, 12987.0, 0.063, 100.000, 3.0, -1, True, 13045.0, 0.107, 100.000, 0.0, -1, False, 12669.0, 0.062, 100.000, 0.0, -1, False, 13604.0, 0.055, 100.000, 3.0, -1, True, 12838.0, 0.064, 100.000, 1.0, -1, True, 12445.0, 0.064, 100.000, 1.0, -1, True, 12445.0
16850, 91, 5, 2.495, 1.511, 0.912, 296.952, 0.124, 223.032, 0.516, 0.502, 2.000, 0.973, 1.000, -1, 0.000, 0, 0, False, 3454.0, 7065.0, 8100.0, 0.071, 100.000, 0.0, -1, False, 7510.0, 0.527, 100.000, 0.0, -1, False, 7065.0, 0.090, 100.000, 0.0, -1, False, 7974.0, 0.085, 100.000, 0.0, -1, False, 7159.0, 0.095, 100.000, 0.0, -1, False, 8305.0, 0.070, 100.000, 0.0, -1, False, 7065.0
16851, 100, 6, 2.490, 2.036, 0.820, 304.811, 0.567, 118.189, 0.800, 0.778, 2.000, 0.973, 2.000, -1, 0.000, 0, 0, False, 1898.0, 5440.0, 5750.0, 0.135, 100.000, 18.0, -1, True, 5732.0, 1.226, 100.000, 18.0, -1, True, 5440.0, 0.113, 100.000, 9.0, -1, True, 6010.0, 0.125, 100.000, 14.0, -1, True, 5509.0, 0.116, 100.000, 8.0, -1, True, 5583.0, 0.114, 100.000, 4.0, -1, True, 5440.0
16852, 85, 6, 2.482, 4.431, 4.435, 295.635, 0.629, 93.353, 1.412, 1.237, 4.000, 0.876, 3.000, -1, 0.000, 0, 0, False, 13213.0, 15766.0, 17031.0, 0.182, 100.000, 15.0, -1, True, 16932.0, 0.283, 100.000, 9.0, -1, True, 15766.0, 0.180, 100.000, 16.0, -1, True, 17660.0, 0.168, 100.000, 15.0, -1, True, 16532.0, 0.167, 100.000, 16.0, -1, True, 17265.0, 0.180, 100.000, 15.0, -1, True, 15766.0
16853, 98, 7, 2.429, 5.466, 5.010, 298.479, 0.901, 33.710, 1.194, 1.128, 5.000, 0.944, 3.000, -1, 0.000, 0, 0, False, 15874.0, 16494.0, 16651.0, 0.289, 100.000, 37.0, -1, True, 17318.0, 0.450, 100.000, 35.0, -1, True, 16494.0, 0.290, 100.000, 39.0, -1, True, 16770.0, 0.276, 100.000, 43.0, -1, True, 16555.0, 0.306, 100.000, 40.0, -1, True, 16559.0, 0.305, 100.000, 42.0, -1, True, 16494.0
16854, 60, 5, 2.833, 4.082, 0.983, 297.018, 0.621, 99.078, 1.100, 0.858, 4.000, 0.780, 2.000, -1, 0.000, 0, 0, False, 2241.0, 7168.0, 8081.0, 0.100, 100.000, 17.0, -1, True, 7168.0, 0.835, 100.000, 20.0, -1, True, 7520.0, 0.115, 100.000, 20.0, -1, True, 8278.0, 0.125, 100.000, 15.0, -1, True, 7692.0, 0.120, 100.000, 18.0, -1, True, 8187.0, 0.115, 100.000, 21.0, -1, True, 7168.0
16855, 92, 8, 2.587, 6.063, 0.870, 298.761, 0.906, 29.121, 1.663, 1.401, 6.000, 0.842, 4.000, -1, 0.000, 0, 0, False, 1673.0, 4646.0, 4712.0, 0.360, 100.000, 192.0, -1, True, 4823.0, 3.635, 100.000, 208.0, -1, True, 4646.0, 0.355, 100.000, 188.0, -1, True, 5403.0, 0.375, 100.000, 174.0, -1, True, 4689.0, 0.325, 100.000, 200.0, -1, True, 5143.0, 0.348, 100.000, 190.0, -1, True, 4646.0
16856, 77, 5, 7.558, 1.497, 4.169, 299.149, 0.117, 226.512, 0.987, 0.114, 1.000, 0.115, 1.000, -1, 0.000, 0, 0, False, 11292.0, 11348.0, 11763.0, 0.161, 100.000, 0.0, -1, False, 12104.0, 0.225, 100.000, 0.0, -1, False, 11348.0, 0.170, 100.000, 0.0, -1, False, 11897.0, 0.150, 100.000, 0.0, -1, False, 11774.0, 0.155, 100.000, 0.0, -1, False, 11543.0, 0.170, 100.000, 0.0, -1, False, 11348.0
16857, 75, 5, 7.680, 1.493, 4.013, 299.578, 0.370, 175.451, 0.987, 0.115, 1.000, 0.117, 1.000, -1, 0.000, 0, 0, False, 10886.0, 10997.0, 11349.0, 0.180, 100.000, 1.0, -1, True, 11455.0, 0.270, 100.000, 1.0, -1, True, 10997.0, 0.183, 100.000, 2.0, -1, True, 11544.0, 0.157, 100.000, 1.0, -1, True, 11731.0, 0.191, 100.000, 0.0, -1, False, 11240.0, 0.183, 100.000, 1.0, -1, True, 10997.0
16858, 99, 5, 7.616, 1.531, 0.919, 299.821, 0.133, 221.689, 0.980, 0.141, 2.000, 0.144, 1.000, -1, 0.000, 0, 0, False, 2765.0, 6011.0, 6493.0, 0.250, 100.000, 0.0, -1, False, 6011.0, 2.250, 100.000, 0.0, -1, False, 6321.0, 0.275, 100.000, 0.0, -1, False, 7297.0, 0.280, 100.000, 0.0, -1, False, 6244.0, 0.255, 100.000, 0.0, -1, False, 6581.0, 0.270, 100.000, 0.0, -1, False, 6011.0
16859, 81, 3, 7.309, 1.503, 0.778, 299.517, 0.372, 175.271, 0.988, 0.111, 2.000, 0.113, 1.000, -1, 0.000, 0, 0, False, 2170.0, 6547.0, 7216.0, 0.170, 100.000, 4.0, -1, True, 6547.0, 1.520, 100.000, 6.0, -1, True, 6795.0, 0.170, 100.000, 2.0, -1, True, 7199.0, 0.164, 100.000, 5.0, -1, True, 6792.0, 0.166, 100.000, 5.0, -1, True, 7157.0, 0.166, 100.000, 3.0, -1, True, 6547.0
16860, 67, 5, 7.328, 4.067, 4.612, 301.532, 0.617, 101.867, 1.896, 0.308, 4.000, 0.163, 1.000, -1, 0.000, 0, 0, False, 9333.0, 10273.0, 11418.0, 0.300, 100.000, 6.0, -1, True, 11294.0, 0.461, 100.000, 11.0, -1, True, 10273.0, 0.294, 100.000, 11.0, -1, True, 11670.0, 0.305, 100.000, 8.0, -1, True, 11233.0, 0.325, 100.000, 12.0, -1, True, 11044.0, 0.316, 100.000, 11.0, -1, True, 10273.0
16861, 79, 8, 7.316, 6.021, 4.873, 298.623, 0.909, 29.036, 3.494, 0.696, 6.000, 0.199, 3.000, -1, 0.000, 0, 0, False, 11790.0, 11821.0, 12140.0, 0.610, 100.000, 40.0, -1, True, 12124.0, 0.955, 100.000, 39.0, -1, True, 11821.0, 0.562, 100.000, 41.0, -1, True, 12152.0, 0.598, 100.000, 34.0, -1, True, 12204.0, 0.580, 100.000, 37.0, -1, True, 12088.0, 0.640, 100.000, 42.0, -1, True, 11821.0
16862, 74, 8, 7.270, 5.998, 0.878, 297.883, 0.735, 69.676, 3.649, 0.508, 6.000, 0.139, 2.000, -1, 0.000, 0, 0, False, 2109.0, 5827.0, 6874.0, 0.525, 100.000, 35.0, -1, True, 5827.0, 5.520, 100.000, 50.0, -1, True, 6433.0, 0.640, 100.000, 43.0, -1, True, 7265.0, 0.660, 100.000, 41.0, -1, True, 6667.0, 0.629, 100.000, 47.0, -1, True, 6897.0, 0.630, 100.000, 45.0, -1, True, 5827.0
16863, 74, 3, 7.527, 2.494, 0.946, 300.167, 0.794, 85.637, 0.986, 0.116, 2.000, 0.118, 1.000, -1, 0.000, 0, 0, False, 2051.0, 5754.0, 5936.0, 0.260, 100.000, 43.0, -1, True, 5754.0, 2.575, 100.000, 43.0, -1, True, 5775.0, 0.265, 100.000, 58.0, -1, True, 5902.0, 0.260, 100.000, 45.0, -1, True, 5826.0, 0.249, 100.000, 57.0, -1, True, 5871.0, 0.252, 100.000, 47.0, -1, True, 5754.0
16864, 20, 16, 2.000, 4.250, 2.950, 267.300, 0.500, 81.988, 2.000, 2.271, 4.000, 1.136, 7.000, -1, 0.000, 0, 0, False, 4022.0, 4062.0, 4145.0, 0.020, 100.000, 1.0, -1, True, 4300.0, 0.010, 100.000, 0.0, -1, False, 4067.0, 0.015, 100.000, 1.0, -1, True, 4062.0, 0.010, 100.000, 1.0, -1, True, 4435.0, 0.010, 100.000, 1.0, -1, True, 4067.0, 0.015, 100.000, 1.0, -1, True, 4062.0
16865, 14, 11, 2.643, 3.514, 2.429, 291.973, 0.698, 60.238, 2.714, 1.816, 3.000, 0.669, 5.000, -1, 0.000, 0, 0, False, 1766.0, 1766.0, 2051.0, 0.007, 100.000, 3.0, -1, True, 1869.0, 0.011, 100.000, 1.0, -1, True, 1821.0, 0.000, 100.000, 2.0, -1, True, 1766.0, 0.014, 100.000, 3.0, -1, True, 1863.0, 0.005, 100.000, 2.0, -1, True, 2024.0, 0.010, 100.000, 3.0, -1, True, 1766.0
16866, 35, 13, 2.229, 3.590, 1.057, 301.872, 0.461, 111.079, 1.429, 1.685, 4.000, 1.180, 4.000, -1, 0.000, 0, 0, False, 2085.0, 2810.0, 3144.0, 0.026, 100.000, 2.0, -1, True, 3152.0, 0.109, 100.000, 2.0, -1, True, 2810.0, 0.030, 100.000, 3.0, -1, True, 3968.0, 0.030, 100.000, 2.0, -1, True, 3101.0, 0.031, 100.000, 5.0, -1, True, 3813.0, 0.029, 100.000, 1.0, -1, True, 2810.0
16867, 34, 10, 2.353, 2.925, 0.912, 301.288, 0.675, 76.462, 1.500, 1.420, 3.000, 0.946, 4.000, -1, 0.001, 0, 0, False, 1763.0, 1997.0, 2139.0, 0.025, 100.000, 7.0, -1, True, 2237.0, 0.115, 100.000, 11.0, -1, True, 2171.0, 0.025, 100.000, 10.0, -1, True, 2310.0, 0.025, 100.000, 10.0, -1, True, 2128.0, 0.035, 100.000, 9.0, -1, True, 1997.0, 0.028, 100.000, 10.0, -1, True, 1997.0
16868, 10, 12, 2.700, 8.704, 2.600, 291.556, 0.808, 49.243, 3.700, 2.003, 9.000, 0.541, 5.000, -1, 0.000, 0, 0, False, 2176.0, 2207.0, 2207.0, 0.007, 100.000, 1.0, -1, True, 2207.0, 0.008, 100.000, 1.0, -1, True, 2207.0, 0.007, 100.000, 1.0, -1, True, 2207.0, 0.007, 100.000, 1.0, -1, True, 2272.0, 0.006, 100.000, 1.0, -1, True, 2207.0, 0.010, 100.000, 1.0, -1, True, 2207.0
16869, 15, 19, 2.467, 14.757, 2.933, 305.216, 0.967, 11.090, 3.333, 3.519, 14.000, 1.056, 9.000, -1, 0.000, 0, 0, False, 2833.0, 2879.0, 2898.0, 0.022, 100.000, 10.0, -1, True, 2894.0, 0.035, 100.000, 12.0, -1, True, 2879.0, 0.028, 100.000, 11.0, -1, True, 2879.0, 0.030, 100.000, 11.0, -1, True, 2963.0, 0.035, 100.000, 10.0, -1, True, 2898.0, 0.025, 100.000, 10.0, -1, True, 2879.0
16870, 33, 13, 2.485, 10.146, 0.758, 291.098, 0.845, 41.800, 2.606, 1.983, 10.000, 0.761, 6.000, -1, 0.000, 0, 0, False, 1757.0, 3543.0, 3873.0, 0.085, 100.000, 26.0, -1, True, 3879.0, 0.320, 100.000, 30.0, -1, True, 3543.0, 0.100, 100.000, 28.0, -1, True, 3889.0, 0.100, 100.000, 24.0, -1, True, 3652.0, 0.100, 100.000, 29.0, -1, True, 4135.0, 0.095, 100.000, 28.0, -1, True, 3543.0
16871, 32, 13, 2.562, 9.976, 0.906, 299.537, 0.946, 16.565, 2.844, 2.187, 10.000, 0.769, 6.000, -1, 0.000, 0, 0, False, 1486.0, 1646.0, 1882.0, 0.070, 100.000, 81.0, -1, True, 1897.0, 0.345, 100.000, 72.0, -1, True, 1646.0, 0.070, 100.000, 87.0, -1, True, 2374.0, 0.080, 100.000, 59.0, -1, True, 1938.0, 0.070, 100.000, 64.0, -1, True, 2120.0, 0.070, 100.000, 70.0, -1, True, 1646.0
16872, 26, 17, 7.115, 4.622, 2.692, 306.600, 0.561, 88.309, 5.731, 1.313, 5.000, 0.229, 4.000, -1, 0.000, 0, 0, False, 3717.0, 3817.0, 3915.0, 0.075, 100.000, 2.0, -1, True, 3835.0, 0.145, 100.000, 1.0, -1, True, 3817.0, 0.080, 100.000, 3.0, -1, True, 4031.0, 0.090, 100.000, 5.0, -1, True, 3923.0, 0.090, 100.000, 4.0, -1, True, 3817.0, 0.110, 100.000, 3.0, -1, True, 3817.0
16873, 19, 11, 7.895, 3.487, 3.474, 298.287, 0.744, 60.151, 4.316, 0.946, 3.000, 0.219, 3.000, -1, 0.000, 0, 0, False, 3015.0, 3015.0, 3060.0, 0.053, 100.000, 2.0, -1, True, 3015.0, 0.070, 100.000, 3.0, -1, True, 3015.0, 0.050, 100.000, 4.0, -1, True, 3015.0, 0.070, 100.000, 3.0, -1, True, 3015.0, 0.050, 100.000, 4.0, -1, True, 3060.0, 0.062, 100.000, 3.0, -1, True, 3015.0
16874, 36, 19, 7.472, 5.405, 0.833, 296.844, 0.610, 74.799, 7.333, 1.171, 5.000, 0.160, 4.000, -1, 0.000, 0, 0, False, 2064.0, 2064.0, 2501.0, 0.160, 100.000, 3.0, -1, True, 2415.0, 0.796, 100.000, 13.0, -1, True, 2064.0, 0.204, 100.000, 9.0, -1, True, 2716.0, 0.200, 100.000, 6.0, -1, True, 2246.0, 0.200, 100.000, 4.0, -1, True, 2281.0, 0.190, 100.000, 6.0, -1, True, 2064.0
16875, 38, 13, 6.895, 3.469, 1.000, 299.305, 0.718, 60.504, 4.158, 0.945, 3.000, 0.227, 3.000, -1, 0.000, 0, 0, False, 1343.0, 1343.0, 1479.0, 0.092, 100.000, 13.0, -1, True, 1597.0, 0.550, 100.000, 14.0, -1, True, 1343.0, 0.090, 100.000, 12.0, -1, True, 1513.0, 0.090, 100.000, 16.0, -1, True, 1343.0, 0.101, 100.000, 28.0, -1, True, 1493.0, 0.099, 100.000, 29.0, -1, True, 1343.0
16876, 10, 18, 7.400, 13.622, 1.500, 307.311, 0.885, 33.027, 7.500, 1.354, 13.500, 0.181, 4.000, -1, 0.000, 0, 0, False, 909.0, 1179.0, 1179.0, 0.050, 100.000, 9.0, -1, True, 1332.0, 0.090, 100.000, 7.0, -1, True, 1195.0, 0.045, 100.000, 9.0, -1, True, 1302.0, 0.045, 100.000, 7.0, -1, True, 1211.0, 0.040, 100.000, 10.0, -1, True, 1195.0, 0.043, 100.000, 9.0, -1, True, 1179.0
16877, 33, 12, 7.636, 8.770, 4.273, 297.008, 0.941, 18.995, 5.333, 0.924, 9.000, 0.173, 3.000, -1, 0.000, 0, 0, False, 5438.0, 5444.0, 5452.0, 0.170, 100.000, 11.0, -1, True, 5581.0, 0.224, 100.000, 11.0, -1, True, 5452.0, 0.161, 100.000, 12.0, -1, True, 5535.0, 0.171, 100.000, 11.0, -1, True, 5444.0, 0.178, 100.000, 12.0, -1, True, 5452.0, 0.160, 100.000, 12.0, -1, True, 5444.0
16878, 15, 10, 7.400, 7.387, 0.800, 299.495, 0.784, 58.245, 4.000, 1.134, 7.000, 0.283, 3.000, -1, 0.000, 0, 0, False, 1142.0, 1471.0, 1774.0, 0.040, 100.000, 7.0, -1, True, 1715.0, 0.087, 100.000, 8.0, -1, True, 1564.0, 0.041, 100.000, 8.0, -1, True, 1768.0, 0.042, 100.000, 12.0, -1, True, 1471.0, 0.039, 100.000, 11.0, -1, True, 1832.0, 0.042, 100.000, 6.0, -1, True, 1471.0
16879, 34, 17, 7.294, 13.121, 0.735, 297.544, 0.961, 12.302, 6.559, 1.397, 13.000, 0.213, 6.000, -1, 0.000, 0, 0, False, 1622.0, 1631.0, 1838.0, 0.305, 100.000, 107.0, -1, True, 1930.0, 1.600, 100.000, 123.0, -1, True, 1631.0, 0.345, 100.000, 110.0, -1, True, 1776.0, 0.345, 100.000, 111.0, -1, True, 1674.0, 0.350, 100.000, 111.0, -1, True, 1674.0, 0.335, 100.000, 104.0, -1, True, 1631.0
16880, 69, 11, 2.449, 3.349, 4.725, 301.124, 0.459, 116.511, 1.783, 1.670, 3.000, 0.937, 5.000, -1, 0.000, 0, 0, False, 11033.0, 11692.0, 12307.0, 0.101, 100.000, 1.0, -1, True, 12140.0, 0.145, 100.000, 1.0, -1, True, 11770.0, 0.104, 100.000, 0.0, -1, False, 11692.0, 0.094, 100.000, 3.0, -1, True, 12462.0, 0.115, 100.000, 2.0, -1, True, 12367.0, 0.091, 100.000, 1.0, -1, True, 11692.0
16881, 56, 19, 2.321, 5.354, 4.375, 305.631, 0.828, 35.937, 3.143, 2.901, 5.000, 0.923, 9.000, -1, 0.000, 0, 0, False, 9882.0, 9925.0, 10202.0, 0.125, 100.000, 12.0, -1, True, 10118.0, 0.155, 100.000, 8.0, -1, True, 9925.0, 0.105, 100.000, 14.0, -1, True, 9992.0, 0.110, 100.000, 18.0, -1, True, 10003.0, 0.120, 100.000, 12.0, -1, True, 10178.0, 0.120, 100.000, 16.0, -1, True, 9925.0
16882, 56, 18, 2.446, 5.066, 1.036, 297.759, 0.609, 78.999, 3.107, 2.794, 5.000, 0.899, 8.000, -1, 0.000, 0, 0, False, 3008.0, 3788.0, 4245.0, 0.112, 100.000, 18.0, -1, True, 4822.0, 0.485, 100.000, 12.0, -1, True, 3788.0, 0.127, 100.000, 15.0, -1, True, 4030.0, 0.129, 100.000, 15.0, -1, True, 3906.0, 0.098, 100.000, 22.0, -1, True, 4450.0, 0.099, 100.000, 17.0, -1, True, 3788.0
16883, 66, 12, 2.318, 3.366, 1.136, 297.948, 0.707, 64.101, 1.818, 1.779, 3.000, 0.979, 5.000, -1, 0.000, 0, 0, False, 2481.0, 2881.0, 3726.0, 0.100, 100.000, 18.0, -1, True, 3809.0, 0.415, 100.000, 22.0, -1, True, 2881.0, 0.094, 100.000, 15.0, -1, True, 3822.0, 0.098, 100.000, 23.0, -1, True, 3220.0, 0.087, 100.000, 19.0, -1, True, 3604.0, 0.090, 100.000, 23.0, -1, True, 2881.0
16884, 57, 13, 2.368, 10.148, 4.351, 299.044, 0.850, 43.218, 2.386, 1.962, 10.000, 0.822, 6.000, -1, 0.000, 0, 0, False, 9010.0, 9651.0, 10349.0, 0.190, 100.000, 24.0, -1, True, 10408.0, 0.281, 100.000, 19.0, -1, True, 9651.0, 0.208, 100.000, 25.0, -1, True, 10850.0, 0.200, 100.000, 19.0, -1, True, 10361.0, 0.165, 100.000, 21.0, -1, True, 10387.0, 0.200, 100.000, 23.0, -1, True, 9651.0
16885, 84, 13, 2.488, 9.971, 4.333, 304.239, 0.949, 16.897, 2.369, 2.029, 10.000, 0.856, 6.000, -1, 0.000, 0, 0, False, 13739.0, 13924.0, 14424.0, 0.450, 100.000, 57.0, -1, True, 14458.0, 0.718, 100.000, 61.0, -1, True, 13924.0, 0.500, 100.000, 59.0, -1, True, 14456.0, 0.520, 100.000, 54.0, -1, True, 14586.0, 0.480, 100.000, 55.0, -1, True, 14538.0, 0.520, 100.000, 56.0, -1, True, 13924.0
16886, 91, 14, 2.484, 10.571, 0.890, 305.257, 0.848, 42.083, 2.429, 2.261, 11.000, 0.931, 7.000, -1, 0.000, 0, 0, False, 2290.0, 8036.0, 9120.0, 0.706, 100.000, 87.0, -1, True, 8036.0, 5.794, 100.000, 99.0, -1, True, 8306.0, 0.638, 100.000, 100.0, -1, True, 9730.0, 0.707, 100.000, 82.0, -1, True, 8596.0, 0.632, 100.000, 98.0, -1, True, 9770.0, 0.584, 100.000, 89.0, -1, True, 8036.0
16887, 89, 14, 2.539, 10.642, 0.944, 299.743, 0.955, 15.320, 2.854, 2.234, 11.000, 0.783, 7.000, -1, 0.000, 0, 0, False, 1800.0, 3488.0, 3926.0, 0.535, 100.000, 297.0, -1, True, 3967.0, 5.373, 100.000, 335.0, -1, True, 3488.0, 0.670, 100.000, 330.0, -1, True, 3882.0, 0.735, 100.000, 298.0, -1, True, 3795.0, 0.650, 100.000, 313.0, -1, True, 3667.0, 0.625, 100.000, 307.0, -1, True, 3488.0
16888, 57, 14, 7.509, 4.063, 4.421, 300.621, 0.528, 98.348, 4.877, 1.119, 4.000, 0.229, 5.000, -1, 0.000, 0, 0, False, 7305.0, 7545.0, 7591.0, 0.255, 100.000, 2.0, -1, True, 7820.0, 0.480, 100.000, 3.0, -1, True, 7545.0, 0.250, 100.000, 3.0, -1, True, 7800.0, 0.260, 100.000, 7.0, -1, True, 7799.0, 0.260, 100.000, 5.0, -1, True, 7591.0, 0.280, 100.000, 3.0, -1, True, 7545.0
16889, 80, 18, 7.638, 4.795, 4.875, 298.188, 0.762, 41.708, 6.888, 1.125, 5.000, 0.163, 5.000, -1, 0.000, 0, 0, False, 11570.0, 11592.0, 11619.0, 0.521, 100.000, 9.0, -1, True, 11692.0, 0.954, 100.000, 13.0, -1, True, 11592.0, 0.519, 100.000, 12.0, -1, True, 11829.0, 0.510, 100.000, 7.0, -1, True, 11699.0, 0.560, 100.000, 16.0, -1, True, 11602.0, 0.580, 100.000, 13.0, -1, True, 11592.0
16890, 79, 18, 7.506, 5.094, 1.051, 301.604, 0.594, 80.292, 6.595, 1.557, 5.000, 0.236, 7.000, -1, 0.000, 0, 0, False, 2472.0, 3103.0, 3962.0, 0.552, 100.000, 21.0, -1, True, 3731.0, 3.385, 100.000, 13.0, -1, True, 3220.0, 0.585, 100.000, 19.0, -1, True, 3899.0, 0.545, 100.000, 16.0, -1, True, 3103.0, 0.546, 100.000, 17.0, -1, True, 3935.0, 0.542, 100.000, 27.0, -1, True, 3103.0
16891, 80, 11, 7.475, 3.492, 0.875, 293.798, 0.712, 59.592, 4.300, 0.877, 4.000, 0.204, 3.000, -1, 0.000, 0, 0, False, 1828.0, 2284.0, 2905.0, 0.440, 100.000, 52.0, -1, True, 2626.0, 4.405, 100.000, 55.0, -1, True, 2284.0, 0.425, 100.000, 55.0, -1, True, 3304.0, 0.440, 100.000, 44.0, -1, True, 2727.0, 0.390, 100.000, 29.0, -1, True, 3102.0, 0.430, 100.000, 33.0, -1, True, 2284.0
16892, 77, 12, 7.377, 9.090, 4.896, 302.206, 0.826, 48.045, 5.273, 0.968, 9.000, 0.184, 4.000, -1, 0.000, 0, 0, False, 10984.0, 12020.0, 12452.0, 0.911, 100.000, 28.0, -1, True, 12263.0, 1.669, 100.000, 27.0, -1, True, 12020.0, 0.920, 100.000, 30.0, -1, True, 12698.0, 0.834, 100.000, 22.0, -1, True, 12195.0, 0.860, 100.000, 31.0, -1, True, 12295.0, 0.923, 100.000, 32.0, -1, True, 12020.0
