Problem_ID, |Operations|, |Resources|, Avg(Mi), Avg(Rim), Avg(pref), Avg(Tim), Avg(Him), Avg(Dim), Rim_mean, Rim_stdev, Rim_median, Rim_CV, Rim_range, Cross_resources, Total_run_time, Nodes, Queue_size, MIP_infeasible, LB, UB, greedy_1, time, feasibles, cross_resources, improved_generation, cross_best_solution, greedy_2, time, feasibles, cross_resources, improved_generation, cross_best_solution, greedy_3, time, feasibles, cross_resources, improved_generation, cross_best_solution, greedy_4, time, feasibles, cross_resources, improved_generation, cross_best_solution, greedy_5, time, feasibles, cross_resources, improved_generation, cross_best_solution, greedy_6, time, feasibles, cross_resources, improved_generation, cross_best_solution, solution
16330, 35, 9, 7.514, 2.506, 0.943, 300.019, 0.357, 148.703, 2.457, 0.701, 2.000, 0.285, 2.000, -1, 0.000, 0, 0, False, 1788.0, 1874.0, 2341.0, 0.058, 100.000, 1.0, -1, True, 2469.0, 0.268, 100.000, 0.0, -1, False, 1874.0, 0.075, 100.000, 1.0, -1, True, 2276.0, 0.075, 100.000, 0.0, -1, False, 1977.0, 0.075, 100.000, 1.0, -1, True, 2074.0, 0.067, 100.000, 0.0, -1, False, 1874.0
16331, 41, 6, 7.463, 2.088, 0.780, 296.941, 0.583, 112.346, 1.854, 0.358, 2.000, 0.193, 1.000, -1, 0.000, 0, 0, False, 1304.0, 1848.0, 2264.0, 0.062, 100.000, 5.0, -1, True, 2098.0, 0.426, 100.000, 6.0, -1, True, 1848.0, 0.075, 100.000, 9.0, -1, True, 2588.0, 0.065, 100.000, 4.0, -1, True, 1994.0, 0.073, 100.000, 10.0, -1, True, 2371.0, 0.067, 100.000, 6.0, -1, True, 1848.0
16332, 26, 5, 7.231, 3.989, 3.538, 298.628, 0.605, 102.515, 1.885, 0.326, 4.000, 0.173, 1.000, -1, 0.000, 0, 0, False, 4203.0, 4545.0, 4899.0, 0.042, 100.000, 3.0, -1, True, 4652.0, 0.068, 100.000, 4.0, -1, True, 4545.0, 0.044, 100.000, 2.0, -1, True, 4872.0, 0.045, 100.000, 0.0, -1, False, 4794.0, 0.041, 100.000, 2.0, -1, True, 4821.0, 0.050, 100.000, 2.0, -1, True, 4545.0
16333, 42, 7, 7.429, 5.404, 3.357, 303.663, 0.906, 33.457, 2.619, 0.582, 5.000, 0.222, 2.000, -1, 0.000, 0, 0, False, 5439.0, 5571.0, 5620.0, 0.155, 100.000, 26.0, -1, True, 5882.0, 0.265, 100.000, 31.0, -1, True, 5571.0, 0.150, 100.000, 25.0, -1, True, 5755.0, 0.165, 100.000, 26.0, -1, True, 5613.0, 0.170, 100.000, 27.0, -1, True, 5571.0, 0.165, 100.000, 25.0, -1, True, 5571.0
16334, 40, 7, 7.850, 5.494, 0.775, 303.876, 0.715, 77.856, 2.775, 0.423, 5.000, 0.152, 1.000, -1, 0.000, 0, 0, False, 1979.0, 4031.0, 4455.0, 0.197, 100.000, 18.0, -1, True, 4031.0, 1.020, 100.000, 25.0, -1, True, 4389.0, 0.250, 100.000, 16.0, -1, True, 4582.0, 0.180, 100.000, 20.0, -1, True, 4086.0, 0.210, 100.000, 25.0, -1, True, 4221.0, 0.190, 100.000, 26.0, -1, True, 4031.0
16335, 37, 9, 7.919, 7.075, 0.865, 300.481, 0.926, 24.378, 3.757, 0.641, 7.000, 0.171, 3.000, -1, 0.000, 0, 0, False, 1157.0, 1501.0, 1579.0, 0.210, 100.000, 92.0, -1, True, 1699.0, 1.380, 100.000, 102.0, -1, True, 1501.0, 0.235, 100.000, 103.0, -1, True, 1813.0, 0.227, 100.000, 71.0, -1, True, 1526.0, 0.228, 100.000, 98.0, -1, True, 2214.0, 0.225, 100.000, 68.0, -1, True, 1501.0
16336, 71, 6, 2.437, 1.902, 4.225, 303.630, 0.230, 188.477, 1.042, 0.836, 2.000, 0.802, 2.000, -1, 0.000, 0, 0, False, 12159.0, 12297.0, 12815.0, 0.056, 100.000, 0.0, -1, False, 13239.0, 0.081, 100.000, 0.0, -1, False, 12297.0, 0.056, 100.000, 0.0, -1, False, 13182.0, 0.065, 100.000, 0.0, -1, False, 13349.0, 0.055, 100.000, 0.0, -1, False, 12598.0, 0.057, 100.000, 0.0, -1, False, 12297.0
16337, 87, 5, 2.483, 1.551, 5.161, 296.463, 0.417, 165.549, 0.529, 0.502, 2.000, 0.950, 1.000, -1, 0.000, 0, 0, False, 16969.0, 17181.0, 17540.0, 0.090, 100.000, 0.0, -1, False, 17821.0, 0.090, 100.000, 0.0, -1, False, 17181.0, 0.082, 100.000, 1.0, -1, True, 17247.0, 0.069, 100.000, 1.0, -1, True, 17452.0, 0.085, 100.000, 1.0, -1, True, 17405.0, 0.075, 100.000, 1.0, -1, True, 17181.0
16338, 95, 4, 2.432, 1.498, 0.874, 305.329, 0.121, 228.991, 0.516, 0.502, 1.000, 0.974, 1.000, -1, 0.000, 0, 0, False, 3319.0, 8546.0, 9088.0, 0.080, 100.000, 0.0, -1, False, 9223.0, 0.590, 100.000, 0.0, -1, False, 8930.0, 0.082, 100.000, 0.0, -1, False, 9100.0, 0.068, 100.000, 0.0, -1, False, 8546.0, 0.065, 100.000, 0.0, -1, False, 9084.0, 0.080, 100.000, 0.0, -1, False, 8546.0
16339, 82, 6, 2.817, 1.987, 1.024, 303.602, 0.506, 123.782, 1.122, 0.852, 2.000, 0.759, 2.000, -1, 0.000, 0, 0, False, 2665.0, 4508.0, 4902.0, 0.090, 100.000, 12.0, -1, True, 6118.0, 0.627, 100.000, 10.0, -1, True, 4679.0, 0.086, 100.000, 11.0, -1, True, 4682.0, 0.095, 100.000, 12.0, -1, True, 4508.0, 0.100, 100.000, 12.0, -1, True, 4847.0, 0.085, 100.000, 8.0, -1, True, 4508.0
16340, 51, 9, 2.353, 6.925, 3.980, 305.208, 0.769, 63.076, 1.588, 1.486, 7.000, 0.935, 4.000, -1, 0.000, 0, 0, False, 8104.0, 9485.0, 9950.0, 0.105, 100.000, 15.0, -1, True, 9485.0, 0.172, 100.000, 14.0, -1, True, 9772.0, 0.100, 100.000, 13.0, -1, True, 10099.0, 0.109, 100.000, 18.0, -1, True, 9942.0, 0.100, 100.000, 13.0, -1, True, 10174.0, 0.103, 100.000, 11.0, -1, True, 9485.0
16341, 69, 6, 2.565, 4.373, 4.449, 294.446, 0.866, 42.173, 1.493, 1.158, 4.000, 0.776, 3.000, -1, 0.000, 0, 0, False, 10048.0, 10172.0, 11012.0, 0.117, 100.000, 26.0, -1, True, 10729.0, 0.244, 100.000, 35.0, -1, True, 10172.0, 0.164, 100.000, 34.0, -1, True, 10888.0, 0.160, 100.000, 30.0, -1, True, 10670.0, 0.115, 100.000, 32.0, -1, True, 10613.0, 0.120, 100.000, 36.0, -1, True, 10172.0
16342, 70, 7, 2.486, 5.511, 1.086, 294.098, 0.707, 75.164, 1.314, 1.084, 6.000, 0.825, 3.000, -1, 0.000, 0, 0, False, 4211.0, 7817.0, 9620.0, 0.160, 100.000, 27.0, -1, True, 8578.0, 0.744, 100.000, 29.0, -1, True, 7817.0, 0.200, 100.000, 34.0, -1, True, 8959.0, 0.187, 100.000, 37.0, -1, True, 8817.0, 0.220, 100.000, 36.0, -1, True, 9047.0, 0.195, 100.000, 32.0, -1, True, 7817.0
16343, 70, 3, 2.543, 2.506, 0.771, 297.129, 0.766, 86.691, 0.557, 0.500, 3.000, 0.898, 1.000, -1, 0.000, 0, 0, False, 1587.0, 6410.0, 6417.0, 0.070, 100.000, 41.0, -1, True, 6591.0, 0.649, 100.000, 30.0, -1, True, 6410.0, 0.080, 100.000, 35.0, -1, True, 7097.0, 0.105, 100.000, 39.0, -1, True, 7046.0, 0.085, 100.000, 35.0, -1, True, 7038.0, 0.080, 100.000, 33.0, -1, True, 6410.0
16344, 91, 8, 7.604, 2.558, 4.923, 300.717, 0.353, 146.238, 2.780, 0.442, 3.000, 0.159, 2.000, -1, 0.000, 0, 0, False, 10762.0, 11298.0, 11759.0, 0.375, 100.000, 2.0, -1, True, 11749.0, 0.725, 100.000, 1.0, -1, True, 11298.0, 0.380, 100.000, 5.0, -1, True, 11848.0, 0.430, 100.000, 5.0, -1, True, 11619.0, 0.390, 100.000, 4.0, -1, True, 11546.0, 0.396, 100.000, 3.0, -1, True, 11298.0
16345, 74, 5, 7.568, 1.480, 4.595, 303.182, 0.366, 179.258, 0.986, 0.116, 1.000, 0.118, 1.000, -1, 0.000, 0, 0, False, 10692.0, 10746.0, 11230.0, 0.137, 100.000, 0.0, -1, False, 11247.0, 0.213, 100.000, 0.0, -1, False, 10746.0, 0.157, 100.000, 0.0, -1, False, 11265.0, 0.150, 100.000, 1.0, -1, True, 11164.0, 0.150, 100.000, 1.0, -1, True, 11177.0, 0.150, 100.000, 0.0, -1, False, 10746.0
16346, 96, 4, 7.510, 1.530, 0.979, 301.680, 0.133, 223.544, 0.990, 0.102, 2.000, 0.103, 1.000, -1, 0.000, 0, 0, False, 2794.0, 7189.0, 7424.0, 0.260, 100.000, 0.0, -1, False, 7189.0, 1.945, 100.000, 0.0, -1, False, 7552.0, 0.265, 100.000, 0.0, -1, False, 8005.0, 0.240, 100.000, 0.0, -1, False, 7407.0, 0.270, 100.000, 0.0, -1, False, 7982.0, 0.250, 100.000, 0.0, -1, False, 7189.0
16347, 80, 7, 7.350, 2.600, 0.900, 299.146, 0.628, 86.532, 2.712, 0.482, 3.000, 0.178, 2.000, -1, 0.000, 0, 0, False, 1738.0, 3187.0, 3492.0, 0.290, 100.000, 32.0, -1, True, 3337.0, 3.300, 100.000, 26.0, -1, True, 3329.0, 0.400, 100.000, 32.0, -1, True, 3696.0, 0.450, 100.000, 33.0, -1, True, 3187.0, 0.400, 100.000, 34.0, -1, True, 3590.0, 0.260, 100.000, 30.0, -1, True, 3187.0
16348, 66, 4, 7.667, 2.990, 4.667, 297.854, 0.459, 131.588, 1.833, 0.376, 3.000, 0.205, 1.000, -1, 0.000, 0, 0, False, 8700.0, 10107.0, 10480.0, 0.213, 100.000, 7.0, -1, True, 10740.0, 0.316, 100.000, 3.0, -1, True, 10107.0, 0.220, 100.000, 8.0, -1, True, 10793.0, 0.220, 100.000, 6.0, -1, True, 10364.0, 0.211, 100.000, 6.0, -1, True, 10271.0, 0.210, 100.000, 8.0, -1, True, 10107.0
16349, 59, 8, 7.441, 6.034, 4.288, 298.829, 0.913, 28.980, 3.525, 0.774, 6.000, 0.219, 3.000, -1, 0.000, 0, 0, False, 8475.0, 8483.0, 8613.0, 0.412, 100.000, 33.0, -1, True, 8638.0, 0.626, 100.000, 34.0, -1, True, 8483.0, 0.370, 100.000, 32.0, -1, True, 8913.0, 0.370, 100.000, 29.0, -1, True, 8512.0, 0.380, 100.000, 35.0, -1, True, 8534.0, 0.380, 100.000, 31.0, -1, True, 8483.0
16350, 97, 4, 7.557, 2.985, 0.959, 300.022, 0.444, 134.248, 1.856, 0.353, 3.000, 0.190, 1.000, -1, 0.000, 0, 0, False, 3564.0, 10225.0, 11413.0, 0.550, 100.000, 10.0, -1, True, 10225.0, 2.630, 100.000, 8.0, -1, True, 10854.0, 0.522, 100.000, 14.0, -1, True, 11279.0, 0.498, 100.000, 12.0, -1, True, 10725.0, 0.651, 100.000, 11.0, -1, True, 11063.0, 0.580, 100.000, 16.0, -1, True, 10225.0
16351, 82, 6, 7.659, 4.414, 0.793, 299.325, 0.875, 42.316, 2.683, 0.564, 4.000, 0.210, 2.000, -1, 0.000, 0, 0, False, 1568.0, 3471.0, 4097.0, 0.620, 100.000, 120.0, -1, True, 3471.0, 7.161, 100.000, 135.0, -1, True, 4013.0, 0.518, 100.000, 136.0, -1, True, 4137.0, 0.702, 100.000, 115.0, -1, True, 3709.0, 0.568, 100.000, 143.0, -1, True, 4123.0, 0.575, 100.000, 120.0, -1, True, 3471.0
16352, 23, 12, 2.391, 3.727, 2.826, 285.255, 0.486, 102.410, 1.870, 2.029, 4.000, 1.086, 5.000, -1, 0.000, 0, 0, False, 3193.0, 3450.0, 3593.0, 0.020, 100.000, 0.0, -1, False, 3815.0, 0.040, 100.000, 3.0, -1, True, 3450.0, 0.015, 100.000, 3.0, -1, True, 3628.0, 0.017, 100.000, 0.0, -1, False, 3575.0, 0.015, 100.000, 2.0, -1, True, 3522.0, 0.012, 100.000, 0.0, -1, False, 3450.0
16353, 14, 15, 2.714, 4.421, 1.571, 305.368, 0.805, 45.839, 2.143, 1.834, 4.000, 0.856, 5.000, -1, 0.000, 0, 0, False, 1324.0, 1324.0, 1474.0, 0.015, 100.000, 11.0, -1, True, 1390.0, 0.042, 100.000, 3.0, -1, True, 1324.0, 0.010, 100.000, 4.0, -1, True, 1414.0, 0.010, 100.000, 9.0, -1, True, 1384.0, 0.009, 100.000, 7.0, -1, True, 1474.0, 0.011, 100.000, 11.0, -1, True, 1324.0
16354, 24, 14, 2.708, 3.862, 0.708, 299.246, 0.456, 103.542, 2.375, 1.813, 4.000, 0.763, 6.000, -1, 0.000, 0, 0, False, 1301.0, 1600.0, 2114.0, 0.020, 100.000, 5.0, -1, True, 1600.0, 0.110, 100.000, 5.0, -1, True, 1613.0, 0.025, 100.000, 8.0, -1, True, 1989.0, 0.020, 100.000, 3.0, -1, True, 1612.0, 0.025, 100.000, 1.0, -1, True, 1706.0, 0.030, 100.000, 3.0, -1, True, 1600.0
16355, 21, 15, 3.000, 4.762, 0.714, 292.381, 0.747, 41.227, 4.143, 2.104, 5.000, 0.508, 7.000, -1, 0.000, 0, 0, False, 984.0, 1037.0, 1234.0, 0.030, 100.000, 14.0, -1, True, 1305.0, 0.090, 100.000, 8.0, -1, True, 1259.0, 0.025, 100.000, 27.0, -1, True, 1037.0, 0.025, 100.000, 17.0, -1, True, 1102.0, 0.025, 100.000, 22.0, -1, True, 1234.0, 0.025, 100.000, 19.0, -1, True, 1037.0
16356, 41, 18, 2.439, 13.780, 3.805, 299.470, 0.885, 31.732, 3.073, 3.126, 14.000, 1.017, 9.000, -1, 0.000, 0, 0, False, 7613.0, 7792.0, 8345.0, 0.150, 100.000, 17.0, -1, True, 8462.0, 0.195, 100.000, 14.0, -1, True, 7792.0, 0.145, 100.000, 17.0, -1, True, 8350.0, 0.150, 100.000, 16.0, -1, True, 8211.0, 0.140, 100.000, 13.0, -1, True, 8163.0, 0.140, 100.000, 17.0, -1, True, 7792.0
16357, 13, 16, 2.538, 11.576, 3.154, 303.485, 0.957, 14.631, 3.077, 2.691, 12.000, 0.875, 8.000, -1, 0.000, 0, 0, False, 3134.0, 3134.0, 3134.0, 0.015, 100.000, 2.0, -1, True, 3259.0, 0.020, 100.000, 3.0, -1, True, 3134.0, 0.015, 100.000, 2.0, -1, True, 3144.0, 0.015, 100.000, 3.0, -1, True, 3134.0, 0.015, 100.000, 2.0, -1, True, 3134.0, 0.010, 100.000, 2.0, -1, True, 3134.0
16358, 45, 15, 2.511, 11.336, 1.067, 297.973, 0.860, 38.386, 2.933, 2.157, 11.000, 0.735, 7.000, -1, 0.000, 0, 0, False, 2472.0, 4514.0, 5409.0, 0.160, 100.000, 35.0, -1, True, 4514.0, 0.741, 100.000, 52.0, -1, True, 4930.0, 0.184, 100.000, 36.0, -1, True, 5452.0, 0.165, 100.000, 38.0, -1, True, 5144.0, 0.153, 100.000, 41.0, -1, True, 4941.0, 0.132, 100.000, 37.0, -1, True, 4514.0
16359, 20, 15, 2.450, 11.041, 0.700, 287.939, 0.955, 13.922, 2.750, 2.173, 11.000, 0.790, 7.000, -1, 0.000, 0, 0, False, 1219.0, 1270.0, 1432.0, 0.051, 100.000, 42.0, -1, True, 1403.0, 0.122, 100.000, 47.0, -1, True, 1270.0, 0.031, 100.000, 40.0, -1, True, 1577.0, 0.031, 100.000, 36.0, -1, True, 1341.0, 0.030, 100.000, 43.0, -1, True, 1526.0, 0.031, 100.000, 43.0, -1, True, 1270.0
16360, 41, 15, 7.341, 4.635, 3.463, 301.289, 0.567, 86.705, 6.098, 0.944, 5.000, 0.155, 4.000, -1, 0.000, 0, 0, False, 4928.0, 5108.0, 5150.0, 0.115, 100.000, 2.0, -1, True, 5310.0, 0.240, 100.000, 4.0, -1, True, 5108.0, 0.130, 100.000, 1.0, -1, True, 5174.0, 0.141, 100.000, 5.0, -1, True, 5382.0, 0.145, 100.000, 4.0, -1, True, 5150.0, 0.118, 100.000, 2.0, -1, True, 5108.0
16361, 20, 11, 7.550, 3.404, 2.450, 297.735, 0.674, 62.942, 4.400, 0.821, 3.000, 0.187, 2.000, -1, 0.000, 0, 0, False, 2188.0, 2287.0, 2309.0, 0.035, 100.000, 4.0, -1, True, 2323.0, 0.073, 100.000, 2.0, -1, True, 2287.0, 0.035, 100.000, 5.0, -1, True, 2287.0, 0.042, 100.000, 8.0, -1, True, 2289.0, 0.033, 100.000, 5.0, -1, True, 2287.0, 0.030, 100.000, 3.0, -1, True, 2287.0
16362, 38, 14, 7.684, 4.024, 0.947, 304.935, 0.515, 100.093, 4.868, 1.018, 4.000, 0.209, 4.000, -1, 0.000, 0, 0, False, 2594.0, 2693.0, 2912.0, 0.109, 100.000, 1.0, -1, True, 3204.0, 0.366, 100.000, 3.0, -1, True, 2693.0, 0.132, 100.000, 5.0, -1, True, 2732.0, 0.129, 100.000, 3.0, -1, True, 2877.0, 0.145, 100.000, 6.0, -1, True, 2871.0, 0.140, 100.000, 5.0, -1, True, 2693.0
16363, 14, 18, 7.643, 4.822, 0.500, 308.084, 0.753, 42.874, 6.714, 1.437, 4.000, 0.214, 4.000, -1, 0.000, 0, 0, False, 681.0, 743.0, 783.0, 0.040, 100.000, 5.0, -1, True, 760.0, 0.113, 100.000, 10.0, -1, True, 743.0, 0.031, 100.000, 6.0, -1, True, 876.0, 0.029, 100.000, 11.0, -1, True, 743.0, 0.030, 100.000, 1.0, -1, True, 808.0, 0.037, 100.000, 6.0, -1, True, 743.0
16364, 39, 11, 7.231, 8.447, 4.333, 297.067, 0.815, 50.404, 4.051, 1.075, 8.000, 0.265, 3.000, -1, 0.000, 0, 0, False, 6574.0, 6768.0, 6985.0, 0.218, 100.000, 9.0, -1, True, 7182.0, 0.330, 100.000, 8.0, -1, True, 6768.0, 0.264, 100.000, 10.0, -1, True, 6818.0, 0.230, 100.000, 11.0, -1, True, 6907.0, 0.240, 100.000, 9.0, -1, True, 6768.0, 0.245, 100.000, 10.0, -1, True, 6768.0
16365, 16, 10, 7.312, 7.675, 2.312, 296.368, 0.932, 22.274, 4.500, 0.816, 8.000, 0.181, 3.000, -1, 0.000, 0, 0, False, 2118.0, 2130.0, 2130.0, 0.050, 100.000, 14.0, -1, True, 2134.0, 0.080, 100.000, 15.0, -1, True, 2130.0, 0.040, 100.000, 14.0, -1, True, 2178.0, 0.045, 100.000, 16.0, -1, True, 2155.0, 0.045, 100.000, 12.0, -1, True, 2130.0, 0.040, 100.000, 14.0, -1, True, 2130.0
16366, 11, 14, 7.909, 10.356, 0.636, 294.230, 0.851, 40.908, 5.909, 1.044, 11.000, 0.177, 3.000, -1, 0.000, 0, 0, False, 1087.0, 1208.0, 1284.0, 0.045, 100.000, 7.0, -1, True, 1528.0, 0.080, 100.000, 4.0, -1, True, 1218.0, 0.040, 100.000, 6.0, -1, True, 1291.0, 0.050, 100.000, 6.0, -1, True, 1218.0, 0.045, 100.000, 6.0, -1, True, 1208.0, 0.040, 100.000, 9.0, -1, True, 1208.0
16367, 35, 16, 7.629, 11.854, 1.229, 298.596, 0.957, 13.773, 7.000, 0.970, 12.000, 0.139, 3.000, -1, 0.000, 0, 0, False, 2797.0, 2797.0, 2950.0, 0.259, 100.000, 52.0, -1, True, 2927.0, 0.760, 100.000, 52.0, -1, True, 2797.0, 0.273, 100.000, 56.0, -1, True, 2999.0, 0.288, 100.000, 54.0, -1, True, 2797.0, 0.278, 100.000, 58.0, -1, True, 2895.0, 0.300, 100.000, 56.0, -1, True, 2797.0
16368, 96, 19, 2.552, 5.176, 5.312, 295.298, 0.589, 76.580, 3.688, 2.874, 5.000, 0.779, 9.000, -1, 0.000, 0, 0, False, 16866.0, 17548.0, 18599.0, 0.283, 100.000, 7.0, -1, True, 17737.0, 0.412, 100.000, 7.0, -1, True, 17849.0, 0.271, 100.000, 7.0, -1, True, 18078.0, 0.291, 100.000, 7.0, -1, True, 17548.0, 0.295, 100.000, 7.0, -1, True, 18419.0, 0.307, 100.000, 9.0, -1, True, 17548.0
16369, 81, 13, 2.741, 3.329, 4.951, 298.378, 0.681, 64.068, 2.309, 1.758, 3.000, 0.762, 5.000, -1, 0.000, 0, 0, False, 14299.0, 14301.0, 14539.0, 0.138, 100.000, 3.0, -1, True, 14528.0, 0.198, 100.000, 1.0, -1, True, 14301.0, 0.140, 100.000, 2.0, -1, True, 14655.0, 0.160, 100.000, 5.0, -1, True, 14965.0, 0.165, 100.000, 5.0, -1, True, 14463.0, 0.150, 100.000, 5.0, -1, True, 14301.0
16370, 90, 17, 2.600, 4.205, 0.933, 297.915, 0.524, 94.162, 3.033, 2.205, 4.000, 0.727, 7.000, -1, 0.000, 0, 0, False, 3017.0, 4452.0, 5315.0, 0.215, 100.000, 16.0, -1, True, 5751.0, 1.360, 100.000, 15.0, -1, True, 4452.0, 0.210, 100.000, 12.0, -1, True, 5457.0, 0.220, 100.000, 12.0, -1, True, 4699.0, 0.215, 100.000, 7.0, -1, True, 5017.0, 0.210, 100.000, 13.0, -1, True, 4452.0
16371, 83, 19, 2.627, 5.133, 0.964, 304.110, 0.759, 39.750, 4.193, 2.986, 5.000, 0.712, 9.000, -1, 0.000, 0, 0, False, 3025.0, 3190.0, 4031.0, 0.245, 100.000, 59.0, -1, True, 3824.0, 1.725, 100.000, 60.0, -1, True, 3190.0, 0.263, 100.000, 94.0, -1, True, 4208.0, 0.241, 100.000, 61.0, -1, True, 3265.0, 0.212, 100.000, 85.0, -1, True, 3559.0, 0.230, 100.000, 74.0, -1, True, 3190.0
16372, 83, 19, 2.446, 14.660, 4.663, 302.670, 0.893, 30.267, 3.482, 2.997, 15.000, 0.861, 9.000, -1, 0.000, 0, 0, False, 14828.0, 15323.0, 16501.0, 0.553, 100.000, 32.0, -1, True, 16578.0, 0.841, 100.000, 30.0, -1, True, 15323.0, 0.532, 100.000, 33.0, -1, True, 16451.0, 0.580, 100.000, 29.0, -1, True, 15592.0, 0.575, 100.000, 33.0, -1, True, 16389.0, 0.625, 100.000, 28.0, -1, True, 15323.0
16373, 99, 18, 2.475, 13.396, 4.737, 305.959, 0.957, 12.484, 3.636, 2.690, 13.000, 0.740, 9.000, -1, 0.000, 0, 0, False, 16029.0, 16212.0, 16574.0, 0.759, 100.000, 67.0, -1, True, 16618.0, 1.415, 100.000, 64.0, -1, True, 16212.0, 0.755, 100.000, 74.0, -1, True, 16610.0, 0.756, 100.000, 70.0, -1, True, 16350.0, 0.765, 100.000, 62.0, -1, True, 16659.0, 0.700, 100.000, 65.0, -1, True, 16212.0
16374, 80, 10, 2.500, 7.305, 1.050, 297.610, 0.777, 58.689, 2.038, 1.768, 7.000, 0.868, 5.000, -1, 0.005, 0, 0, False, 2873.0, 7625.0, 9226.0, 0.304, 100.000, 50.0, -1, True, 7625.0, 2.181, 100.000, 67.0, -1, True, 8434.0, 0.325, 100.000, 50.0, -1, True, 8931.0, 0.340, 100.000, 54.0, -1, True, 8437.0, 0.360, 100.000, 49.0, -1, True, 8478.0, 0.320, 100.000, 55.0, -1, True, 7625.0
16375, 90, 11, 2.700, 8.486, 0.944, 304.041, 0.937, 20.147, 2.300, 1.757, 9.000, 0.764, 5.000, -1, 0.000, 0, 0, False, 2839.0, 4245.0, 5086.0, 0.460, 100.000, 205.0, -1, True, 4343.0, 3.971, 100.000, 248.0, -1, True, 4245.0, 0.509, 100.000, 233.0, -1, True, 5006.0, 0.498, 100.000, 224.0, -1, True, 4402.0, 0.486, 100.000, 239.0, -1, True, 4341.0, 0.470, 100.000, 238.0, -1, True, 4245.0
16376, 78, 18, 7.513, 5.043, 4.936, 300.044, 0.576, 80.303, 6.782, 1.158, 5.000, 0.171, 4.000, -1, 0.000, 0, 0, False, 11131.0, 11379.0, 11544.0, 0.562, 100.000, 6.0, -1, True, 11527.0, 0.798, 100.000, 3.0, -1, True, 11379.0, 0.565, 100.000, 8.0, -1, True, 11820.0, 0.620, 100.000, 7.0, -1, True, 11648.0, 0.587, 100.000, 5.0, -1, True, 11501.0, 0.621, 100.000, 10.0, -1, True, 11379.0
16377, 90, 14, 7.822, 3.909, 5.033, 304.766, 0.740, 53.524, 5.178, 1.023, 4.000, 0.198, 4.000, -1, 0.000, 0, 0, False, 12017.0, 12054.0, 12196.0, 0.620, 100.000, 9.0, -1, True, 12322.0, 1.025, 100.000, 7.0, -1, True, 12054.0, 0.660, 100.000, 14.0, -1, True, 12345.0, 0.680, 100.000, 11.0, -1, True, 12306.0, 0.680, 100.000, 20.0, -1, True, 12176.0, 0.573, 100.000, 6.0, -1, True, 12054.0
16378, 79, 13, 7.759, 3.529, 1.000, 298.246, 0.464, 110.279, 4.494, 0.696, 3.000, 0.155, 3.000, -1, 0.000, 0, 0, False, 2960.0, 3260.0, 4201.0, 0.396, 100.000, 12.0, -1, True, 4377.0, 2.339, 100.000, 5.0, -1, True, 3260.0, 0.387, 100.000, 7.0, -1, True, 4205.0, 0.402, 100.000, 10.0, -1, True, 3622.0, 0.388, 100.000, 10.0, -1, True, 3755.0, 0.435, 100.000, 13.0, -1, True, 3260.0
16379, 86, 18, 7.430, 5.080, 0.895, 299.316, 0.809, 38.116, 6.558, 1.377, 5.000, 0.210, 5.000, -1, 0.000, 0, 0, False, 1606.0, 1833.0, 2322.0, 0.640, 100.000, 82.0, -1, True, 2330.0, 9.888, 100.000, 118.0, -1, True, 1833.0, 0.696, 100.000, 104.0, -1, True, 2744.0, 0.640, 100.000, 76.0, -1, True, 2063.0, 0.780, 100.000, 128.0, -1, True, 2695.0, 0.570, 100.000, 54.0, -1, True, 1833.0
16380, 80, 18, 7.162, 13.497, 4.513, 304.457, 0.881, 33.153, 7.350, 1.584, 14.000, 0.216, 7.000, -1, 0.000, 0, 0, False, 10131.0, 10827.0, 11233.0, 1.330, 100.000, 46.0, -1, True, 11286.0, 2.192, 100.000, 44.0, -1, True, 10827.0, 1.291, 100.000, 49.0, -1, True, 11558.0, 1.285, 100.000, 50.0, -1, True, 11183.0, 1.470, 100.000, 43.0, -1, True, 11324.0, 1.430, 100.000, 48.0, -1, True, 10827.0
16381, 53, 11, 7.868, 8.544, 4.509, 299.158, 0.938, 19.806, 4.377, 0.985, 9.000, 0.225, 5.000, -1, 0.000, 0, 0, False, 7071.0, 7257.0, 7394.0, 0.470, 100.000, 43.0, -1, True, 7377.0, 0.700, 100.000, 39.0, -1, True, 7257.0, 0.442, 100.000, 41.0, -1, True, 7425.0, 0.462, 100.000, 38.0, -1, True, 7369.0, 0.416, 100.000, 38.0, -1, True, 7331.0, 0.440, 100.000, 43.0, -1, True, 7257.0
16382, 64, 10, 7.766, 7.565, 1.062, 297.827, 0.792, 56.258, 4.516, 0.776, 8.000, 0.172, 3.000, -1, 0.000, 0, 0, False, 2399.0, 5129.0, 5781.0, 0.578, 100.000, 46.0, -1, True, 5129.0, 3.073, 100.000, 55.0, -1, True, 5619.0, 0.706, 100.000, 48.0, -1, True, 6186.0, 0.700, 100.000, 47.0, -1, True, 5404.0, 0.740, 100.000, 59.0, -1, True, 5482.0, 0.691, 100.000, 50.0, -1, True, 5129.0
