Problem_ID, |Operations|, |Resources|, Avg(Mi), Avg(Rim), Avg(pref), Avg(Tim), Avg(Him), Avg(Dim), Rim_mean, Rim_stdev, Rim_median, Rim_CV, Rim_range, Cross_resources, Total_run_time, Nodes, Queue_size, MIP_infeasible, longest_preceding, mean_preceding, LB, LB_res, UB, greedy_all, operations, time, feasibles, cross_resources, improved_generation, origin, cross_best_solution, loaded_shortest_modes, time, feasibles, cross_resources, improved_generation, origin, cross_best_solution, modes, time, feasibles, cross_resources, improved_generation, origin, cross_best_solution, precedence_forward, time, feasibles, cross_resources, improved_generation, origin, cross_best_solution, precedence_backwards, time, feasibles, cross_resources, improved_generation, origin, cross_best_solution, precedence_sons, time, feasibles, cross_resources, improved_generation, origin, cross_best_solution, precedence_all, time, feasibles, cross_resources, improved_generation, origin, cross_best_solution, precedence_time_forward, time, feasibles, cross_resources, improved_generation, origin, cross_best_solution, greedy_sum_preferences, time, feasibles, cross_resources, improved_generation, origin, cross_best_solution, greedy_by_best_preferences, time, feasibles, cross_resources, improved_generation, origin, cross_best_solution, GA_1, time, feasibles, cross_resources, improved_generation, origin, cross_best_solution, GA_2, time, feasibles, cross_resources, improved_generation, origin, cross_best_solution, GA_3, time, feasibles, cross_resources, improved_generation, origin, cross_best_solution, GA_4, time, feasibles, cross_resources, improved_generation, origin, cross_best_solution, GA_5, time, feasibles, cross_resources, improved_generation, origin, cross_best_solution, GA_6, time, feasibles, cross_resources, improved_generation, origin, cross_best_solution, GA_7, time, feasibles, cross_resources, improved_generation, origin, cross_best_solution, GA_8, time, feasibles, cross_resources, improved_generation, origin, cross_best_solution, GA_9, time, feasibles, cross_resources, improved_generation, origin, cross_best_solution, GA_10, time, feasibles, cross_resources, improved_generation, origin, cross_best_solution, solution
16252, 89, 10, 7.573, 7.553, 4.697, 301.328, 0.789, 57.242, 4.382, 0.898, 8.000, 0.205, 4.000, 3138582, 0.000, 0, 0, False, 49, 24.56179775280899, 11275.0, 11275.0, 11620.0, 11651.0, 12912.0, 2.763, 100.000, 33.0, -1, greedy=100, True, 13929.0, 0.643, 100.000, 25.0, -1, greedy=100, True, 12760.0, 152.802, 100.000, 41.0, -1, greedy=100, True, 11651.0, 155.294, 100.000, 36.0, -1, greedy=100, True, 13117.0, 156.074, 100.000, 32.0, -1, greedy=100, True, 12907.0, 159.741, 100.000, 36.0, -1, greedy=100, True, 12823.0, 159.072, 100.000, 32.0, -1, greedy=100, True, 12428.0, 160.465, 100.000, 34.0, -1, greedy=100, True, 12045.0, 153.441, 100.000, 35.0, -1, greedy=100, True, 11728.0, 155.691, 100.000, 36.0, -1, greedy=100, True, 11620.0, 167.523, 100.000, 37.0, 7, greedy=100.0, True, 11620.0, 170.454, 100.000, 37.0, 6, greedy=95.3125;ga=4.6875, True, 11620.0, 170.535, 100.000, 40.0, 4, greedy=100.0, True, 11620.0, 170.539, 100.000, 42.0, 10, greedy=94.53125;ga=5.46875, True, 11620.0, 171.081, 100.000, 37.0, 15, greedy=100.0, True, 11620.0, 168.844, 100.000, 39.0, 14, greedy=100.0, True, 11620.0, 170.461, 100.000, 40.0, 12, greedy=99.609375;ga=0.390625, True, 11651.0, 170.271, 100.000, 36.0, 0, greedy=100, True, 11620.0, 167.811, 100.000, 37.0, 7, greedy=100.0, True, 11620.0, 169.529, 100.000, 40.0, 2, greedy=100.0, True, 11620.0
16277, 95, 4, 2.537, 3.050, 5.011, 304.751, 0.834, 67.098, 0.958, 0.874, 3.000, 0.913, 2.000, 65262, 0.002, 0, 0, False, 57, 26.157894736842106, 15669.0, 15669.0, 15786.0, 15799.0, 16862.0, 0.445, 100.000, 20.0, -1, greedy=100, True, 17627.0, 0.188, 100.000, 17.0, -1, greedy=100, True, 16892.0, 25.478, 100.000, 21.0, -1, greedy=100, True, 15799.0, 26.039, 100.000, 28.0, -1, greedy=100, True, 16982.0, 24.509, 100.000, 28.0, -1, greedy=100, True, 16954.0, 25.412, 100.000, 25.0, -1, greedy=100, True, 16805.0, 26.557, 100.000, 23.0, -1, greedy=100, True, 16262.0, 24.910, 100.000, 27.0, -1, greedy=100, True, 16194.0, 25.228, 100.000, 31.0, -1, greedy=100, True, 15816.0, 25.384, 100.000, 34.0, -1, greedy=100, True, 15799.0, 76.275, 100.000, 28.0, 0, greedy=100, True, 15786.0, 77.322, 100.000, 27.0, 1, greedy=100.0, True, 15799.0, 76.083, 100.000, 28.0, 0, greedy=100, True, 15799.0, 75.847, 100.000, 28.0, 0, greedy=100, True, 15799.0, 76.368, 100.000, 28.0, 0, greedy=100, True, 15794.0, 75.745, 100.000, 29.0, 6, greedy=93.75;ga=6.25, True, 15799.0, 76.524, 100.000, 28.0, 0, greedy=100, True, 15799.0, 75.588, 100.000, 28.0, 0, greedy=100, True, 15799.0, 74.224, 100.000, 28.0, 0, greedy=100, True, 15799.0, 75.180, 100.000, 28.0, 0, greedy=100, True, 15786.0
16281, 57, 7, 7.246, 2.472, 4.211, 301.600, 0.616, 93.217, 2.649, 0.551, 2.000, 0.208, 2.000, 23778, 0.000, 0, 0, False, 32, 17.017543859649123, 7430.0, 7430.0, 7490.0, 7500.0, 7786.0, 0.406, 100.000, 5.0, -1, greedy=100, True, 8118.0, 0.233, 100.000, 7.0, -1, greedy=100, True, 7645.0, 23.159, 100.000, 7.0, -1, greedy=100, True, 7541.0, 22.517, 100.000, 6.0, -1, greedy=100, True, 8044.0, 22.736, 100.000, 6.0, -1, greedy=100, True, 7938.0, 23.012, 100.000, 7.0, -1, greedy=100, True, 7802.0, 22.940, 100.000, 6.0, -1, greedy=100, True, 7780.0, 23.076, 100.000, 10.0, -1, greedy=100, True, 7500.0, 21.825, 100.000, 8.0, -1, greedy=100, True, 7522.0, 21.866, 100.000, 9.0, -1, greedy=100, True, 7522.0, 25.759, 100.000, 9.0, 0, greedy=100, True, 7522.0, 24.112, 100.000, 9.0, 0, greedy=100, True, 7522.0, 25.590, 100.000, 9.0, 0, greedy=100, True, 7522.0, 25.195, 100.000, 9.0, 0, greedy=100, True, 7490.0, 24.815, 100.000, 6.0, 5, greedy=100.0, True, 7522.0, 24.899, 100.000, 9.0, 0, greedy=100, True, 7522.0, 25.250, 100.000, 9.0, 0, greedy=100, True, 7522.0, 24.845, 100.000, 9.0, 0, greedy=100, True, 7522.0, 25.804, 100.000, 9.0, 0, greedy=100, True, 7522.0, 24.880, 100.000, 9.0, 0, greedy=100, True, 7490.0
16278, 78, 5, 2.615, 3.971, 0.936, 301.456, 0.614, 103.748, 1.038, 0.860, 4.000, 0.828, 2.000, 92346, 0.000, 0, 0, False, 10, 2.769230769230769, 2937.0, 2937.0, 9645.0, 9732.0, 9958.0, 1.271, 100.000, 20.0, -1, greedy=100, True, 10732.0, 0.493, 100.000, 20.0, -1, greedy=100, True, 10516.0, 24.288, 100.000, 18.0, -1, greedy=100, True, 9806.0, 25.607, 100.000, 28.0, -1, greedy=100, True, 11119.0, 25.349, 100.000, 21.0, -1, greedy=100, True, 10087.0, 26.745, 100.000, 24.0, -1, greedy=100, True, 10684.0, 25.094, 100.000, 21.0, -1, greedy=100, True, 10019.0, 26.446, 100.000, 18.0, -1, greedy=100, True, 9755.0, 26.015, 100.000, 28.0, -1, greedy=100, True, 9732.0, 25.243, 100.000, 24.0, -1, greedy=100, True, 9645.0, 77.447, 100.000, 26.0, 14, greedy=75.0;ga=25.0, True, 9732.0, 78.470, 100.000, 24.0, 0, greedy=100, True, 9732.0, 79.225, 100.000, 24.0, 0, greedy=100, True, 9732.0, 77.622, 100.000, 24.0, 0, greedy=100, True, 9677.0, 78.057, 100.000, 24.0, 17, greedy=100.0, True, 9732.0, 76.574, 100.000, 24.0, 0, greedy=100, True, 9653.0, 77.175, 100.000, 24.0, 45, greedy=100.0, True, 9677.0, 75.576, 100.000, 24.0, 6, greedy=100.0, True, 9732.0, 75.610, 100.000, 24.0, 0, greedy=100, True, 9731.0, 76.365, 100.000, 24.0, 18, greedy=100.0, True, 9645.0
16276, 71, 8, 2.507, 5.955, 4.592, 302.157, 0.734, 71.616, 1.873, 1.393, 6.000, 0.744, 4.000, 116328, 0.000, 0, 0, False, 48, 22.901408450704224, 13069.0, 13069.0, 13289.0, 13328.0, 14916.0, 0.380, 100.000, 14.0, -1, greedy=100, True, 15497.0, 0.232, 100.000, 11.0, -1, greedy=100, True, 14555.0, 27.699, 100.000, 14.0, -1, greedy=100, True, 13328.0, 26.563, 100.000, 18.0, -1, greedy=100, True, 14558.0, 27.022, 100.000, 13.0, -1, greedy=100, True, 13747.0, 26.195, 100.000, 13.0, -1, greedy=100, True, 14156.0, 26.484, 100.000, 16.0, -1, greedy=100, True, 13816.0, 25.853, 100.000, 16.0, -1, greedy=100, True, 13432.0, 26.193, 100.000, 13.0, -1, greedy=100, True, 13328.0, 26.422, 100.000, 18.0, -1, greedy=100, True, 13289.0, 86.432, 100.000, 18.0, 22, greedy=100.0, True, 13328.0, 89.726, 100.000, 18.0, 0, greedy=100, True, 13328.0, 88.532, 100.000, 18.0, 0, greedy=100, True, 13328.0, 88.415, 100.000, 18.0, 0, greedy=100, True, 13328.0, 85.593, 100.000, 18.0, 0, greedy=100, True, 13328.0, 89.017, 100.000, 18.0, 0, greedy=100, True, 13328.0, 89.446, 100.000, 18.0, 0, greedy=100, True, 13289.0, 87.967, 100.000, 18.0, 19, greedy=100.0, True, 13289.0, 87.303, 100.000, 20.0, 43, greedy=100.0, True, 13328.0, 95.917, 100.000, 18.0, 0, greedy=100, True, 13289.0
16280, 88, 5, 7.443, 1.513, 4.864, 297.824, 0.135, 221.170, 0.989, 0.107, 2.000, 0.108, 1.000, 9532, 0.000, 0, 0, False, 49, 25.568181818181817, 11293.0, 11293.0, 11330.0, 11330.0, 12341.0, 0.563, 100.000, 0.0, -1, greedy=100, False, 12894.0, 0.250, 100.000, 0.0, -1, greedy=100, False, 11736.0, 30.471, 100.000, 0.0, -1, greedy=100, False, 11340.0, 30.671, 100.000, 0.0, -1, greedy=100, False, 12224.0, 29.864, 100.000, 0.0, -1, greedy=100, False, 11857.0, 30.827, 100.000, 0.0, -1, greedy=100, False, 12185.0, 31.972, 100.000, 0.0, -1, greedy=100, False, 11558.0, 29.145, 100.000, 0.0, -1, greedy=100, False, 11398.0, 29.972, 100.000, 0.0, -1, greedy=100, False, 11330.0, 30.417, 100.000, 0.0, -1, greedy=100, False, 11330.0, 35.129, 100.000, 0.0, 0, greedy=100, False, 11330.0, 35.284, 100.000, 0.0, 0, greedy=100, False, 11330.0, 34.365, 100.000, 0.0, 0, greedy=100, False, 11330.0, 35.403, 100.000, 0.0, 0, greedy=100, False, 11330.0, 34.729, 100.000, 0.0, 0, greedy=100, False, 11330.0, 34.243, 100.000, 0.0, 0, greedy=100, False, 11330.0, 36.615, 100.000, 0.0, 0, greedy=100, False, 11330.0, 40.624, 100.000, 0.0, 0, greedy=100, False, 11330.0, 36.203, 100.000, 0.0, 0, greedy=100, False, 11330.0, 36.122, 100.000, 0.0, 0, greedy=100, False, 11330.0
16285, 58, 4, 7.724, 2.897, 4.655, 298.033, 0.809, 70.398, 1.862, 0.348, 3.000, 0.187, 1.000, 157406, 0.000, 0, 0, False, 40, 20.25862068965517, 9154.0, 9154.0, 9184.0, 9184.0, 9697.0, 0.463, 100.000, 10.0, -1, greedy=100, True, 9987.0, 0.114, 100.000, 6.0, -1, greedy=100, True, 9292.0, 33.138, 100.000, 13.0, -1, greedy=100, True, 9184.0, 29.539, 100.000, 16.0, -1, greedy=100, True, 9421.0, 28.222, 100.000, 13.0, -1, greedy=100, True, 9505.0, 28.423, 100.000, 13.0, -1, greedy=100, True, 9380.0, 29.606, 100.000, 17.0, -1, greedy=100, True, 9184.0, 28.472, 100.000, 16.0, -1, greedy=100, True, 9236.0, 28.965, 100.000, 13.0, -1, greedy=100, True, 9184.0, 28.460, 100.000, 14.0, -1, greedy=100, True, 9184.0, 29.749, 100.000, 16.0, 0, greedy=100, True, 9184.0, 29.990, 100.000, 16.0, 0, greedy=100, True, 9184.0, 29.348, 100.000, 16.0, 0, greedy=100, True, 9184.0, 29.101, 100.000, 16.0, 0, greedy=100, True, 9184.0, 29.024, 100.000, 16.0, 0, greedy=100, True, 9184.0, 29.347, 100.000, 16.0, 0, greedy=100, True, 9184.0, 28.845, 100.000, 16.0, 0, greedy=100, True, 9184.0, 29.431, 100.000, 16.0, 0, greedy=100, True, 9184.0, 31.694, 100.000, 16.0, 0, greedy=100, True, 9184.0, 34.646, 100.000, 16.0, 0, greedy=100, True, 9184.0
16282, 79, 8, 7.506, 2.521, 0.873, 302.627, 0.339, 150.606, 2.722, 0.505, 2.000, 0.185, 2.000, 49280, 0.000, 0, 0, False, 9, 1.8481012658227849, 2164.0, 2164.0, 3502.0, 3514.0, 3784.0, 3.199, 100.000, 2.0, -1, greedy=100, True, 4734.0, 2.448, 100.000, 5.0, -1, greedy=100, True, 4181.0, 36.618, 100.000, 2.0, -1, greedy=100, True, 3514.0, 38.346, 100.000, 0.0, -1, greedy=100, False, 4251.0, 40.259, 100.000, 4.0, -1, greedy=100, True, 3710.0, 39.154, 100.000, 1.0, -1, greedy=100, True, 3999.0, 43.995, 100.000, 1.0, -1, greedy=100, True, 3766.0, 42.531, 100.000, 1.0, -1, greedy=100, True, 3651.0, 39.787, 100.000, 2.0, -1, greedy=100, True, 3697.0, 40.471, 100.000, 0.0, -1, greedy=100, False, 3514.0, 40.084, 100.000, 0.0, 0, greedy=100, False, 3514.0, 40.110, 100.000, 0.0, 0, greedy=100, False, 3514.0, 40.437, 100.000, 0.0, 0, greedy=100, False, 3514.0, 40.507, 100.000, 0.0, 0, greedy=100, False, 3514.0, 39.366, 100.000, 0.0, 0, greedy=100, False, 3514.0, 39.174, 100.000, 0.0, 0, greedy=100, False, 3514.0, 39.559, 100.000, 0.0, 0, greedy=100, False, 3514.0, 38.793, 100.000, 0.0, 0, greedy=100, False, 3514.0, 43.899, 100.000, 0.0, 0, greedy=100, False, 3502.0, 46.974, 100.000, 0.0, 23, greedy=100.0, False, 3502.0
16283, 88, 3, 7.455, 1.526, 0.966, 299.872, 0.401, 169.638, 0.955, 0.209, 2.000, 0.219, 1.000, 35850, 0.000, 0, 0, False, 8, 1.4772727272727273, 2074.0, 2074.0, 6859.0, 6859.0, 7107.0, 2.898, 100.000, 4.0, -1, greedy=100, True, 7488.0, 1.270, 100.000, 0.0, -1, greedy=100, False, 7078.0, 31.460, 100.000, 9.0, -1, greedy=100, True, 7131.0, 36.077, 100.000, 11.0, -1, greedy=100, True, 7276.0, 37.141, 100.000, 5.0, -1, greedy=100, True, 7062.0, 34.353, 100.000, 8.0, -1, greedy=100, True, 7193.0, 33.327, 100.000, 10.0, -1, greedy=100, True, 6923.0, 33.693, 100.000, 8.0, -1, greedy=100, True, 6859.0, 33.106, 100.000, 15.0, -1, greedy=100, True, 7132.0, 33.374, 100.000, 5.0, -1, greedy=100, True, 6914.0, 38.139, 100.000, 8.0, 43, greedy=100.0, True, 6917.0, 39.136, 100.000, 6.0, 47, greedy=100.0, True, 6923.0, 37.881, 100.000, 8.0, 0, greedy=100, True, 6923.0, 36.947, 100.000, 8.0, 0, greedy=100, True, 6923.0, 38.081, 100.000, 8.0, 0, greedy=100, True, 6923.0, 37.887, 100.000, 8.0, 0, greedy=100, True, 6923.0, 38.653, 100.000, 8.0, 0, greedy=100, True, 6923.0, 45.152, 100.000, 8.0, 0, greedy=100, True, 6908.0, 43.627, 100.000, 8.0, 23, greedy=100.0, True, 6923.0, 40.392, 100.000, 8.0, 0, greedy=100, True, 6859.0
16289, 20, 11, 2.500, 3.460, 2.700, 296.980, 0.731, 60.329, 2.000, 1.864, 3.000, 0.932, 5.000, 510, 0.000, 0, 0, False, 7, 3.85, 2226.0, 2226.0, 2226.0, 2226.0, 2591.0, 0.048, 100.000, 4.0, -1, greedy=100, True, 2388.0, 0.036, 100.000, 6.0, -1, greedy=100, True, 2226.0, 2.366, 100.000, 1.0, -1, greedy=100, True, 2226.0, 2.055, 100.000, 4.0, -1, greedy=100, True, 2364.0, 2.073, 100.000, 3.0, -1, greedy=100, True, 2379.0, 2.086, 100.000, 7.0, -1, greedy=100, True, 2379.0, 2.176, 100.000, 4.0, -1, greedy=100, True, 2302.0, 2.461, 100.000, 2.0, -1, greedy=100, True, 2263.0, 2.049, 100.000, 11.0, -1, greedy=100, True, 2226.0, 2.075, 100.000, 3.0, -1, greedy=100, True, 2226.0, 7.240, 100.000, 1.0, 0, greedy=100, True, 2226.0, 6.681, 100.000, 1.0, 0, greedy=100, True, 2226.0, 6.882, 100.000, 1.0, 0, greedy=100, True, 2226.0, 6.415, 100.000, 1.0, 0, greedy=100, True, 2226.0, 6.426, 100.000, 1.0, 0, greedy=100, True, 2226.0, 6.681, 100.000, 1.0, 0, greedy=100, True, 2226.0, 6.707, 100.000, 1.0, 0, greedy=100, True, 2226.0, 6.530, 100.000, 1.0, 0, greedy=100, True, 2226.0, 6.326, 100.000, 1.0, 0, greedy=100, True, 2226.0, 6.341, 100.000, 1.0, 0, greedy=100, True, 2226.0
16291, 14, 12, 2.571, 3.500, 1.071, 302.278, 0.747, 60.103, 2.214, 1.718, 3.500, 0.776, 4.000, 152, 0.000, 0, 0, False, 4, 1.0714285714285714, 1257.0, 1257.0, 1257.0, 1257.0, 1257.0, 0.033, 100.000, 2.0, -1, greedy=100, True, 1417.0, 0.029, 100.000, 3.0, -1, greedy=100, True, 1257.0, 1.275, 100.000, 2.0, -1, greedy=100, True, 1257.0, 1.069, 100.000, 3.0, -1, greedy=100, True, 1434.0, 1.185, 100.000, 4.0, -1, greedy=100, True, 1331.0, 1.296, 100.000, 5.0, -1, greedy=100, True, 1343.0, 1.166, 100.000, 5.0, -1, greedy=100, True, 1369.0, 1.135, 100.000, 4.0, -1, greedy=100, True, 1257.0, 1.141, 100.000, 5.0, -1, greedy=100, True, 1257.0, 1.144, 100.000, 6.0, -1, greedy=100, True, 1257.0, 3.724, 100.000, 2.0, 0, greedy=100, True, 1257.0, 4.175, 100.000, 2.0, 0, greedy=100, True, 1257.0, 3.938, 100.000, 2.0, 0, greedy=100, True, 1257.0, 3.906, 100.000, 2.0, 0, greedy=100, True, 1257.0, 3.966, 100.000, 2.0, 0, greedy=100, True, 1257.0, 3.753, 100.000, 2.0, 0, greedy=100, True, 1257.0, 4.047, 100.000, 2.0, 0, greedy=100, True, 1257.0, 3.759, 100.000, 2.0, 0, greedy=100, True, 1257.0, 3.828, 100.000, 2.0, 0, greedy=100, True, 1257.0, 3.779, 100.000, 2.0, 0, greedy=100, True, 1257.0
16290, 21, 12, 2.143, 3.422, 0.762, 297.911, 0.494, 113.078, 1.381, 1.499, 3.000, 1.086, 4.000, 350, 0.000, 0, 0, False, 4, 0.9523809523809523, 1314.0, 1314.0, 1575.0, 1575.0, 2709.0, 0.074, 100.000, 2.0, -1, greedy=100, True, 2160.0, 0.048, 100.000, 2.0, -1, greedy=100, True, 1820.0, 1.705, 100.000, 3.0, -1, greedy=100, True, 1575.0, 1.941, 100.000, 5.0, -1, greedy=100, True, 1722.0, 2.004, 100.000, 4.0, -1, greedy=100, True, 1782.0, 1.989, 100.000, 2.0, -1, greedy=100, True, 1743.0, 1.778, 100.000, 1.0, -1, greedy=100, True, 1713.0, 1.989, 100.000, 3.0, -1, greedy=100, True, 1654.0, 1.878, 100.000, 1.0, -1, greedy=100, True, 1630.0, 1.962, 100.000, 4.0, -1, greedy=100, True, 1575.0, 7.837, 100.000, 5.0, 0, greedy=100, True, 1575.0, 7.658, 100.000, 5.0, 0, greedy=100, True, 1575.0, 7.759, 100.000, 5.0, 0, greedy=100, True, 1575.0, 7.992, 100.000, 5.0, 0, greedy=100, True, 1575.0, 7.699, 100.000, 5.0, 0, greedy=100, True, 1575.0, 7.742, 100.000, 5.0, 0, greedy=100, True, 1575.0, 7.413, 100.000, 5.0, 0, greedy=100, True, 1575.0, 7.933, 100.000, 5.0, 0, greedy=100, True, 1575.0, 7.340, 100.000, 5.0, 0, greedy=100, True, 1575.0, 7.714, 100.000, 5.0, 0, greedy=100, True, 1575.0
16293, 22, 14, 2.273, 10.620, 3.455, 295.620, 0.948, 15.704, 2.455, 2.686, 11.000, 1.094, 7.000, 11482, 0.000, 0, 0, False, 15, 7.681818181818182, 4292.0, 4292.0, 4306.0, 4306.0, 4358.0, 0.060, 100.000, 10.0, -1, greedy=100, True, 4373.0, 0.024, 100.000, 11.0, -1, greedy=100, True, 4306.0, 4.826, 100.000, 10.0, -1, greedy=100, True, 4306.0, 4.819, 100.000, 11.0, -1, greedy=100, True, 4349.0, 4.928, 100.000, 12.0, -1, greedy=100, True, 4349.0, 4.963, 100.000, 12.0, -1, greedy=100, True, 4349.0, 5.028, 100.000, 12.0, -1, greedy=100, True, 4485.0, 4.930, 100.000, 12.0, -1, greedy=100, True, 4314.0, 4.792, 100.000, 9.0, -1, greedy=100, True, 4306.0, 4.717, 100.000, 11.0, -1, greedy=100, True, 4306.0, 19.052, 100.000, 10.0, 0, greedy=100, True, 4306.0, 18.796, 100.000, 10.0, 0, greedy=100, True, 4306.0, 19.153, 100.000, 10.0, 0, greedy=100, True, 4306.0, 18.616, 100.000, 10.0, 0, greedy=100, True, 4306.0, 18.681, 100.000, 10.0, 0, greedy=100, True, 4306.0, 19.036, 100.000, 10.0, 0, greedy=100, True, 4306.0, 18.636, 100.000, 10.0, 0, greedy=100, True, 4306.0, 19.581, 100.000, 10.0, 0, greedy=100, True, 4306.0, 19.527, 100.000, 10.0, 0, greedy=100, True, 4306.0, 18.912, 100.000, 10.0, 0, greedy=100, True, 4306.0
16288, 50, 19, 2.800, 5.543, 4.180, 298.707, 0.599, 73.423, 4.320, 2.910, 6.000, 0.674, 9.000, 12160, 0.000, 0, 0, False, 30, 15.54, 8193.0, 8193.0, 8297.0, 8297.0, 8914.0, 0.220, 100.000, 4.0, -1, greedy=100, True, 8721.0, 0.157, 100.000, 2.0, -1, greedy=100, True, 8439.0, 19.446, 100.000, 5.0, -1, greedy=100, True, 8297.0, 18.090, 100.000, 6.0, -1, greedy=100, True, 8635.0, 17.074, 100.000, 5.0, -1, greedy=100, True, 8546.0, 16.957, 100.000, 8.0, -1, greedy=100, True, 8503.0, 18.291, 100.000, 7.0, -1, greedy=100, True, 8426.0, 16.290, 100.000, 7.0, -1, greedy=100, True, 8430.0, 16.619, 100.000, 5.0, -1, greedy=100, True, 8297.0, 16.215, 100.000, 5.0, -1, greedy=100, True, 8297.0, 47.681, 100.000, 6.0, 0, greedy=100, True, 8297.0, 45.963, 100.000, 6.0, 0, greedy=100, True, 8297.0, 44.390, 100.000, 6.0, 0, greedy=100, True, 8297.0, 46.725, 100.000, 6.0, 0, greedy=100, True, 8297.0, 46.955, 100.000, 6.0, 0, greedy=100, True, 8297.0, 46.174, 100.000, 6.0, 0, greedy=100, True, 8297.0, 46.086, 100.000, 6.0, 0, greedy=100, True, 8297.0, 45.810, 100.000, 6.0, 0, greedy=100, True, 8297.0, 45.117, 100.000, 6.0, 0, greedy=100, True, 8297.0, 45.337, 100.000, 6.0, 0, greedy=100, True, 8297.0
16294, 21, 19, 2.286, 14.542, 0.810, 308.875, 0.890, 31.390, 3.571, 3.203, 14.000, 0.897, 9.000, 52198, 0.000, 0, 0, False, 5, 1.7142857142857142, 1703.0, 1703.0, 2040.0, 2084.0, 2578.0, 0.212, 100.000, 17.0, -1, greedy=100, True, 2523.0, 0.087, 100.000, 18.0, -1, greedy=100, True, 2327.0, 6.968, 100.000, 23.0, -1, greedy=100, True, 2097.0, 8.155, 100.000, 23.0, -1, greedy=100, True, 2245.0, 8.596, 100.000, 21.0, -1, greedy=100, True, 2226.0, 7.829, 100.000, 22.0, -1, greedy=100, True, 2339.0, 7.343, 100.000, 22.0, -1, greedy=100, True, 2204.0, 7.726, 100.000, 23.0, -1, greedy=100, True, 2194.0, 7.563, 100.000, 23.0, -1, greedy=100, True, 2084.0, 8.379, 100.000, 27.0, -1, greedy=100, True, 2040.0, 27.030, 100.000, 27.0, 8, greedy=100.0, True, 2040.0, 26.865, 100.000, 27.0, 11, greedy=100.0, True, 2040.0, 27.436, 100.000, 27.0, 7, greedy=100.0, True, 2040.0, 26.937, 100.000, 27.0, 11, greedy=100.0, True, 2084.0, 28.036, 100.000, 27.0, 0, greedy=100, True, 2040.0, 27.034, 100.000, 27.0, 13, greedy=96.6796875;ga=3.3203125, True, 2084.0, 28.194, 100.000, 27.0, 0, greedy=100, True, 2084.0, 28.086, 100.000, 27.0, 0, greedy=100, True, 2040.0, 27.325, 100.000, 27.0, 9, greedy=100.0, True, 2040.0, 27.218, 100.000, 27.0, 9, greedy=100.0, True, 2040.0
16296, 11, 16, 8.909, 4.633, 1.091, 291.204, 0.581, 83.529, 6.091, 1.300, 5.000, 0.213, 4.000, 3256, 0.000, 0, 0, False, 4, 1.7272727272727273, 1080.0, 1080.0, 1080.0, 1080.0, 1135.0, 0.084, 100.000, 1.0, -1, greedy=100, True, 1303.0, 0.050, 100.000, 1.0, -1, greedy=100, True, 1080.0, 3.728, 100.000, 0.0, -1, greedy=100, False, 1080.0, 4.029, 100.000, 2.0, -1, greedy=100, True, 1151.0, 4.013, 100.000, 2.0, -1, greedy=100, True, 1080.0, 3.787, 100.000, 2.0, -1, greedy=100, True, 1088.0, 3.783, 100.000, 0.0, -1, greedy=100, False, 1142.0, 3.541, 100.000, 0.0, -1, greedy=100, False, 1080.0, 3.670, 100.000, 0.0, -1, greedy=100, False, 1080.0, 4.392, 100.000, 4.0, -1, greedy=100, True, 1080.0, 3.707, 100.000, 0.0, 0, greedy=100, True, 1080.0, 3.727, 100.000, 0.0, 0, greedy=100, True, 1080.0, 3.680, 100.000, 0.0, 0, greedy=100, True, 1080.0, 3.546, 100.000, 0.0, 0, greedy=100, True, 1080.0, 3.545, 100.000, 0.0, 0, greedy=100, True, 1080.0, 3.713, 100.000, 0.0, 0, greedy=100, True, 1080.0, 3.713, 100.000, 0.0, 0, greedy=100, True, 1080.0, 3.899, 100.000, 0.0, 0, greedy=100, True, 1080.0, 3.649, 100.000, 0.0, 0, greedy=100, True, 1080.0, 3.591, 100.000, 0.0, 0, greedy=100, True, 1080.0
16287, 95, 3, 7.505, 2.518, 1.063, 302.014, 0.782, 86.468, 0.989, 0.103, 3.000, 0.104, 1.000, 501818, 0.000, 0, 0, False, 11, 2.2421052631578946, 2761.0, 2761.0, 7201.0, 7201.0, 7512.0, 4.640, 100.000, 55.0, -1, greedy=100, True, 8844.0, 0.743, 100.000, 45.0, -1, greedy=100, True, 7360.0, 64.853, 100.000, 54.0, -1, greedy=100, True, 7446.0, 67.499, 100.000, 74.0, -1, greedy=100, True, 7665.0, 65.967, 100.000, 63.0, -1, greedy=100, True, 7385.0, 64.896, 100.000, 65.0, -1, greedy=100, True, 7759.0, 64.777, 100.000, 61.0, -1, greedy=100, True, 7299.0, 73.274, 100.000, 64.0, -1, greedy=100, True, 7201.0, 69.687, 100.000, 69.0, -1, greedy=100, True, 7323.0, 70.282, 100.000, 75.0, -1, greedy=100, True, 7275.0, 73.296, 100.000, 65.0, 24, greedy=100.0, True, 7299.0, 71.276, 100.000, 64.0, 0, greedy=100, True, 7295.0, 70.960, 100.000, 64.0, 34, greedy=100.0, True, 7299.0, 72.181, 100.000, 64.0, 0, greedy=100, True, 7299.0, 68.636, 100.000, 64.0, 0, greedy=100, True, 7299.0, 71.572, 100.000, 64.0, 0, greedy=100, True, 7296.0, 72.459, 100.000, 76.0, 42, greedy=100.0, True, 7295.0, 70.583, 100.000, 64.0, 37, greedy=100.0, True, 7299.0, 70.965, 100.000, 64.0, 0, greedy=100, True, 7299.0, 71.622, 100.000, 64.0, 0, greedy=100, True, 7201.0
