Problem_ID, |Operations|, |Resources|, Avg(Mi), Avg(Rim), Avg(pref), Avg(Tim), Avg(Him), Avg(Dim), Rim_mean, Rim_stdev, Rim_median, Rim_CV, Rim_range, Cross_resources, Total_run_time, Nodes, Queue_size, MIP_infeasible, longest_preceding, mean_preceding, LB, UB, greedy_1, time, feasibles, cross_resources, improved_generation, cross_best_solution, greedy_2, time, feasibles, cross_resources, improved_generation, cross_best_solution, greedy_3, time, feasibles, cross_resources, improved_generation, cross_best_solution, greedy_4, time, feasibles, cross_resources, improved_generation, cross_best_solution, greedy_5, time, feasibles, cross_resources, improved_generation, cross_best_solution, greedy_6, time, feasibles, cross_resources, improved_generation, cross_best_solution, greedy_7, time, feasibles, cross_resources, improved_generation, cross_best_solution, solution
16417, 23, 13, 2.304, 3.358, 3.043, 304.453, 0.747, 63.837, 1.435, 1.199, 3.000, 0.836, 4.000, 300, 0.000, 0, 0, False, 13, 7.695652173913044, 3884.0, 3884.0, 3964.0, 0.018, 100.000, 5.0, -1, True, 3981.0, 0.040, 100.000, 2.0, -1, True, 3884.0, 0.021, 100.000, 5.0, -1, True, 3894.0, 0.037, 100.000, 7.0, -1, True, 3968.0, 0.034, 100.000, 3.0, -1, True, 3968.0, 0.034, 100.000, 3.0, -1, True, 3884.0, 0.016, 100.000, 5.0, -1, True, 3884.0
16416, 49, 12, 2.408, 3.542, 4.449, 305.703, 0.481, 110.254, 1.776, 1.759, 3.500, 0.991, 5.000, 3528, 0.000, 0, 0, False, 32, 15.938775510204081, 8644.0, 8799.0, 9188.0, 0.081, 100.000, 1.0, -1, True, 9136.0, 0.130, 100.000, 0.0, -1, False, 8799.0, 0.110, 100.000, 3.0, -1, True, 9084.0, 0.074, 100.000, 3.0, -1, True, 9186.0, 0.084, 100.000, 2.0, -1, True, 8977.0, 0.096, 100.000, 2.0, -1, True, 8978.0, 0.100, 100.000, 2.0, -1, True, 8799.0
16419, 31, 11, 2.742, 3.600, 0.806, 303.388, 0.721, 58.392, 2.000, 1.751, 4.000, 0.876, 5.000, 2230, 0.000, 0, 0, False, 5, 1.2580645161290323, 1750.0, 1750.0, 2001.0, 0.034, 100.000, 12.0, -1, True, 2135.0, 0.230, 100.000, 6.0, -1, True, 1750.0, 0.053, 100.000, 17.0, -1, True, 2000.0, 0.035, 100.000, 18.0, -1, True, 1818.0, 0.045, 100.000, 13.0, -1, True, 1832.0, 0.051, 100.000, 14.0, -1, True, 1868.0, 0.042, 100.000, 11.0, -1, True, 1750.0
16418, 42, 18, 2.405, 5.267, 0.857, 300.644, 0.608, 77.665, 2.881, 2.787, 5.000, 0.967, 8.000, 5704, 0.000, 0, 0, False, 9, 2.0238095238095237, 2609.0, 2609.0, 3648.0, 0.099, 100.000, 12.0, -1, True, 3637.0, 0.437, 100.000, 11.0, -1, True, 2609.0, 0.116, 100.000, 11.0, -1, True, 3754.0, 0.089, 100.000, 21.0, -1, True, 2651.0, 0.109, 100.000, 20.0, -1, True, 3288.0, 0.138, 100.000, 15.0, -1, True, 2734.0, 0.094, 100.000, 15.0, -1, True, 2609.0
16421, 16, 10, 2.938, 7.872, 2.375, 297.830, 0.929, 21.500, 2.375, 1.821, 8.000, 0.767, 5.000, 8976, 0.000, 0, 0, False, 7, 3.8125, 1969.0, 2068.0, 2154.0, 0.036, 100.000, 16.0, -1, True, 2148.0, 0.054, 100.000, 16.0, -1, True, 2068.0, 0.021, 100.000, 14.0, -1, True, 2187.0, 0.028, 100.000, 17.0, -1, True, 2271.0, 0.023, 100.000, 14.0, -1, True, 2260.0, 0.022, 100.000, 11.0, -1, True, 2244.0, 0.025, 100.000, 18.0, -1, True, 2068.0
16420, 46, 10, 2.435, 7.277, 3.696, 308.964, 0.776, 60.518, 2.326, 1.863, 7.000, 0.801, 5.000, 65748, 0.000, 0, 0, False, 25, 13.804347826086957, 7184.0, 7649.0, 8493.0, 0.187, 100.000, 12.0, -1, True, 8613.0, 0.210, 100.000, 14.0, -1, True, 7649.0, 0.165, 100.000, 19.0, -1, True, 7915.0, 0.151, 100.000, 20.0, -1, True, 8317.0, 0.166, 100.000, 18.0, -1, True, 8490.0, 0.136, 100.000, 20.0, -1, True, 7833.0, 0.192, 100.000, 21.0, -1, True, 7649.0
16422, 41, 10, 2.268, 7.344, 0.902, 299.183, 0.778, 57.726, 1.854, 1.726, 7.000, 0.931, 5.000, 51094, 0.000, 0, 0, False, 7, 1.8780487804878048, 2126.0, 4125.0, 4888.0, 0.094, 100.000, 20.0, -1, True, 4629.0, 0.395, 100.000, 29.0, -1, True, 4404.0, 0.158, 100.000, 29.0, -1, True, 4848.0, 0.129, 100.000, 23.0, -1, True, 4653.0, 0.132, 100.000, 25.0, -1, True, 4766.0, 0.114, 100.000, 29.0, -1, True, 4125.0, 0.100, 100.000, 35.0, -1, True, 4125.0
16423, 45, 12, 2.844, 9.109, 0.889, 300.594, 0.941, 18.504, 2.689, 2.009, 9.000, 0.747, 6.000, 156178, 0.000, 0, 0, False, 5, 1.3555555555555556, 1624.0, 2070.0, 2541.0, 0.213, 100.000, 102.0, -1, True, 2559.0, 1.398, 100.000, 113.0, -1, True, 2157.0, 0.195, 100.000, 130.0, -1, True, 2566.0, 0.215, 100.000, 105.0, -1, True, 2070.0, 0.226, 100.000, 122.0, -1, True, 2358.0, 0.196, 100.000, 114.0, -1, True, 2105.0, 0.253, 100.000, 128.0, -1, True, 2070.0
16424, 43, 11, 7.558, 3.394, 3.814, 297.923, 0.449, 112.645, 4.140, 1.014, 3.000, 0.245, 3.000, 23484, 0.000, 0, 0, False, 25, 12.604651162790697, 6024.0, 6054.0, 6182.0, 0.193, 100.000, 3.0, -1, True, 6482.0, 0.370, 100.000, 3.0, -1, True, 6054.0, 0.198, 100.000, 2.0, -1, True, 6341.0, 0.175, 100.000, 5.0, -1, True, 6302.0, 0.204, 100.000, 6.0, -1, True, 6304.0, 0.243, 100.000, 4.0, -1, True, 6180.0, 0.191, 100.000, 2.0, -1, True, 6054.0
16425, 11, 12, 6.818, 3.587, 2.727, 306.573, 0.721, 58.885, 4.364, 0.809, 4.000, 0.185, 2.000, 238, 0.000, 0, 0, False, 8, 4.181818181818182, 2062.0, 2062.0, 2062.0, 0.019, 100.000, 0.0, -1, False, 2062.0, 0.029, 100.000, 0.0, -1, False, 2062.0, 0.025, 100.000, 0.0, -1, False, 2062.0, 0.019, 100.000, 0.0, -1, False, 2062.0, 0.027, 100.000, 0.0, -1, False, 2062.0, 0.014, 100.000, 0.0, -1, False, 2062.0, 0.014, 100.000, 0.0, -1, False, 2062.0
16427, 17, 12, 6.824, 3.164, 0.765, 296.526, 0.702, 68.044, 3.647, 0.931, 3.000, 0.255, 3.000, 1908, 0.000, 0, 0, False, 4, 1.1176470588235294, 1070.0, 1070.0, 1083.0, 0.040, 100.000, 3.0, -1, True, 1153.0, 0.115, 100.000, 3.0, -1, True, 1070.0, 0.034, 100.000, 3.0, -1, True, 1172.0, 0.043, 100.000, 3.0, -1, True, 1070.0, 0.038, 100.000, 2.0, -1, True, 1074.0, 0.038, 100.000, 8.0, -1, True, 1083.0, 0.029, 100.000, 5.0, -1, True, 1070.0
16413, 76, 8, 7.684, 5.945, 4.776, 298.527, 0.909, 29.822, 3.487, 0.702, 6.000, 0.201, 2.000, 1318338, 0.000, 0, 0, False, 50, 23.55263157894737, 11295.0, 11378.0, 11526.0, 0.896, 100.000, 28.0, -1, True, 11727.0, 1.371, 100.000, 29.0, -1, True, 11379.0, 0.985, 100.000, 33.0, -1, True, 11519.0, 0.939, 100.000, 28.0, -1, True, 11378.0, 0.895, 100.000, 30.0, -1, True, 11433.0, 0.906, 100.000, 28.0, -1, True, 11439.0, 0.913, 100.000, 29.0, -1, True, 11378.0
16414, 78, 6, 7.628, 4.482, 1.013, 297.600, 0.638, 91.992, 2.718, 0.556, 4.000, 0.205, 2.000, 906076, 0.000, 0, 0, False, 5, 1.5512820512820513, 1368.0, 6269.0, 7440.0, 0.786, 100.000, 30.0, -1, True, 6269.0, 8.648, 100.000, 33.0, -1, True, 7425.0, 0.864, 100.000, 30.0, -1, True, 8248.0, 0.742, 100.000, 30.0, -1, True, 7450.0, 0.845, 100.000, 29.0, -1, True, 7835.0, 0.801, 100.000, 31.0, -1, True, 7486.0, 0.744, 100.000, 28.0, -1, True, 6269.0
16412, 87, 7, 7.310, 5.503, 4.655, 301.374, 0.714, 77.086, 2.724, 0.499, 5.000, 0.183, 2.000, 1540908, 0.000, 0, 0, False, 56, 32.28735632183908, 12922.0, 14349.0, 14861.0, 1.066, 100.000, 21.0, -1, True, 14675.0, 1.584, 100.000, 18.0, -1, True, 14349.0, 1.100, 100.000, 19.0, -1, True, 14994.0, 1.078, 100.000, 20.0, -1, True, 15162.0, 1.021, 100.000, 17.0, -1, True, 15166.0, 1.089, 100.000, 18.0, -1, True, 14552.0, 1.041, 100.000, 24.0, -1, True, 14349.0
16380, 80, 18, 7.162, 13.497, 4.513, 304.457, 0.881, 33.153, 7.350, 1.584, 14.000, 0.216, 7.000, 6793278, 0.001, 0, 0, False, 42, 20.65, 10131.0, 10622.0, 10976.0, 1.974, 100.000, 46.0, -1, True, 11286.0, 3.459, 100.000, 44.0, -1, True, 10622.0, 1.912, 100.000, 49.0, -1, True, 11329.0, 2.182, 100.000, 47.0, -1, True, 11062.0, 2.100, 100.000, 47.0, -1, True, 11227.0, 2.233, 100.000, 43.0, -1, True, 10691.0, 2.139, 100.000, 49.0, -1, True, 10622.0
16415, 71, 7, 7.465, 5.506, 1.042, 299.934, 0.903, 32.438, 2.648, 0.588, 6.000, 0.222, 2.000, 1098012, 0.000, 0, 0, False, 12, 2.76056338028169, 2858.0, 3352.0, 4075.0, 0.822, 100.000, 129.0, -1, True, 3551.0, 4.397, 100.000, 142.0, -1, True, 3352.0, 0.957, 100.000, 144.0, -1, True, 4126.0, 0.791, 100.000, 122.0, -1, True, 3385.0, 0.805, 100.000, 138.0, -1, True, 4116.0, 0.772, 100.000, 112.0, -1, True, 3379.0, 0.816, 100.000, 149.0, -1, True, 3352.0
16428, 34, 10, 7.029, 7.389, 3.794, 303.029, 0.782, 59.180, 4.441, 0.705, 7.000, 0.159, 2.000, 256786, 0.000, 0, 0, False, 19, 9.029411764705882, 4599.0, 4819.0, 5210.0, 0.238, 100.000, 13.0, -1, True, 5332.0, 0.338, 100.000, 12.0, -1, True, 4819.0, 0.236, 100.000, 17.0, -1, True, 5245.0, 0.228, 100.000, 14.0, -1, True, 5001.0, 0.267, 100.000, 14.0, -1, True, 5244.0, 0.199, 100.000, 15.0, -1, True, 5140.0, 0.233, 100.000, 13.0, -1, True, 4819.0
16426, 48, 15, 7.771, 4.370, 0.896, 301.295, 0.547, 90.690, 5.812, 1.085, 4.000, 0.187, 4.000, 64068, 0.000, 0, 0, False, 5, 1.1875, 1383.0, 1876.0, 2370.0, 0.331, 100.000, 11.0, -1, True, 2190.0, 1.834, 100.000, 6.0, -1, True, 2002.0, 0.367, 100.000, 12.0, -1, True, 2466.0, 0.264, 100.000, 5.0, -1, True, 2046.0, 0.291, 100.000, 2.0, -1, True, 2200.0, 0.325, 100.000, 7.0, -1, True, 1876.0, 0.306, 100.000, 9.0, -1, True, 1876.0
16433, 54, 12, 2.352, 3.677, 4.130, 306.827, 0.721, 60.281, 2.093, 1.740, 4.000, 0.832, 5.000, 4262, 0.000, 0, 0, False, 31, 15.75925925925926, 8783.0, 9014.0, 9162.0, 0.077, 100.000, 1.0, -1, True, 9268.0, 0.134, 100.000, 2.0, -1, True, 9014.0, 0.086, 100.000, 6.0, -1, True, 9183.0, 0.093, 100.000, 1.0, -1, True, 9017.0, 0.083, 100.000, 5.0, -1, True, 9199.0, 0.081, 100.000, 4.0, -1, True, 9163.0, 0.120, 100.000, 6.0, -1, True, 9014.0
16429, 27, 14, 8.037, 10.350, 3.222, 295.433, 0.945, 15.735, 5.667, 1.330, 10.000, 0.235, 4.000, 349496, 0.000, 0, 0, False, 18, 9.148148148148149, 4142.0, 4144.0, 4144.0, 0.246, 100.000, 14.0, -1, True, 4170.0, 0.337, 100.000, 14.0, -1, True, 4144.0, 0.276, 100.000, 14.0, -1, True, 4170.0, 0.267, 100.000, 14.0, -1, True, 4144.0, 0.244, 100.000, 13.0, -1, True, 4144.0, 0.196, 100.000, 14.0, -1, True, 4144.0, 0.225, 100.000, 14.0, -1, True, 4144.0
16432, 94, 11, 2.574, 3.649, 4.745, 303.835, 0.479, 109.191, 2.394, 1.815, 4.000, 0.758, 5.000, 21172, 0.000, 0, 0, False, 54, 28.76595744680851, 14941.0, 15684.0, 16365.0, 0.284, 100.000, 6.0, -1, True, 16223.0, 0.482, 100.000, 7.0, -1, True, 15684.0, 0.384, 100.000, 5.0, -1, True, 16196.0, 0.329, 100.000, 6.0, -1, True, 16517.0, 0.342, 100.000, 4.0, -1, True, 16720.0, 0.301, 100.000, 6.0, -1, True, 16091.0, 0.277, 100.000, 5.0, -1, True, 15684.0
16430, 36, 12, 7.361, 8.875, 0.861, 299.981, 0.822, 48.868, 5.056, 1.120, 9.000, 0.222, 4.000, 622680, 0.000, 0, 0, False, 6, 1.6666666666666667, 1542.0, 2896.0, 3207.0, 0.339, 100.000, 22.0, -1, True, 3017.0, 1.483, 100.000, 34.0, -1, True, 2896.0, 0.392, 100.000, 31.0, -1, True, 3305.0, 0.395, 100.000, 35.0, -1, True, 2960.0, 0.333, 100.000, 33.0, -1, True, 3188.0, 0.316, 100.000, 34.0, -1, True, 2896.0, 0.311, 100.000, 32.0, -1, True, 2896.0
16431, 42, 10, 7.048, 7.527, 0.881, 305.304, 0.930, 22.971, 4.238, 0.906, 7.500, 0.214, 3.000, 548968, 0.000, 0, 0, False, 10, 2.2142857142857144, 2516.0, 2516.0, 2932.0, 0.381, 100.000, 82.0, -1, True, 2846.0, 1.698, 100.000, 77.0, -1, True, 2516.0, 0.403, 100.000, 87.0, -1, True, 2950.0, 0.331, 100.000, 74.0, -1, True, 2596.0, 0.402, 100.000, 93.0, -1, True, 2580.0, 0.376, 100.000, 95.0, -1, True, 2612.0, 0.383, 100.000, 90.0, -1, True, 2516.0
16434, 78, 15, 2.564, 4.360, 0.833, 299.795, 0.527, 91.638, 3.218, 2.399, 4.000, 0.746, 7.000, 18972, 0.001, 0, 0, False, 9, 1.7692307692307692, 2774.0, 4073.0, 5143.0, 0.245, 100.000, 14.0, -1, True, 5401.0, 1.925, 100.000, 11.0, -1, True, 4073.0, 0.279, 100.000, 21.0, -1, True, 4365.0, 0.256, 100.000, 11.0, -1, True, 4357.0, 0.277, 100.000, 19.0, -1, True, 4491.0, 0.261, 100.000, 11.0, -1, True, 4106.0, 0.258, 100.000, 25.0, -1, True, 4073.0
16435, 70, 19, 2.557, 5.670, 1.086, 298.698, 0.817, 34.004, 3.586, 3.053, 6.000, 0.851, 9.000, 26242, 0.000, 0, 0, False, 7, 1.9285714285714286, 2346.0, 2429.0, 3151.0, 0.291, 100.000, 75.0, -1, True, 2841.0, 1.988, 100.000, 78.0, -1, True, 2429.0, 0.322, 100.000, 85.0, -1, True, 3079.0, 0.281, 100.000, 76.0, -1, True, 2681.0, 0.308, 100.000, 61.0, -1, True, 2962.0, 0.291, 100.000, 75.0, -1, True, 2796.0, 0.297, 100.000, 71.0, -1, True, 2429.0
16383, 83, 13, 7.602, 10.024, 0.916, 301.055, 0.949, 16.653, 5.217, 1.048, 10.000, 0.201, 4.000, 5339652, 0.000, 0, 0, False, 11, 2.2289156626506026, 2624.0, 2784.0, 3992.0, 1.996, 100.000, 262.0, -1, True, 3525.0, 17.587, 100.000, 280.0, -1, True, 2784.0, 2.226, 100.000, 315.0, -1, True, 3574.0, 2.116, 100.000, 276.0, -1, True, 2948.0, 2.293, 100.000, 288.0, -1, True, 3207.0, 2.023, 100.000, 298.0, -1, True, 3041.0, 2.118, 100.000, 318.0, -1, True, 2784.0
16438, 53, 16, 2.491, 11.955, 0.981, 302.159, 0.868, 37.023, 3.151, 2.582, 12.000, 0.820, 8.000, 312774, 0.000, 0, 0, False, 8, 1.6226415094339623, 2600.0, 4802.0, 5653.0, 0.339, 100.000, 51.0, -1, True, 5792.0, 1.695, 100.000, 51.0, -1, True, 4802.0, 0.441, 100.000, 67.0, -1, True, 5383.0, 0.407, 100.000, 54.0, -1, True, 5121.0, 0.368, 100.000, 56.0, -1, True, 5600.0, 0.344, 100.000, 56.0, -1, True, 5067.0, 0.406, 100.000, 57.0, -1, True, 4802.0
16441, 66, 11, 7.515, 3.363, 4.455, 299.688, 0.693, 63.609, 4.227, 1.049, 3.000, 0.248, 4.000, 63114, 0.000, 0, 0, False, 34, 18.53030303030303, 7857.0, 7865.0, 7993.0, 0.353, 100.000, 5.0, -1, True, 8098.0, 0.754, 100.000, 11.0, -1, True, 7865.0, 0.372, 100.000, 7.0, -1, True, 8047.0, 0.346, 100.000, 8.0, -1, True, 8200.0, 0.371, 100.000, 8.0, -1, True, 8101.0, 0.409, 100.000, 9.0, -1, True, 8028.0, 0.392, 100.000, 5.0, -1, True, 7865.0
16439, 53, 17, 2.830, 13.333, 0.736, 299.000, 0.962, 12.248, 3.642, 2.781, 14.000, 0.764, 8.000, 531346, 0.000, 0, 0, False, 6, 1.169811320754717, 1747.0, 2049.0, 2730.0, 0.479, 100.000, 188.0, -1, True, 2419.0, 4.247, 100.000, 205.0, -1, True, 2049.0, 0.452, 100.000, 192.0, -1, True, 2613.0, 0.490, 100.000, 211.0, -1, True, 2129.0, 0.474, 100.000, 207.0, -1, True, 2191.0, 0.465, 100.000, 221.0, -1, True, 2184.0, 0.539, 100.000, 200.0, -1, True, 2049.0
16443, 60, 12, 7.383, 3.569, 0.933, 296.853, 0.733, 57.622, 4.267, 0.954, 4.000, 0.224, 4.000, 57058, 0.000, 0, 0, False, 6, 1.4, 1583.0, 1629.0, 2191.0, 0.342, 100.000, 33.0, -1, True, 2258.0, 3.601, 100.000, 37.0, -1, True, 1629.0, 0.398, 100.000, 41.0, -1, True, 2190.0, 0.382, 100.000, 42.0, -1, True, 1888.0, 0.393, 100.000, 45.0, -1, True, 1859.0, 0.355, 100.000, 52.0, -1, True, 1787.0, 0.292, 100.000, 27.0, -1, True, 1629.0
16440, 65, 17, 7.692, 4.482, 4.646, 297.030, 0.562, 88.926, 5.754, 1.132, 4.000, 0.197, 4.000, 83898, 0.000, 0, 0, False, 42, 21.630769230769232, 9624.0, 9624.0, 9818.0, 0.569, 100.000, 2.0, -1, True, 9853.0, 0.919, 100.000, 2.0, -1, True, 9624.0, 0.594, 100.000, 2.0, -1, True, 9738.0, 0.554, 100.000, 2.0, -1, True, 9827.0, 0.574, 100.000, 3.0, -1, True, 9778.0, 0.558, 100.000, 2.0, -1, True, 9689.0, 0.503, 100.000, 3.0, -1, True, 9624.0
16448, 24, 8, 2.250, 2.241, 3.333, 303.370, 0.291, 161.347, 1.167, 1.204, 2.000, 1.032, 3.000, 82, 0.001, 0, 0, False, 15, 8.416666666666666, 4358.0, 4481.0, 4579.0, 0.016, 100.000, 0.0, -1, False, 4924.0, 0.017, 100.000, 0.0, -1, False, 4481.0, 0.015, 100.000, 0.0, -1, False, 4856.0, 0.023, 100.000, 0.0, -1, False, 4739.0, 0.022, 100.000, 1.0, -1, True, 4686.0, 0.012, 100.000, 0.0, -1, False, 4938.0, 0.018, 100.000, 0.0, -1, False, 4481.0
16436, 88, 17, 2.545, 12.911, 4.773, 306.228, 0.879, 34.748, 3.330, 2.782, 13.000, 0.836, 8.000, 1005730, 0.001, 0, 0, False, 64, 31.727272727272727, 17562.0, 17885.0, 18849.0, 0.863, 100.000, 20.0, -1, True, 19118.0, 1.039, 100.000, 15.0, -1, True, 17885.0, 0.915, 100.000, 25.0, -1, True, 18686.0, 0.802, 100.000, 22.0, -1, True, 18243.0, 0.905, 100.000, 23.0, -1, True, 18355.0, 0.856, 100.000, 24.0, -1, True, 18137.0, 0.859, 100.000, 25.0, -1, True, 17885.0
16450, 22, 7, 2.545, 2.286, 0.636, 308.625, 0.315, 162.875, 1.318, 1.041, 2.000, 0.790, 3.000, 312, 0.000, 0, 0, False, 3, 0.6818181818181818, 1299.0, 2015.0, 2152.0, 0.020, 100.000, 0.0, -1, False, 2806.0, 0.034, 100.000, 2.0, -1, True, 2033.0, 0.011, 100.000, 1.0, -1, True, 2082.0, 0.013, 100.000, 0.0, -1, False, 2015.0, 0.015, 100.000, 1.0, -1, True, 2212.0, 0.010, 100.000, 0.0, -1, False, 2045.0, 0.013, 100.000, 1.0, -1, True, 2015.0
16437, 83, 18, 2.663, 13.357, 4.771, 295.733, 0.960, 12.190, 3.771, 2.742, 13.000, 0.727, 9.000, 923408, 0.000, 0, 0, False, 54, 24.6144578313253, 14474.0, 14536.0, 14712.0, 0.896, 100.000, 49.0, -1, True, 14901.0, 1.278, 100.000, 38.0, -1, True, 14536.0, 0.874, 100.000, 45.0, -1, True, 14865.0, 0.890, 100.000, 47.0, -1, True, 14752.0, 0.945, 100.000, 49.0, -1, True, 14938.0, 0.867, 100.000, 47.0, -1, True, 14719.0, 0.907, 100.000, 44.0, -1, True, 14536.0
16449, 47, 7, 2.277, 2.692, 4.298, 299.570, 0.650, 82.323, 1.213, 1.141, 3.000, 0.941, 3.000, 2186, 0.000, 0, 0, False, 29, 15.659574468085106, 8024.0, 8097.0, 8187.0, 0.059, 100.000, 5.0, -1, True, 8404.0, 0.079, 100.000, 4.0, -1, True, 8097.0, 0.060, 100.000, 6.0, -1, True, 8203.0, 0.064, 100.000, 3.0, -1, True, 8163.0, 0.059, 100.000, 6.0, -1, True, 8211.0, 0.061, 100.000, 4.0, -1, True, 8187.0, 0.045, 100.000, 7.0, -1, True, 8097.0
16453, 10, 4, 2.500, 3.080, 1.900, 301.800, 0.830, 68.156, 0.700, 0.949, 3.000, 1.355, 2.000, 198, 0.000, 0, 0, False, 4, 2.8, 1394.0, 1556.0, 1556.0, 0.003, 100.000, 6.0, -1, True, 1697.0, 0.006, 100.000, 3.0, -1, True, 1558.0, 0.003, 100.000, 3.0, -1, True, 1558.0, 0.007, 100.000, 5.0, -1, True, 1558.0, 0.003, 100.000, 4.0, -1, True, 1558.0, 0.003, 100.000, 4.0, -1, True, 1756.0, 0.006, 100.000, 5.0, -1, True, 1556.0
16451, 34, 8, 2.294, 2.449, 0.706, 302.744, 0.633, 93.105, 1.000, 1.073, 2.000, 1.073, 3.000, 694, 0.000, 0, 0, False, 4, 1.088235294117647, 1441.0, 1752.0, 2082.0, 0.026, 100.000, 4.0, -1, True, 2747.0, 0.135, 100.000, 2.0, -1, True, 1808.0, 0.043, 100.000, 11.0, -1, True, 2227.0, 0.035, 100.000, 5.0, -1, True, 1785.0, 0.029, 100.000, 6.0, -1, True, 2004.0, 0.032, 100.000, 5.0, -1, True, 1752.0, 0.033, 100.000, 10.0, -1, True, 1752.0
16455, 13, 6, 2.923, 4.421, 0.615, 293.211, 0.874, 41.429, 1.308, 0.855, 4.000, 0.654, 3.000, 2680, 0.000, 0, 0, False, 3, 0.9230769230769231, 898.0, 916.0, 1061.0, 0.012, 100.000, 10.0, -1, True, 1166.0, 0.049, 100.000, 9.0, -1, True, 1006.0, 0.015, 100.000, 11.0, -1, True, 1125.0, 0.008, 100.000, 14.0, -1, True, 916.0, 0.011, 100.000, 16.0, -1, True, 972.0, 0.013, 100.000, 11.0, -1, True, 1008.0, 0.008, 100.000, 16.0, -1, True, 916.0
16452, 38, 8, 2.421, 6.076, 3.789, 301.804, 0.745, 69.778, 1.632, 1.460, 6.000, 0.895, 4.000, 29198, 0.000, 0, 0, False, 21, 9.894736842105264, 5557.0, 6430.0, 6593.0, 0.076, 100.000, 9.0, -1, True, 7055.0, 0.143, 100.000, 7.0, -1, True, 6430.0, 0.087, 100.000, 14.0, -1, True, 7142.0, 0.065, 100.000, 9.0, -1, True, 6546.0, 0.087, 100.000, 11.0, -1, True, 6716.0, 0.102, 100.000, 10.0, -1, True, 6862.0, 0.086, 100.000, 9.0, -1, True, 6430.0
16456, 11, 5, 6.727, 1.459, 1.636, 300.176, 0.114, 231.074, 1.000, 0.000, 1.000, 0.000, 0.000, 60, 0.000, 0, 0, False, 4, 2.6363636363636362, 1143.0, 1210.0, 1281.0, 0.006, 100.000, 0.0, -1, False, 1277.0, 0.023, 100.000, 0.0, -1, False, 1210.0, 0.010, 100.000, 0.0, -1, False, 1436.0, 0.006, 100.000, 0.0, -1, False, 1277.0, 0.007, 100.000, 0.0, -1, False, 1277.0, 0.007, 100.000, 0.0, -1, False, 1419.0, 0.008, 100.000, 0.0, -1, False, 1210.0
16454, 42, 7, 2.476, 5.337, 0.976, 306.827, 0.715, 79.688, 1.238, 1.165, 5.000, 0.941, 3.000, 34642, 0.000, 0, 0, False, 7, 1.9761904761904763, 2193.0, 4979.0, 5597.0, 0.092, 100.000, 18.0, -1, True, 5109.0, 0.481, 100.000, 20.0, -1, True, 4979.0, 0.092, 100.000, 28.0, -1, True, 5794.0, 0.093, 100.000, 20.0, -1, True, 5205.0, 0.102, 100.000, 19.0, -1, True, 5669.0, 0.092, 100.000, 16.0, -1, True, 5315.0, 0.099, 100.000, 22.0, -1, True, 4979.0
16457, 25, 9, 7.560, 2.386, 3.520, 299.878, 0.580, 98.710, 2.880, 0.332, 2.000, 0.115, 1.000, 1696, 0.000, 0, 0, False, 13, 6.44, 3190.0, 3190.0, 3206.0, 0.067, 100.000, 1.0, -1, True, 3376.0, 0.094, 100.000, 1.0, -1, True, 3190.0, 0.057, 100.000, 2.0, -1, True, 3289.0, 0.069, 100.000, 5.0, -1, True, 3273.0, 0.072, 100.000, 2.0, -1, True, 3273.0, 0.059, 100.000, 2.0, -1, True, 3190.0, 0.061, 100.000, 1.0, -1, True, 3190.0
16458, 30, 6, 8.033, 1.988, 0.833, 296.402, 0.237, 178.470, 1.933, 0.254, 2.000, 0.131, 1.000, 4104, 0.000, 0, 0, False, 3, 0.8666666666666667, 872.0, 1684.0, 1757.0, 0.064, 100.000, 1.0, -1, True, 1781.0, 0.406, 100.000, 0.0, -1, False, 1684.0, 0.064, 100.000, 0.0, -1, False, 1735.0, 0.043, 100.000, 0.0, -1, False, 1761.0, 0.044, 100.000, 0.0, -1, False, 1796.0, 0.058, 100.000, 0.0, -1, False, 1695.0, 0.073, 100.000, 0.0, -1, False, 1684.0
16460, 20, 3, 7.950, 2.465, 3.700, 301.421, 0.385, 156.773, 0.950, 0.224, 2.000, 0.235, 1.000, 9060, 0.000, 0, 0, False, 14, 7.35, 3422.0, 3704.0, 3840.0, 0.036, 100.000, 1.0, -1, True, 3946.0, 0.040, 100.000, 1.0, -1, True, 3704.0, 0.042, 100.000, 0.0, -1, False, 3840.0, 0.030, 100.000, 1.0, -1, True, 3907.0, 0.030, 100.000, 0.0, -1, False, 3831.0, 0.027, 100.000, 0.0, -1, False, 3831.0, 0.045, 100.000, 0.0, -1, False, 3704.0
16461, 27, 4, 8.111, 3.100, 3.185, 298.018, 0.824, 65.099, 1.778, 0.424, 3.000, 0.238, 1.000, 30994, 0.000, 0, 0, False, 16, 8.25925925925926, 3826.0, 3878.0, 3879.0, 0.064, 100.000, 11.0, -1, True, 4172.0, 0.100, 100.000, 13.0, -1, True, 3878.0, 0.084, 100.000, 10.0, -1, True, 3984.0, 0.061, 100.000, 5.0, -1, True, 4108.0, 0.064, 100.000, 11.0, -1, True, 4159.0, 0.073, 100.000, 11.0, -1, True, 4025.0, 0.058, 100.000, 8.0, -1, True, 3878.0
