Problem_ID, |Operations|, |Resources|, Avg(Mi), Avg(Rim), Avg(pref), Avg(Tim), Avg(Him), Avg(Dim), Rim_mean, Rim_stdev, Rim_median, Rim_CV, Rim_range, Cross_resources, Total_run_time, Nodes, Queue_size, MIP_infeasible, LB, UB, GA_1, cross_GA_1, time, cross_time, feasibles, cross_resources, improved_generation, cross_best_solution, GA_2, cross_GA_2, time, cross_time, feasibles, cross_resources, improved_generation, cross_best_solution, GA_3, cross_GA_3, time, cross_time, feasibles, cross_resources, improved_generation, cross_best_solution, GA_4, cross_GA_4, time, cross_time, feasibles, cross_resources, improved_generation, cross_best_solution, GA_5, cross_GA_5, time, cross_time, feasibles, cross_resources, improved_generation, cross_best_solution, GA_6, cross_GA_6, time, cross_time, feasibles, cross_resources, improved_generation, cross_best_solution, GA_7, cross_GA_7, time, cross_time, feasibles, cross_resources, improved_generation, cross_best_solution, GA_8, cross_GA_8, time, cross_time, feasibles, cross_resources, improved_generation, cross_best_solution, GA_9, cross_GA_9, time, cross_time, feasibles, cross_resources, improved_generation, cross_best_solution, GA_10, cross_GA_10, time, cross_time, feasibles, cross_resources, improved_generation, cross_best_solution, solution
16020, 59, 9, 2.559, 6.894, 4.305, 293.344, 0.769, 61.380, 1.797, 1.399, 7.000, 0.779, 4.000, 112792, 0.001, 0, 0, False, 9529.0, 11268.0, 11653.0, 3.320, 100.000, 8.0, 50, True, 12348.0, 3.373, 100.000, 8.0, 49, True, 12643.0, 3.285, 100.000, 7.0, 44, True, 12484.0, 3.185, 100.000, 9.0, 44, True, 11976.0, 3.301, 100.000, 6.0, 47, True, 12372.0, 3.151, 100.000, 5.0, 47, True, 12221.0, 3.029, 100.000, 5.0, 46, True, 11268.0, 3.412, 100.000, 13.0, 45, True, 12461.0, 3.146, 100.000, 6.0, 50, True, 11596.0, 3.000, 100.000, 6.0, 50, True, 11268.0
16024, 63, 5, 7.413, 1.488, 4.381, 300.891, 0.116, 227.476, 0.937, 0.246, 1.000, 0.262, 1.000, 3852, 0.000, 0, 0, False, 8458.0, 10460.0, 11444.0, 2.214, 100.000, 0, 42, False, 11266.0, 2.139, 100.000, 0.0, 50, False, 10574.0, 2.040, 100.000, 0, 49, False, 11554.0, 1.797, 100.000, 0, 50, False, 10947.0, 2.338, 100.000, 0, 50, False, 11219.0, 2.047, 100.000, 0, 46, False, 11010.0, 2.041, 100.000, 0, 36, False, 10460.0, 2.230, 100.000, 0, 43, False, 10878.0, 1.988, 100.000, 0.0, 48, False, 11190.0, 1.920, 100.000, 0, 49, False, 10460.0
16026, 53, 6, 7.736, 1.998, 0.868, 298.798, 0.245, 179.853, 1.906, 0.295, 2.000, 0.155, 1.000, 13108, 0.000, 0, 0, False, 1993.0, 4596.0, 5397.0, 1.817, 100.000, 0.0, 44, False, 5412.0, 1.933, 100.000, 0.0, 33, False, 4596.0, 1.729, 100.000, 0.0, 50, False, 5337.0, 2.022, 100.000, 0.0, 49, False, 5206.0, 2.107, 100.000, 0.0, 48, False, 5406.0, 1.886, 100.000, 0.0, 50, False, 4925.0, 1.927, 100.000, 0.0, 45, False, 5434.0, 1.945, 100.000, 0.0, 49, False, 5152.0, 1.974, 100.000, 0.0, 44, False, 4733.0, 1.864, 100.000, 1.0, 43, True, 4596.0
16022, 62, 5, 2.468, 3.993, 0.984, 299.928, 0.604, 103.311, 0.871, 0.820, 4.000, 0.941, 2.000, 51642, 0.001, 0, 0, False, 2303.0, 9545.0, 10011.0, 1.924, 100.000, 11.0, 48, True, 10582.0, 2.170, 100.000, 7.0, 45, True, 10546.0, 2.054, 100.000, 5.0, 33, True, 9888.0, 2.106, 100.000, 7.0, 45, True, 10474.0, 2.099, 100.000, 7.0, 50, True, 9849.0, 2.098, 100.000, 8.0, 48, True, 9748.0, 2.088, 100.000, 6.0, 50, True, 10577.0, 2.153, 100.000, 6.0, 43, True, 9545.0, 2.025, 100.000, 8.0, 42, True, 9852.0, 2.056, 100.000, 9.0, 35, True, 9545.0
16021, 79, 5, 2.633, 4.010, 4.532, 306.139, 0.862, 49.953, 1.063, 0.867, 4.000, 0.816, 2.000, 87468, 0.001, 0, 0, False, 13213.0, 15039.0, 15327.0, 2.998, 100.000, 17.0, 49, True, 15039.0, 2.861, 100.000, 18.0, 45, True, 15759.0, 3.017, 100.000, 16.0, 49, True, 15171.0, 2.984, 100.000, 14.0, 48, True, 15352.0, 2.787, 100.000, 14.0, 44, True, 15356.0, 2.787, 100.000, 23.0, 45, True, 15242.0, 3.103, 100.000, 21.0, 49, True, 15923.0, 2.978, 100.000, 19.0, 50, True, 16474.0, 3.031, 100.000, 14.0, 47, True, 15959.0, 2.843, 100.000, 19.0, 45, True, 15039.0
16025, 77, 4, 7.584, 1.491, 4.416, 295.348, 0.363, 174.898, 0.974, 0.160, 1.000, 0.164, 1.000, 11222, 0.000, 0, 0, False, 10027.0, 12794.0, 13317.0, 2.451, 100.000, 0.0, 29, False, 13371.0, 2.394, 100.000, 0, 48, False, 13320.0, 2.339, 100.000, 0, 25, False, 13833.0, 2.567, 100.000, 0, 45, False, 12794.0, 2.478, 100.000, 1.0, 50, True, 13266.0, 2.349, 100.000, 0, 47, False, 13046.0, 2.273, 100.000, 0.0, 42, False, 13236.0, 2.325, 100.000, 0.0, 27, False, 14574.0, 2.540, 100.000, 0, 49, False, 13273.0, 2.238, 100.000, 0, 50, False, 12794.0
16023, 91, 4, 2.670, 2.959, 1.000, 298.342, 0.820, 68.619, 1.044, 0.829, 3.000, 0.794, 2.000, 67320, 0.003, 0, 0, False, 1804.0, 8196.0, 8307.0, 2.690, 100.000, 56.0, 49, True, 8542.0, 2.543, 100.000, 46.0, 45, True, 8971.0, 2.481, 100.000, 36.0, 49, True, 8196.0, 2.742, 100.000, 50.0, 47, True, 8405.0, 2.463, 100.000, 41.0, 38, True, 8857.0, 2.654, 100.000, 52.0, 41, True, 8547.0, 2.841, 100.000, 53.0, 42, True, 8257.0, 2.532, 100.000, 57.0, 47, True, 8821.0, 2.567, 100.000, 50.0, 42, True, 8423.0, 2.714, 100.000, 56.0, 48, True, 8196.0
16033, 22, 11, 2.818, 3.177, 2.818, 308.661, 0.655, 69.589, 2.727, 1.518, 3.000, 0.556, 5.000, 632, 0.001, 0, 0, False, 3349.0, 3390.0, 3397.0, 1.278, 100.000, 0, 33, False, 3454.0, 1.182, 100.000, 0, 39, False, 3552.0, 1.170, 100.000, 0, 30, False, 3485.0, 1.308, 100.000, 0, 22, False, 3495.0, 1.276, 100.000, 0, 23, False, 3438.0, 1.184, 100.000, 0, 44, False, 3518.0, 1.241, 100.000, 1.0, 39, True, 3515.0, 1.263, 100.000, 0, 33, False, 3390.0, 1.286, 100.000, 0, 48, False, 3492.0, 1.186, 100.000, 0, 12, False, 3390.0
16029, 52, 4, 7.212, 3.045, 4.231, 301.016, 0.827, 66.376, 1.865, 0.397, 3.000, 0.213, 2.000, 133754, 0.000, 0, 0, False, 7601.0, 9369.0, 10000.0, 1.620, 100.000, 5.0, 44, True, 10652.0, 1.419, 100.000, 4.0, 48, True, 9369.0, 1.698, 100.000, 9.0, 40, True, 9705.0, 1.414, 100.000, 5.0, 49, True, 10292.0, 1.514, 100.000, 3.0, 48, True, 10753.0, 1.404, 100.000, 4.0, 47, True, 10484.0, 1.422, 100.000, 4.0, 49, True, 10161.0, 1.563, 100.000, 4.0, 43, True, 10597.0, 1.370, 100.000, 3.0, 50, True, 10468.0, 1.523, 100.000, 5.0, 45, True, 9369.0
16027, 75, 8, 7.427, 2.488, 1.053, 300.106, 0.607, 93.470, 2.760, 0.430, 2.000, 0.156, 1.000, 41716, 0.001, 0, 0, False, 4110.0, 6477.0, 6477.0, 3.477, 100.000, 10.0, 49, True, 6949.0, 3.547, 100.000, 10.0, 42, True, 7343.0, 3.213, 100.000, 11.0, 50, True, 6505.0, 3.905, 100.000, 5.0, 46, True, 7179.0, 3.537, 100.000, 4.0, 46, True, 6630.0, 3.699, 100.000, 9.0, 48, True, 6911.0, 3.710, 100.000, 7.0, 47, True, 7237.0, 3.372, 100.000, 2.0, 50, True, 6829.0, 3.215, 100.000, 3.0, 37, True, 7437.0, 3.725, 100.000, 6.0, 47, True, 6477.0
16031, 68, 4, 7.456, 3.073, 0.926, 304.209, 0.822, 67.510, 1.897, 0.306, 3.000, 0.161, 1.000, 324442, 0.001, 0, 0, False, 2752.0, 6649.0, 8454.0, 1.896, 100.000, 31.0, 42, True, 7411.0, 1.835, 100.000, 22.0, 50, True, 6649.0, 1.903, 100.000, 31.0, 47, True, 7561.0, 1.870, 100.000, 22.0, 35, True, 7511.0, 1.888, 100.000, 35.0, 49, True, 7456.0, 1.819, 100.000, 34.0, 50, True, 7199.0, 2.054, 100.000, 41.0, 45, True, 7184.0, 1.851, 100.000, 20.0, 49, True, 7111.0, 2.075, 100.000, 31.0, 48, True, 7719.0, 1.969, 100.000, 35.0, 36, True, 6649.0
16032, 35, 15, 2.457, 4.826, 3.714, 304.709, 0.633, 85.470, 2.571, 2.090, 5.000, 0.813, 7.000, 3338, 0.000, 0, 0, False, 5771.0, 6013.0, 6242.0, 2.754, 100.000, 0, 35, False, 6240.0, 2.725, 100.000, 2.0, 19, True, 6283.0, 2.770, 100.000, 0, 40, False, 6421.0, 2.886, 100.000, 0.0, 26, False, 6470.0, 2.646, 100.000, 0, 41, False, 6013.0, 2.637, 100.000, 0.0, 46, False, 6420.0, 2.693, 100.000, 0, 32, False, 6086.0, 2.801, 100.000, 2.0, 22, True, 6263.0, 2.774, 100.000, 0.0, 33, False, 6330.0, 2.478, 100.000, 1.0, 30, True, 6013.0
16035, 16, 16, 2.438, 5.179, 0.750, 305.590, 0.783, 38.406, 3.188, 2.455, 6.000, 0.770, 7.000, 996, 0.001, 0, 0, False, 1278.0, 1347.0, 1476.0, 1.294, 100.000, 1.0, 29, True, 1691.0, 1.372, 100.000, 3.0, 46, True, 1493.0, 1.337, 100.000, 0, 21, False, 1347.0, 1.407, 100.000, 3.0, 35, True, 1410.0, 1.300, 100.000, 6.0, 17, True, 1355.0, 1.569, 100.000, 6.0, 4, True, 1585.0, 1.302, 100.000, 0, 12, False, 1422.0, 1.169, 100.000, 0, 28, False, 1416.0, 1.261, 100.000, 3.0, 31, True, 1424.0, 1.216, 100.000, 6.0, 18, True, 1347.0
16034, 28, 18, 2.464, 5.130, 0.679, 306.638, 0.594, 81.006, 2.500, 2.269, 5.000, 0.908, 8.000, 2666, 0.001, 0, 0, False, 1401.0, 2056.0, 2357.0, 2.416, 100.000, 7.0, 21, True, 2056.0, 2.496, 100.000, 4.0, 11, True, 2619.0, 2.371, 100.000, 3.0, 50, True, 2414.0, 2.655, 100.000, 2.0, 34, True, 2372.0, 2.647, 100.000, 3.0, 42, True, 2491.0, 2.541, 100.000, 1.0, 48, True, 2341.0, 2.439, 100.000, 3.0, 48, True, 2631.0, 2.559, 100.000, 6.0, 20, True, 2256.0, 2.421, 100.000, 6.0, 25, True, 2471.0, 2.713, 100.000, 3.0, 34, True, 2056.0
